run_id,w_in_l1_sum,w_in_l0,w_rec_l1_sum,w_rec_l0,w_out_l1_sum,w_out_l0
run_1033_l1-0.0005_beta0.001_alpha0.01_trav50_blk1_temp1.0_eps-0.01,276.47210693359375,12829,371.08831787109375,9469,115.5150146484375,1636
run_1034_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.0001,416.1054382324219,12924,405.953857421875,9583,90.94001007080078,1660
run_1035_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,286.9034729003906,12837,215.27293395996094,9454,74.8323745727539,1642
run_1036_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.001,241.56619262695312,12577,263.8506774902344,9537,94.73429870605469,1637
run_1037_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.001_eps-0.01,431.18353271484375,12875,380.9984130859375,9581,81.8122329711914,1654
run_1038_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.01,286.6585998535156,12692,324.8055114746094,9454,115.01972961425781,1630
run_1039_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.01_eps-0.01,311.0045166015625,12799,299.8136901855469,9407,98.6153335571289,1647
run_103_l1-1e-06_beta0.003_alpha0.01_trav500_blk1_temp1.0,4258.990234375,13296,4531.052734375,9985,3181.84814453125,1691
run_1040_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.1,294.1467590332031,12874,371.0367431640625,9500,116.90670013427734,1624
run_1041_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.1_eps-0.01,324.9192199707031,12772,405.5059814453125,9538,108.1473388671875,1642
run_1042_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp1.0,274.80291748046875,12787,350.0592956542969,9421,111.46342468261719,1633
run_1043_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp1.0_eps-0.01,316.52642822265625,12865,432.9419250488281,9500,115.86141967773438,1640
run_1044_l1-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.0001,223.08888244628906,9957,257.1285705566406,9275,77.3115005493164,1426
run_1045_l1-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.0001_eps-0.01,295.48175048828125,12825,276.0870361328125,9467,89.37206268310547,1647
