run_id,w_in_l1_sum,w_in_l0,w_rec_l1_sum,w_rec_l0,w_out_l1_sum,w_out_l0
run_129_l1-0.0001_beta0.0001_alpha0.03_trav500_blk1_temp1.0,747.7117919921875,12974,801.94287109375,9541,302.81884765625,1642
run_1300_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.0001,4823.7412109375,13300,699.7407836914062,9206,5210.84375,1700
run_1301_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.0001_eps-0.01,5073.48974609375,13300,86.03285217285156,8549,1999.7801513671875,1700
run_1302_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.001,4702.25830078125,13299,838.5249633789062,9487,5280.65478515625,1700
run_1303_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.001_eps-0.01,4960.39306640625,13299,114.31672668457031,9486,2064.36572265625,1700
run_1304_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.01,4653.9228515625,13298,1981.5556640625,9841,4770.76025390625,1700
run_1305_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.01_eps-0.01,4595.375,13300,1704.1640625,9803,4688.935546875,1700
run_1306_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.1,4666.06884765625,13299,2035.168701171875,9880,4437.1923828125,1700
run_1307_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.1_eps-0.01,4656.44921875,13300,1941.871337890625,9795,4685.00048828125,1700
run_1308_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp1.0,4788.15234375,13298,2068.1796875,9923,4539.85693359375,1700
run_1309_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp1.0_eps-0.01,4599.2314453125,13299,1911.0958251953125,9853,4743.39990234375,1700
run_130_l1-0.0001_beta0.0001_alpha0.1_trav500_blk1_temp0.0001,462.8543395996094,12795,460.52825927734375,9462,185.372314453125,1626
run_1310_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.0001,4872.47900390625,13300,770.845947265625,8373,5033.3076171875,1700
run_1311_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,4789.828125,13299,103.0613784790039,9427,2390.17626953125,1700
run_1312_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.001,4729.025390625,13300,959.353759765625,9090,5347.14599609375,1700
run_1313_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.001_eps-0.01,4545.443359375,13300,118.77706146240234,9460,2376.852294921875,1700
run_1314_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.01,4638.22216796875,13300,1973.1085205078125,9803,4815.14599609375,1700
run_1315_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.01_eps-0.01,4801.94091796875,13299,1626.207275390625,9576,4900.97119140625,1700
run_1316_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.1,4515.64306640625,13299,1900.0455322265625,9847,4515.3154296875,1700
run_1317_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.1_eps-0.01,4860.1728515625,13300,2321.197998046875,9962,4369.7607421875,1700
run_1318_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp1.0,4723.373046875,13300,2102.366455078125,9726,4597.3701171875,1700
run_1319_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp1.0_eps-0.01,4710.56591796875,13298,1916.0528564453125,9908,4731.85791015625,1700
run_131_l1-0.0001_beta0.0001_alpha0.1_trav500_blk1_temp1.0,651.70947265625,12959,771.999267578125,9616,303.25018310546875,1657
run_1320_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.0001,4767.478515625,13300,203.2708740234375,7461,1907.6575927734375,1700
run_1321_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.0001_eps-0.01,5710.263671875,13299,82.11282348632812,8547,1660.0692138671875,1700
run_1322_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.001,6105.1220703125,13300,230.8669891357422,7690,3851.216552734375,1700
run_1323_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.001_eps-0.01,5736.8330078125,13299,112.63131713867188,7080,1591.1077880859375,1700
run_1324_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.01,4874.2900390625,13300,982.862548828125,9531,4261.85498046875,1700
run_1325_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.01_eps-0.01,5219.2890625,13299,670.9954833984375,9272,4486.43798828125,1700
run_1326_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.1,4585.63037109375,13300,1123.9039306640625,9851,3961.413818359375,1700
run_1327_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.1_eps-0.01,4648.2900390625,13300,940.5377197265625,9681,3870.95556640625,1700
run_1328_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp1.0,4640.06787109375,13300,1107.8355712890625,9838,4107.83447265625,1700
run_1329_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp1.0_eps-0.01,4721.4296875,13300,1052.030029296875,9628,3897.135986328125,1700
run_132_l1-0.0001_beta0.001_alpha0.01_trav500_blk1_temp0.0001,418.4301452636719,12664,357.33734130859375,9389,211.17987060546875,1582
run_1330_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.0001,4691.0546875,13300,143.41404724121094,9306,2353.43310546875,1700
run_1331_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,5390.73779296875,13300,83.46088409423828,9469,1644.4130859375,1700
run_1332_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.001,5478.59423828125,13300,230.8696746826172,8027,4207.197265625,1700
run_1333_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.001_eps-0.01,5292.39453125,13298,122.19384002685547,5652,1666.0887451171875,1700
run_1334_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.01,4668.2666015625,13299,955.6544189453125,9511,4213.451171875,1700
run_1335_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.01_eps-0.01,4781.41796875,13300,676.7664794921875,9137,4234.9453125,1700
run_1336_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.1,4622.92041015625,13300,952.1508178710938,9724,4263.8857421875,1700
run_1337_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.1_eps-0.01,4680.6376953125,13300,898.394287109375,9447,4199.39208984375,1700
run_1338_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp1.0,4742.6142578125,13300,1040.758544921875,9757,4013.031982421875,1700
run_1339_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp1.0_eps-0.01,4727.11279296875,13300,1047.15283203125,9724,4133.77490234375,1700
run_133_l1-0.0001_beta0.001_alpha0.01_trav500_blk1_temp1.0,685.1591796875,12915,762.7203369140625,9576,296.24542236328125,1654
run_1340_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.0001,4362.587890625,13300,145.92047119140625,8368,2451.493408203125,1699
run_1341_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.0001_eps-0.01,4841.52099609375,13300,101.39595031738281,9467,2011.2718505859375,1700
run_1342_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.001,5087.23388671875,13300,192.53546142578125,8248,4325.85205078125,1700
run_1343_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.001_eps-0.01,6293.32421875,13300,106.13976287841797,9435,2467.207763671875,1700
run_1344_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.01,4610.0556640625,13299,898.3031005859375,9627,4177.5625,1700
run_1345_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.01_eps-0.01,4798.0546875,13299,802.0904541015625,9568,4317.70654296875,1700
run_1346_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.1,4660.01318359375,13300,916.3242797851562,9599,4077.05322265625,1700
run_1347_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.1_eps-0.01,4570.0673828125,13300,922.0387573242188,9631,4148.49365234375,1700
run_1348_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp1.0,4771.98583984375,13300,954.2518310546875,9599,4248.0400390625,1700
run_1349_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp1.0_eps-0.01,4793.88427734375,13300,1053.2376708984375,9615,4055.81201171875,1700
run_134_l1-0.0001_beta0.001_alpha0.03_trav500_blk1_temp0.0001,367.1570129394531,12725,377.9161682128906,9466,161.115478515625,1635
run_1350_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.0001,4331.0224609375,13300,123.86463928222656,9329,2642.999267578125,1700
run_1351_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,5204.96875,13300,98.85602569580078,9349,2079.929443359375,1700
run_1352_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.001,5357.720703125,13299,197.31918334960938,8079,4113.26953125,1700
run_1353_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.001_eps-0.01,4762.28857421875,13299,107.65772247314453,9439,2062.992431640625,1700
run_1354_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.01,4946.45458984375,13300,863.6573486328125,9467,4074.573486328125,1700
run_1355_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.01_eps-0.01,4715.73828125,13300,869.39794921875,9423,4243.77099609375,1700
run_1356_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.1,4773.32275390625,13300,1147.8270263671875,9841,3776.37841796875,1700
run_1357_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.1_eps-0.01,4776.79443359375,13300,998.3798828125,9533,4166.71142578125,1700
run_1358_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp1.0,4573.4208984375,13300,991.9232788085938,9646,4039.32958984375,1700
run_1359_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp1.0_eps-0.01,4710.2197265625,13300,944.0972290039062,9665,4002.446533203125,1700
run_135_l1-0.0001_beta0.001_alpha0.03_trav500_blk1_temp1.0,652.3428955078125,12903,727.6502685546875,9580,284.6748352050781,1642
run_1360_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.0001,6362.46826171875,13300,191.90676879882812,8265,3739.288818359375,1700
run_1361_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.0001_eps-0.01,7424.5654296875,13300,84.51856994628906,9474,2310.7998046875,1700
run_1362_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.001,5831.7939453125,13300,314.6156311035156,8017,4366.15576171875,1700
run_1363_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.001_eps-0.01,7396.36376953125,13300,255.3072509765625,7563,2444.5419921875,1700
run_1364_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.01,5034.78564453125,13300,1025.070068359375,9669,4060.472412109375,1700
run_1365_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.01_eps-0.01,5092.5205078125,13300,693.5081787109375,7617,4287.23876953125,1700
run_1366_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.1,4597.38232421875,13300,902.5723876953125,9671,4247.1357421875,1700
run_1367_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.1_eps-0.01,4673.279296875,13300,1000.998046875,9659,3858.208251953125,1700
run_1368_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp1.0,4735.58642578125,13300,976.97509765625,9642,4155.607421875,1700
run_1369_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp1.0_eps-0.01,4947.66064453125,13300,999.0611572265625,9643,3899.26611328125,1700
run_136_l1-0.0001_beta0.001_alpha0.1_trav500_blk1_temp0.0001,436.4728698730469,12828,397.2463073730469,9432,219.9898681640625,1648
run_1370_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.0001,5672.64208984375,13300,215.23977661132812,8176,3870.968017578125,1700
run_1371_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,5781.4443359375,13300,157.8450164794922,7279,1696.6529541015625,1700
run_1372_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.001,5310.806640625,13300,267.17828369140625,7775,4590.73583984375,1700
run_1373_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.001_eps-0.01,7045.873046875,13300,111.4001235961914,9383,2353.158935546875,1700
run_1374_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.01,4708.11865234375,13300,947.071044921875,9781,4080.06591796875,1700
run_1375_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.01_eps-0.01,5016.23681640625,13300,762.43994140625,9711,4240.84228515625,1700
run_1376_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.1,4774.46044921875,13299,982.8311767578125,9716,3936.50537109375,1700
run_1377_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.1_eps-0.01,4544.1923828125,13299,1071.6650390625,9703,3970.9755859375,1700
run_1378_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp1.0,4736.84765625,13300,1002.7484130859375,9697,3932.519775390625,1700
run_1379_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp1.0_eps-0.01,4676.70068359375,13299,1039.9954833984375,9588,4091.6259765625,1700
run_137_l1-0.0001_beta0.001_alpha0.1_trav500_blk1_temp1.0,663.329345703125,12886,751.302001953125,9516,300.21697998046875,1639
run_1380_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.0001,5256.53125,13300,189.26255798339844,8360,4503.09912109375,1700
run_1381_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.0001_eps-0.01,5159.4208984375,13300,100.51637268066406,9042,1908.314697265625,1700
run_1382_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.001,5213.69677734375,13300,337.3560485839844,9745,4464.802734375,1700
run_1383_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.001_eps-0.01,4857.9794921875,13300,115.3186264038086,9343,1946.727294921875,1700
run_1384_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.01,4773.96923828125,13300,986.7977905273438,9753,4111.3828125,1700
run_1385_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.01_eps-0.01,4922.5322265625,13300,805.6101684570312,9490,4384.337890625,1700
run_1386_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.1,4788.90673828125,13300,1032.5657958984375,9690,3891.348388671875,1700
run_1387_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.1_eps-0.01,4839.2431640625,13300,998.576171875,9682,3905.65380859375,1700
run_1388_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp1.0,4781.44140625,13299,1078.388427734375,9775,4257.48046875,1700
run_1389_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp1.0_eps-0.01,4903.908203125,13300,1011.8179321289062,9689,4185.6240234375,1700
run_138_l1-0.0001_beta0.003_alpha0.01_trav500_blk1_temp0.0001,443.829345703125,12775,420.11285400390625,9381,228.00881958007812,1608
run_1390_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.0001,5130.00439453125,13299,234.1273651123047,9703,4222.3916015625,1700
run_1391_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,4889.427734375,13300,101.40985107421875,9270,2065.53857421875,1700
run_1392_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.001,4848.6220703125,13299,379.41961669921875,9820,4862.10986328125,1700
run_1393_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.001_eps-0.01,4755.03515625,13300,130.28648376464844,9430,2081.52734375,1700
run_1394_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.01,4751.70068359375,13300,873.7811889648438,9700,3858.137451171875,1700
run_1395_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.01_eps-0.01,4986.7666015625,13300,739.0349731445312,9526,4321.94287109375,1700
run_1396_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.1,4720.65576171875,13299,1044.11328125,9723,4108.5849609375,1700
run_1397_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.1_eps-0.01,4804.2177734375,13299,995.52490234375,9631,3828.17919921875,1700
run_1398_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp1.0,4630.13232421875,13300,1012.446044921875,9507,4241.970703125,1700
run_1399_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp1.0_eps-0.01,4786.77880859375,13300,1024.939208984375,9716,3817.48046875,1700
run_139_l1-0.0001_beta0.003_alpha0.01_trav500_blk1_temp1.0,653.1023559570312,12861,672.2427978515625,9533,281.66949462890625,1641
run_1400_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.0001,5832.6240234375,13300,248.45703125,8015,4041.3173828125,1700
run_1401_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.0001_eps-0.01,8004.994140625,13299,314.6391296386719,8675,2121.992919921875,1700
run_1402_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.001,5578.45654296875,13300,377.57318115234375,9470,4487.38671875,1700
run_1403_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.001_eps-0.01,7805.5380859375,13300,109.21654510498047,9451,2415.4033203125,1700
run_1404_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.01,4867.63623046875,13300,969.51123046875,9663,4383.6796875,1700
run_1405_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.01_eps-0.01,5239.59716796875,13300,735.7161254882812,8844,4279.11181640625,1700
run_1406_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.1,4639.169921875,13299,947.8323364257812,9749,3819.11669921875,1700
run_1407_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.1_eps-0.01,4990.83544921875,13300,1107.885498046875,9654,4326.52392578125,1700
run_1408_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp1.0,4715.9814453125,13299,932.435302734375,9531,3974.13916015625,1700
run_1409_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp1.0_eps-0.01,4581.703125,13300,1112.978271484375,9686,4043.598876953125,1700
run_140_l1-0.0001_beta0.003_alpha0.03_trav500_blk1_temp0.0001,496.46624755859375,12616,534.223388671875,9454,241.76547241210938,1574
run_1410_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.0001,5341.62060546875,13300,231.38145446777344,8032,4270.173828125,1700
run_1411_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,7194.0009765625,13300,111.10969543457031,4594,2313.369140625,1700
run_1412_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.001,5342.2431640625,13300,366.23846435546875,8788,4715.7998046875,1700
run_1413_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.001_eps-0.01,8118.849609375,13300,117.48483276367188,9408,2360.37255859375,1700
run_1414_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.01,5066.52783203125,13299,949.5066528320312,9562,3895.16943359375,1700
run_1415_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.01_eps-0.01,4737.56689453125,13300,747.2935791015625,9222,4384.40234375,1700
run_1416_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.1,4848.7236328125,13300,1016.9534912109375,9643,3974.550537109375,1700
run_1417_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.1_eps-0.01,4670.4306640625,13299,1036.0216064453125,9766,3932.0400390625,1700
run_1418_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp1.0,4706.43017578125,13298,983.2908935546875,9618,3894.207275390625,1700
run_1419_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp1.0_eps-0.01,4800.97705078125,13300,988.1795043945312,9762,4027.776611328125,1700
run_141_l1-0.0001_beta0.003_alpha0.03_trav500_blk1_temp1.0,706.1270751953125,12898,748.0269775390625,9565,304.3174743652344,1649
run_1420_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.0001,5286.9384765625,13300,209.8616485595703,7873,4538.43359375,1700
run_1421_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.0001_eps-0.01,5490.361328125,13300,96.4787368774414,9402,1731.2156982421875,1700
run_1422_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.001,5129.4384765625,13300,375.70013427734375,9560,4804.8876953125,1700
run_1423_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.001_eps-0.01,4907.50537109375,13300,116.87977600097656,9449,2073.55126953125,1700
run_1424_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.01,4874.6416015625,13299,813.4912719726562,9540,4091.900390625,1700
run_1425_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.01_eps-0.01,4946.201171875,13300,691.639404296875,9513,4190.95849609375,1700
run_1426_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.1,4715.3740234375,13299,982.9796142578125,9686,4025.64599609375,1700
run_1427_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.1_eps-0.01,4728.32861328125,13300,1017.661865234375,9660,3949.08154296875,1700
run_1428_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp1.0,4756.02099609375,13299,1103.6038818359375,9670,3879.23193359375,1700
run_1429_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp1.0_eps-0.01,4474.580078125,13299,944.5916748046875,9724,3926.629150390625,1700
run_142_l1-0.0001_beta0.003_alpha0.1_trav500_blk1_temp0.0001,601.5039672851562,12767,571.726318359375,9470,258.5611267089844,1616
run_1430_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.0001,5216.3056640625,13300,274.9279479980469,7380,4627.6044921875,1700
run_1431_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,4851.65869140625,13300,99.34923553466797,9297,1991.9942626953125,1700
run_1432_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.001,5038.42236328125,13300,359.3053283691406,8307,4958.54833984375,1700
run_1433_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.001_eps-0.01,6015.4375,13299,127.4573974609375,9381,2662.728759765625,1700
run_1434_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.01,4440.35693359375,13300,934.7025146484375,9702,4072.604248046875,1700
run_1435_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.01_eps-0.01,4881.94287109375,13299,793.1851196289062,9542,4155.3447265625,1699
run_1436_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.1,4674.1455078125,13300,1099.706787109375,9723,3926.951416015625,1700
run_1437_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.1_eps-0.01,4854.6572265625,13300,1180.052734375,9772,3854.6435546875,1700
run_1438_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp1.0,4610.65576171875,13300,1127.7506103515625,9758,4175.6201171875,1700
run_1439_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp1.0_eps-0.01,4775.97216796875,13300,1009.1314697265625,9769,3880.615966796875,1700
run_143_l1-0.0001_beta0.003_alpha0.1_trav500_blk1_temp1.0,666.3052978515625,12921,774.9031982421875,9550,307.3562927246094,1638
run_1440_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.0001,4534.10205078125,13300,876.64111328125,9213,4555.8837890625,1700
run_1441_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.0001_eps-0.01,4375.88623046875,13299,177.30862426757812,9446,3466.749267578125,1700
run_1442_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.001,4871.220703125,13300,641.2614135742188,8281,4343.27294921875,1700
run_1443_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.001_eps-0.01,5533.14599609375,13299,731.6385498046875,9671,5501.732421875,1700
run_1444_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.01,4845.951171875,13300,906.9918823242188,9635,3964.7626953125,1700
run_1445_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.01_eps-0.01,4839.29736328125,13298,902.7174682617188,9521,4142.91015625,1700
run_1446_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.1,4778.73583984375,13300,1105.0546875,9696,4028.29150390625,1700
run_1447_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.1_eps-0.01,4788.5498046875,13298,954.8408813476562,9610,4031.737060546875,1700
run_1448_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp1.0,4800.9130859375,13300,1074.390625,9738,4005.88330078125,1700
run_1449_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp1.0_eps-0.01,4704.3583984375,13298,1087.8175048828125,9657,4010.46630859375,1700
run_144_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.0001,4199.00634765625,13300,295.9307861328125,7140,3552.07421875,1700
run_1450_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.0001,5004.36572265625,13300,379.18304443359375,8039,4644.94921875,1700
run_1451_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,6439.8115234375,13298,77.34646606445312,8447,1478.9385986328125,1700
run_1452_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.001,5208.3359375,13299,648.7394409179688,9190,4538.41650390625,1700
run_1453_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.001_eps-0.01,7641.83349609375,13300,120.79373168945312,9279,2300.54150390625,1700
run_1454_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.01,4905.19677734375,13300,1061.1966552734375,9644,4146.02294921875,1700
run_1455_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.01_eps-0.01,4917.92822265625,13300,764.1765747070312,9565,4186.64453125,1700
run_1456_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.1,4704.6181640625,13299,1063.5736083984375,9644,3995.30908203125,1700
run_1457_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.1_eps-0.01,4539.732421875,13298,897.4345703125,9350,4203.04541015625,1700
run_1458_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp1.0,4878.0634765625,13300,981.4830932617188,9640,4006.103271484375,1700
run_1459_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp1.0_eps-0.01,4689.2236328125,13300,1089.222900390625,9704,4305.611328125,1700
run_145_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp1.0,4713.064453125,13299,3962.459716796875,9957,5375.46826171875,1700
run_1460_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.0001,5036.193359375,13300,352.40069580078125,7697,4887.626953125,1700
run_1461_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.0001_eps-0.01,5157.04296875,13300,353.76397705078125,8331,1897.261474609375,1700
run_1462_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.001,5152.59375,13300,448.38232421875,8471,4824.89111328125,1700
run_1463_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.001_eps-0.01,5915.193359375,13299,115.99870300292969,9383,2571.240478515625,1700
run_1464_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.01,4809.595703125,13300,887.65673828125,9619,4159.19580078125,1700
run_1465_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.01_eps-0.01,4687.716796875,13300,798.376953125,9614,4388.2392578125,1700
