run_id,cohort,task,samp_frac,final_acc,steps_to_crit,total_train_steps
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.dlyms,0.050938333333333335,0.9985282216906508,4564,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.ctxgo,0.050631666666666665,0.9997318832058496,10822,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.dlyantigo,0.05051,0.9703357296103512,14480,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.rtantictxgo,0.050415,0.9999827150071776,2498,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.antictxgo,0.05038,0.9999948638549844,5298,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.dlynms,0.05023333333333333,0.9724482160052536,5737,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.go,0.05019666666666667,0.999994197534905,3430,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.catdlyms,0.05006,0.9908424263312936,8870,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.multidm,0.049951666666666665,0.9679132871381232,4456,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.catdlynms,0.04994166666666667,0.9574618469620384,18741,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.rtgo,0.049918333333333335,0.9999999117313714,1942,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.antidm1,0.049868333333333334,0.9447413931162488,22264,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.dlyctxgo,0.049808333333333336,0.999996080739726,15300,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.antidlydm1,0.049778333333333334,0.8132511895900723,230524,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.dlyantictxgo,0.049736666666666665,0.9926361467380854,15706,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.dlygo,0.049626666666666666,0.9884154969437496,10313,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.antigo,0.04958333333333333,0.9943388922380764,4960,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.dlydm1,0.049528333333333334,0.8676743526995291,143377,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.dm1,0.049525,0.9687245082375966,6448,600000
run_641_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,C-both,poli.dm2,0.049368333333333334,0.9524596282372152,24836,600000
