density,modularity,modularity_louvain,modularity_leiden,efficiency,rich_club,small_worldness,participation,full_id,dataset,age
0.135,0.5354622478016489,0.5354622478016489,0.5466497689051212,0.6054238738499959,1.4632981218750483,-0.08948921421619305,0.32017980195333673,Subj_788,HCPya,27.0
0.135,0.5541033586186517,0.5541033586186517,0.5550325206999205,0.5970920874798841,1.4715225882552874,-0.10267773062673413,0.3402853882990832,Subj_789,HCPya,22.0
0.135,0.5562457126216068,0.5562457126216068,0.5596453380103441,0.6223595543904658,1.2987890621270037,-0.08912577826175361,0.3010415701901684,Subj_790,HCPya,23.0
0.135,0.5455345187845082,0.5455345187845082,0.5461970178419565,0.576700523068748,1.2940771162985787,-0.06179494785048023,0.3719285314191703,Subj_791,HCPya,26.0
0.135,0.5409826364835952,0.5409826364835952,0.5440891136884437,0.5921497252737409,1.3825159262048374,-0.11888776221041963,0.32598074978387215,Subj_792,HCPya,26.0
0.135,0.5639777776632738,0.5639777776632738,0.5606280463223859,0.610613875850217,1.29424390500972,-0.0790716480036453,0.2914805423802913,Subj_793,HCPya,30.0
0.135,0.5332220874684441,0.5332220874684441,0.538349549539716,0.5761056617773151,1.3768448091572276,-0.06717933418165756,0.32240391765425,Subj_794,HCPya,25.0
0.135,0.5813125280139964,0.5813125280139964,0.584221853653446,0.5925258392083917,1.329977625090283,-0.0873762960637745,0.3000938664468685,Subj_795,HCPya,27.0
0.135,0.5456307455793866,0.5456307455793866,0.5476043345698165,0.6169318894812258,1.37455951853378,-0.08482637857144903,0.3020417008321021,Subj_796,HCPya,32.0
0.135,0.5466160368309257,0.5466160368309257,0.5385773602737562,0.6058348950718934,1.5787303940639479,-0.06204244415378646,0.3564748012271057,Subj_797,HCPya,29.0
0.135,0.5575304198733365,0.5575304198733365,0.5580716819274933,0.5618446034879594,1.5681836432973695,-0.13432879438736545,0.28652816808950143,Subj_798,HCPya,30.0
0.135,0.536190845008203,0.536190845008203,0.5369428061936693,0.5622015168479192,1.4111815320428063,-0.11158788696837874,0.29111113684130446,Subj_799,HCPya,27.0
