density,modularity,modularity_louvain,modularity_leiden,efficiency,rich_club,small_worldness,participation,full_id,dataset,age
0.135,0.5807056414167865,0.5807056414167865,0.5808727621656655,0.5890859508193328,1.4345907726734204,-0.0957424386287995,0.31025029146924665,Subj_800,HCPya,27.0
0.135,0.5617966943082022,0.5617966943082022,0.5734193460718237,0.5886673260756248,1.2567122095927545,-0.15990179086853507,0.3528018534100527,Subj_801,HCPya,29.0
0.135,0.5604123156802909,0.5604123156802909,0.5605659364091483,0.6106192475779993,1.45886766384654,-0.03259058027249684,0.344719249594804,Subj_802,HCPya,35.0
0.135,0.5464861118044837,0.5464861118044837,0.548791188799139,0.6097716958650184,1.480966407144031,-0.050281022689309895,0.29208390293227154,Subj_803,HCPya,31.0
0.135,0.5380791307480934,0.5380791307480934,0.5473347926354872,0.6277979020139609,1.480894021238151,-0.04504840350327488,0.2898190887427479,Subj_804,HCPya,22.0
0.135,0.5191092459229919,0.5191092459229919,0.5183031393883724,0.5911273092426063,1.5750193156924028,-0.07616036524133618,0.3320959683765554,Subj_805,HCPya,26.0
0.135,0.596226776355395,0.596226776355395,0.5993496155435005,0.608574756612811,1.3777474927293876,-0.2075700727644464,0.25395742008918193,Subj_806,HCPya,24.0
0.135,0.5557260257441099,0.5557260257441099,0.549896755849203,0.5830128936671157,1.4152596126751642,-0.11848747243188151,0.29473326787164217,Subj_807,HCPya,23.0
0.135,0.5547871429093576,0.5547871429093576,0.5637918069361654,0.603173885167343,1.4197486736458163,-0.098939456816179,0.29611486566261397,Subj_808,HCPya,30.0
0.135,0.5564434497382671,0.5564434497382671,0.5760312139367986,0.6415820839410923,1.3326229531603029,-0.16717648779522354,0.3379905061835034,Subj_809,HCPya,27.0
0.135,0.5693584926420896,0.5693584926420896,0.571424577567412,0.6097317030794632,1.3502107832373131,-0.12007415676195987,0.2841672793903696,Subj_810,HCPya,31.0
0.135,0.5466483775325779,0.5466483775325779,0.5473799198052592,0.6141007532937584,1.4216586555720174,-0.0835571793813078,0.3483803766503971,Subj_811,HCPya,25.0
0.135,0.5679373643934714,0.5679373643934714,0.5602516651942347,0.6025585241408385,1.3430753703976186,-0.0666864903102774,0.3513762540282176,Subj_812,HCPya,31.0
0.135,0.5666204047051826,0.5666204047051826,0.5667666199594098,0.609999805171407,1.3677652355140766,-0.0775845415287214,0.31222509177271296,Subj_813,HCPya,33.0
0.135,0.5404274427443525,0.5404274427443525,0.5579895505878237,0.5721432583727648,1.4173752092705079,-0.024765199271095106,0.34512610228338503,Subj_814,HCPya,32.0
0.135,0.505964273159309,0.505964273159309,0.5109322737758945,0.5832095103885254,1.4879426764802597,-0.0681143658670067,0.3335603623846244,Subj_815,HCPya,31.0
0.135,0.5356426508846518,0.5356426508846518,0.5290323053847873,0.6138113508117391,1.35969337795026,-0.0841521633377309,0.3777208328263855,Subj_816,HCPya,22.0
0.135,0.5491050535349054,0.5491050535349054,0.5543398034797966,0.5789669343548303,1.4639672435315427,-0.09170157639303034,0.2834201640687375,Subj_817,HCPya,35.0
0.135,0.5381552688903481,0.5381552688903481,0.5380556132444787,0.6386432850400344,1.2854246586992921,-0.0715225717604363,0.36167491915384914,Subj_818,HCPya,32.0
0.135,0.5651778813164785,0.5651778813164785,0.5610356499476672,0.6033124423221276,1.3649241373867784,-0.13538581869569621,0.3198675176993546,Subj_819,HCPya,23.0
0.135,0.5868104190366449,0.5868104190366449,0.5878343726688453,0.616894403008921,1.388451854441576,-0.16195617318444322,0.3320819053362761,Subj_820,HCPya,32.0
0.135,0.5637223245023344,0.5637223245023344,0.5641024978620595,0.5691049508516631,1.3873195713611937,-0.12764717832534,0.3213142631141407,Subj_821,HCPya,33.0
0.135,0.5617560935332873,0.5617560935332873,0.5658145473658088,0.6528305482513008,1.5024527708420352,-0.16135303172012383,0.33885877312845575,Subj_822,HCPya,33.0
0.135,0.5467586206763398,0.5467586206763398,0.5514305822352633,0.6162657228908541,1.409281265194079,-0.10031297328736732,0.31264363993877825,Subj_823,HCPya,29.0
0.135,0.5946219549336071,0.5946219549336071,0.5946235346946004,0.5856528455883279,1.2718689242901144,-0.12398533755681207,0.2747932764769634,Subj_824,HCPya,25.0
0.135,0.5420649102120384,0.5420649102120384,0.54408152571424,0.5979272124694356,1.3195752334020283,-0.08100741212051976,0.34230746823723146,Subj_825,HCPya,23.0
0.135,0.5403966319452861,0.5403966319452861,0.5509223514707384,0.6107904287295334,1.387495629254266,-0.13671770437021358,0.35503230533348396,Subj_826,HCPya,34.0
0.135,0.5293202870469363,0.5293202870469363,0.5465086408602193,0.6300747898954221,1.435029665897414,-0.09817591045913243,0.3115858707450115,Subj_827,HCPya,28.0
0.135,0.5839307666316106,0.5839307666316106,0.5846073216713565,0.5742695233931898,1.3474485584771374,-0.12401652005490815,0.28110413809576873,Subj_828,HCPya,35.0
0.135,0.6038689328143518,0.6038689328143518,0.6018401615893448,0.5892097288467858,1.318226921565169,-0.2367405727065638,0.28814742048265995,Subj_829,HCPya,26.0
0.135,0.5448795989775879,0.5448795989775879,0.550151000835296,0.6081415618030406,1.3134948677364833,-0.05310012471985659,0.3511350514717938,Subj_830,HCPya,27.0
0.135,0.5497732477927072,0.5497732477927072,0.543893791065233,0.6108461560195833,1.4024140530209424,-0.05442468174509718,0.3723554713498355,Subj_831,HCPya,36.0
0.135,0.545989591246607,0.545989591246607,0.5426410505732446,0.5769439880785249,1.4376619194860107,-0.11288164495892516,0.34929929857663444,Subj_832,HCPya,28.0
0.135,0.557345006553284,0.557345006553284,0.5581945525460615,0.6067269024679783,1.3313087399025556,-0.0521812674781601,0.3193385378767066,Subj_833,HCPya,33.0
0.135,0.5280073435480123,0.5280073435480123,0.5352580684166575,0.6038447101279889,1.5300993794525004,-0.047320877156738494,0.321613478745729,Subj_834,HCPya,25.0
0.135,0.5676359588254579,0.5676359588254579,0.5647095958063221,0.5934096749856462,1.59038102993625,-0.13561223363813935,0.29618476688285694,Subj_835,HCPya,27.0
0.135,0.561512067414986,0.561512067414986,0.5631764503011437,0.617266668425049,1.4289413346464725,-0.17078214859736374,0.30189858789962626,Subj_836,HCPya,33.0
0.135,0.5694839101017459,0.5694839101017459,0.568031378989684,0.5994073776025526,1.384561109688001,-0.07761585263924509,0.28934742927136514,Subj_837,HCPya,27.0
0.135,0.5536077093927022,0.5536077093927022,0.552653494966267,0.6146814109118796,1.3581817227307804,-0.09957122997552559,0.38353843276298477,Subj_838,HCPya,31.0
0.135,0.5605939173277122,0.5605939173277122,0.5617237218905933,0.6103693327936397,1.3595664309966609,-0.0384172142470357,0.33704725343844183,Subj_839,HCPya,27.0
0.135,0.5453805463089424,0.5453805463089424,0.54668453123244,0.5850545251825241,1.4488669029106527,-0.1168138796957745,0.2922306106209362,Subj_840,HCPya,32.0
0.135,0.5513487461441738,0.5513487461441738,0.551348746144174,0.5881622402369894,1.3856473610461673,-0.10873010725204069,0.29781702014798894,Subj_841,HCPya,29.0
0.135,0.5465080067972309,0.5465080067972309,0.5361008676388088,0.5933614622408294,1.3280876909420603,-0.04080952434799845,0.3386281959035183,Subj_842,HCPya,26.0
0.135,0.549200743802946,0.549200743802946,0.5424546671977994,0.5671976619605978,1.3914126470656487,-0.10916687677335601,0.3274964437912018,Subj_843,HCPya,33.0
0.135,0.5573702801373815,0.5573702801373815,0.5607547068345459,0.6059796489891855,1.2539970956111786,-0.08941275843043328,0.3605916958361744,Subj_844,HCPya,31.0
0.135,0.5287169122816833,0.5287169122816833,0.5284191682811404,0.5965538055522259,1.2802938455277704,-0.07784500899956359,0.3777262823836888,Subj_845,HCPya,25.0
0.135,0.5270748072187479,0.5270748072187479,0.539145833542572,0.5915364813731283,1.4315889080374808,-0.08941795694011989,0.301048006776923,Subj_846,HCPya,30.0
0.135,0.5589850719531496,0.5589850719531496,0.5572603457851908,0.6027334607114027,1.3207673681483225,-0.06152252525145019,0.30168792004640943,Subj_847,HCPya,22.0
0.135,0.5592971186647194,0.5592971186647194,0.5636497884512722,0.5968089092202917,1.2161863399112878,-0.17331580371985056,0.34607498849330687,Subj_848,HCPya,27.0
0.135,0.5322555475093789,0.5322555475093789,0.5400053288454575,0.5733953782098037,1.4531117545421228,-0.06866097479845812,0.3290507848312598,Subj_849,HCPya,23.0
0.135,0.5309549733495813,0.5309549733495813,0.5302334240149099,0.617566279029766,1.387932616482732,-0.089101663320316,0.32318094640575235,Subj_850,HCPya,27.0
0.135,0.5477593412707649,0.5477593412707649,0.5506103287286817,0.5891043637168522,1.3817832743718417,-0.09691643920678161,0.3254943177135719,Subj_851,HCPya,26.0
0.135,0.6034276422361218,0.6034276422361218,0.6083497666567366,0.6035266083613396,1.2956448255874204,-0.1181858066634226,0.2864837175693468,Subj_852,HCPya,24.0
0.135,0.5776849643498125,0.5776849643498125,0.5771527758861794,0.592881890994172,1.3388350778279439,-0.08333112999667602,0.28308566178757794,Subj_853,HCPya,26.0
0.135,0.5309941203371603,0.5309941203371603,0.5367433394005146,0.6080459109961622,1.3450078736333573,-0.12579659494877127,0.3001967339292336,Subj_854,HCPya,34.0
0.135,0.5408522827662953,0.5408522827662953,0.5408999583585112,0.6050344231200203,1.4716846872330291,-0.09679650288674202,0.3515369166498339,Subj_855,HCPya,28.0
0.135,0.5677888838514324,0.5677888838514324,0.5767745928193878,0.5880133219858472,1.3555087523464802,-0.17201045103509938,0.2906647098977455,Subj_856,HCPya,27.0
0.135,0.5514750111293562,0.5514750111293562,0.5534812767516608,0.6258555890484063,1.3375729090729633,-0.041058770000354516,0.2849233501429859,Subj_857,HCPya,34.0
0.135,0.5489346658664636,0.5489346658664636,0.5491614966019407,0.5873764435399172,1.5567642864329339,-0.08542512983145678,0.31546468279007445,Subj_858,HCPya,28.0
0.135,0.5742223552239476,0.5742223552239476,0.5746230618279946,0.5558543834947393,1.4811601935728194,-0.06025114948847343,0.29238810209923033,Subj_859,HCPya,32.0
0.135,0.5695121822366913,0.5695121822366913,0.5731650158039711,0.6288035337361928,1.3083630301790545,-0.07500776993920377,0.31271389986608883,Subj_860,HCPya,29.0
0.135,0.5316977344970694,0.5316977344970694,0.5346549285317598,0.6318586659767775,1.4294757096615962,-0.04487209174996876,0.32297030386481057,Subj_861,HCPya,24.0
0.135,0.5646432503173308,0.5646432503173308,0.5654657418337247,0.608133939901934,1.3666533042921514,-0.10151011453575942,0.30275794567577635,Subj_862,HCPya,34.0
0.135,0.5494105641942012,0.5494105641942012,0.5571278980911804,0.6251015761945782,1.3336207040888755,-0.15514366886153463,0.2829641801165233,Subj_863,HCPya,31.0
0.135,0.5607155866780604,0.5607155866780604,0.5435306190779785,0.5965490417266691,1.3260988382069971,-0.056999129546110305,0.3506285828639294,Subj_864,HCPya,26.0
0.135,0.5388152331025582,0.5388152331025582,0.5360560867519462,0.6332096049553317,1.2931427669974753,-0.06882741477708332,0.338565320931554,Subj_865,HCPya,31.0
0.135,0.5400615928230565,0.5400615928230565,0.5417914511942437,0.6252098106006834,1.2881594609554239,-0.0821965452401745,0.3677194276037853,Subj_866,HCPya,29.0
0.135,0.5743348781160784,0.5743348781160784,0.56453717955067,0.5755780198991463,1.484262745440837,-0.1589791505946866,0.3166909571290674,Subj_867,HCPya,23.0
0.135,0.5289811366453419,0.5289811366453419,0.5372790326760417,0.6277789495759981,1.4691653613474558,-0.04527463789132058,0.32754436405965975,Subj_868,HCPya,28.0
0.135,0.5503753739008407,0.5503753739008407,0.5530528128210493,0.5825454413301695,1.6137038829179222,-0.051343102285507425,0.3142433949475053,Subj_869,HCPya,23.0
0.135,0.5653497932358993,0.5653497932358993,0.5797422457861074,0.612300789019359,1.3483879291362164,-0.1111666489644424,0.2722145343784054,Subj_870,HCPya,33.0
0.135,0.5388198266283935,0.5388198266283935,0.5381848904676013,0.619859322829243,1.3776559551779322,-0.07675671610007351,0.30410551060562907,Subj_871,HCPya,24.0
0.135,0.5260466111386827,0.5260466111386827,0.5361500584393686,0.5999620675221662,1.2328586324772297,-0.07303152963566462,0.35723167339964335,Subj_872,HCPya,27.0
0.135,0.5835917842465994,0.5835917842465994,0.5842832681526803,0.6084298263357852,1.3041089212638766,-0.06332069892117465,0.32277555356093496,Subj_873,HCPya,32.0
0.135,0.5490864953370452,0.5490864953370452,0.5486986791394074,0.6334951868797417,1.4112843728202022,-0.11793592179441059,0.3349598966724677,Subj_874,HCPya,27.0
0.135,0.5351224449084933,0.5351224449084933,0.5384523795928374,0.596996862124808,1.3604716026635333,-0.0209256903526166,0.35803838447576,Subj_875,HCPya,26.0
0.135,0.5779353787891924,0.5779353787891924,0.5832606747215519,0.5864585809992428,1.3719305203037848,-0.13122329271046207,0.2681130232070126,Subj_876,HCPya,28.0
0.135,0.589390442980914,0.589390442980914,0.5938279095168777,0.5772150907626205,1.444945511653415,-0.11661720836007938,0.32745777093541256,Subj_877,HCPya,25.0
0.135,0.5650654551791914,0.5650654551791914,0.5648874856338629,0.6065888414287334,1.3347643316129023,-0.1355390366807584,0.31114924059611593,Subj_878,HCPya,25.0
0.135,0.5424681328154384,0.5424681328154384,0.5419664982246537,0.605431934479665,1.4352192117915348,-0.08520342603980924,0.2925320549109853,Subj_879,HCPya,32.0
0.135,0.5517737929823666,0.5517737929823666,0.5552004595956874,0.5732215789942514,1.3895089175446997,-0.11574503479738762,0.3298564596808307,Subj_880,HCPya,26.0
0.135,0.546444835484226,0.546444835484226,0.5662474874130476,0.6099470089573907,1.3576086202410043,-0.1070148468600205,0.2961055920250565,Subj_881,HCPya,23.0
0.135,0.5348111813824552,0.5348111813824552,0.5423511736602038,0.5959219470515568,1.3054415333408975,-0.10934485399651439,0.3069499312706775,Subj_882,HCPya,26.0
0.135,0.5591480425009581,0.5591480425009581,0.5647743043149542,0.6191180375480675,1.2486577089250175,-0.10825473779129446,0.32132957318398103,Subj_883,HCPya,28.0
0.135,0.5553641582066597,0.5553641582066597,0.5621485380267008,0.6265480978673053,1.2787373073032182,-0.08559649832956184,0.3011583595125118,Subj_884,HCPya,30.0
0.135,0.5555337842775594,0.5555337842775594,0.550919076648183,0.6240529535108,1.4293988788330534,-0.11675202034777521,0.3804363804340201,Subj_885,HCPya,31.0
0.135,0.5896876397707775,0.5896876397707775,0.5868822909226747,0.6111849673999087,1.3229447992944285,-0.08924217654442435,0.2777235462601806,Subj_886,HCPya,31.0
0.135,0.5296955788082381,0.5296955788082381,0.5296955788082381,0.6077135571350314,1.490835214545911,-0.031940726633225336,0.35601429143025565,Subj_887,HCPya,31.0
0.135,0.5570414295288897,0.5570414295288897,0.5585446820418419,0.5863494085626253,1.3479334240721244,-0.08857177409768835,0.3151105103212555,Subj_888,HCPya,35.0
0.135,0.544593959652641,0.544593959652641,0.5577668732931401,0.5996661889740094,1.4922675480154228,-0.11873376805518632,0.3079986813131986,Subj_889,HCPya,31.0
0.135,0.5612511421304318,0.5612511421304318,0.5682278246350626,0.613062046362613,1.249041080030679,-0.10072545809674338,0.3613169741654445,Subj_890,HCPya,29.0
0.135,0.5628605824263535,0.5628605824263535,0.5631657988292761,0.6121020133532572,1.473528076441325,-0.07132311976944583,0.3354986663149605,Subj_891,HCPya,22.0
0.135,0.5426063637576954,0.5426063637576954,0.5446765981211922,0.6431261971447783,1.3886803279053666,-0.10902368134047291,0.31145287819541695,Subj_892,HCPya,29.0
0.135,0.5308386063149143,0.5308386063149143,0.5326646483142186,0.6062584528885868,1.303773045605122,-0.050247368966009454,0.338257874883012,Subj_893,HCPya,31.0
0.135,0.5594102784534083,0.5594102784534083,0.5550759958206684,0.600449849562983,1.3195626102532019,-0.14069339764721422,0.3280802928887834,Subj_894,HCPya,34.0
0.135,0.5832266841039457,0.5832266841039457,0.583440939250494,0.5632236559406719,1.468366224501375,-0.09286281579328248,0.2754064950217302,Subj_895,HCPya,23.0
0.135,0.5808621638758201,0.5808621638758201,0.584060082044762,0.657307358536757,1.3718217761825284,-0.11189243140814631,0.2904091697542913,Subj_896,HCPya,26.0
0.135,0.5438677797990263,0.5438677797990263,0.5443337844123367,0.5982887375896301,1.3854271269783345,-0.1544095482008242,0.364462100137381,Subj_897,HCPya,23.0
0.135,0.5261199105779473,0.5261199105779473,0.5420823557193787,0.6195399206276774,1.3877595616245577,-0.124223299783354,0.32284038026299844,Subj_898,HCPya,30.0
0.135,0.5407721607938599,0.5407721607938599,0.5446269911121345,0.6183815589206983,1.4231958823729909,-0.08450308104653192,0.29077116165771566,Subj_899,HCPya,23.0
0.135,0.552692824435297,0.552692824435297,0.5564256879919871,0.6173127251843364,1.458384294747683,-0.1041720176930484,0.30552892385199304,Subj_900,HCPya,29.0
0.135,0.5329072728131341,0.5329072728131341,0.550064930852534,0.5852902720681001,1.4198102614922208,-0.06358444616063486,0.3592409993266964,Subj_901,HCPya,28.0
0.135,0.5479817976630951,0.5479817976630951,0.5459126441700832,0.6168616993270061,1.2916380431773298,-0.129968247628924,0.36969051698976896,Subj_902,HCPya,28.0
0.135,0.5287232174433092,0.5287232174433092,0.5316204496195612,0.5752233043280973,1.4598263983351434,-0.09388075959085784,0.30443802578194423,Subj_903,HCPya,34.0
0.135,0.4686452833930915,0.4686452833930915,0.47923155663130806,0.6339995603887074,1.4392075841273233,-0.025739174801654663,0.38354555783539523,Subj_904,HCPya,35.0
0.135,0.5626601807331608,0.5626601807331608,0.5687196083879167,0.6003465643352371,1.2191747484745257,-0.11016686017464561,0.3239220691825734,Subj_905,HCPya,27.0
0.135,0.5553099381925057,0.5553099381925057,0.5518348909906948,0.6388071948584509,1.400424618661866,-0.06644601382625548,0.32673182475277507,Subj_906,HCPya,32.0
0.135,0.5100596678977907,0.5100596678977907,0.5071630589802657,0.6086652438560397,1.484068402415019,-0.05421550587494939,0.35756185084299497,Subj_907,HCPya,28.0
0.135,0.569879973255575,0.569879973255575,0.5720127972458537,0.6109341456831163,1.3616941721103517,-0.1711630646404242,0.32011469999684933,Subj_908,HCPya,27.0
0.135,0.5714606444761303,0.5714606444761303,0.575351299438307,0.5939587181778133,1.3241746698067858,-0.10732383110162469,0.322818860987461,Subj_909,HCPya,30.0
0.135,0.5577107880990861,0.5577107880990861,0.5581213837144983,0.6279259746168153,1.4326336202382615,-0.10929767583378558,0.306061464339452,Subj_910,HCPya,25.0
0.135,0.5486169527913146,0.5486169527913146,0.5500307036051533,0.6757307225079128,1.3046306894277677,-0.05444829305516463,0.3057590497161413,Subj_911,HCPya,27.0
0.135,0.5659630994660031,0.5659630994660031,0.5724898705109359,0.6145067407299432,1.5456721095728476,-0.17704354653601573,0.2892577965770133,Subj_912,HCPya,24.0
0.135,0.5649807600237253,0.5649807600237253,0.5691533481727271,0.6280136005720672,1.3035872394965744,-0.10798430415481863,0.29857802259061983,Subj_913,HCPya,22.0
0.135,0.5673428101063531,0.5673428101063531,0.5640865876784977,0.6361214925226781,1.3014050214622626,-0.10834773143620613,0.34433410529745295,Subj_914,HCPya,31.0
0.135,0.4899983180896136,0.4899983180896136,0.48805807720283,0.6097760293436447,1.2907557536134096,-0.03354762469732275,0.3478351152053911,Subj_915,HCPya,34.0
0.135,0.5284995585711497,0.5284995585711497,0.528728966246446,0.6010198664331148,1.296988064645246,-0.05862350762173596,0.37826649440740573,Subj_916,HCPya,29.0
0.135,0.573282901166482,0.573282901166482,0.5828500260321813,0.5829216540598351,1.3691604832041202,-0.0878349130758832,0.30885069104791985,Subj_917,HCPya,36.0
0.135,0.5526742925596133,0.5526742925596133,0.5546745892770965,0.6090070070996253,1.3303515832254014,-0.031408919917552236,0.2839480734941162,Subj_918,HCPya,30.0
0.135,0.5340155777067335,0.5340155777067335,0.5399050409870176,0.5892005669481885,1.3667994008084363,-0.0567700960660078,0.37583737024768404,Subj_919,HCPya,33.0
0.135,0.5397426087530979,0.5397426087530979,0.5414652326337255,0.6023891129514991,1.379685931335024,-0.10910279145405943,0.2979273152835731,Subj_920,HCPya,24.0
0.135,0.5555437247822481,0.5555437247822481,0.5558196708587083,0.6072675579466541,1.4910975412057401,-0.1361627451134685,0.3392214165118863,Subj_921,HCPya,33.0
0.135,0.5538364720630765,0.5538364720630765,0.5541302269212025,0.5750620926907005,1.4626030334153644,-0.09493788495835964,0.36172798840604353,Subj_922,HCPya,29.0
0.135,0.5374450171857675,0.5374450171857675,0.542841487393041,0.5756386964151556,1.3875594186138684,-0.1442721925561382,0.29040501092689275,Subj_923,HCPya,32.0
0.135,0.5864139776160254,0.5864139776160254,0.5904253127221468,0.5537898322382795,1.433652282114218,-0.16896546418160063,0.2577936681792791,Subj_924,HCPya,32.0
0.135,0.5597582216525079,0.5597582216525079,0.5654182869466909,0.6128961967287118,1.4126198308154934,-0.14406048966031582,0.2682361755583463,Subj_925,HCPya,29.0
0.135,0.5098041622837295,0.5098041622837295,0.5145702033598609,0.6438974775325402,1.4104352765850385,-0.029397515522403328,0.39372956263946085,Subj_926,HCPya,27.0
0.135,0.5736175121785849,0.5736175121785849,0.5758666063587654,0.5775429900917373,1.351763351812065,-0.07750271285101662,0.3505466292039945,Subj_927,HCPya,31.0
0.135,0.5563261475815029,0.5563261475815029,0.5739529691751698,0.6431607821355771,1.214426507039866,-0.1822094244963547,0.2987725619959833,Subj_928,HCPya,29.0
0.135,0.5701458874583618,0.5701458874583618,0.5750566733194818,0.6026826386372647,1.2981269556065222,-0.04576689442353987,0.33609776642945066,Subj_929,HCPya,32.0
0.135,0.5375031567903458,0.5375031567903458,0.5375031567903457,0.6108118882662956,1.4068650614258336,-0.06367776580403217,0.3296572711103559,Subj_930,HCPya,24.0
0.135,0.5204348450600785,0.5204348450600785,0.5216673335343716,0.606802671053975,1.66779465040058,-0.055527204334584135,0.3719185113213141,Subj_931,HCPya,28.0
0.135,0.5484489429153764,0.5484489429153764,0.542209677392539,0.616812426495657,1.3551397285694702,-0.11343828382660892,0.3525979153452274,Subj_932,HCPya,31.0
0.135,0.5730307483727077,0.5730307483727077,0.5733787803790719,0.583039618379953,1.34252327987971,-0.11029843654423765,0.27888529893819347,Subj_933,HCPya,30.0
0.135,0.5441344329248283,0.5441344329248283,0.5497466621455254,0.5987545353374498,1.3840767933701614,-0.0876226370363945,0.3298462416086176,Subj_934,HCPya,27.0
0.135,0.5836103982780172,0.5836103982780172,0.5875124759927167,0.5868995223334206,1.3510802792558299,-0.09249333014539396,0.279130860148366,Subj_935,HCPya,35.0
0.135,0.5504024300719692,0.5504024300719692,0.553923699635786,0.5943757648783596,1.4000790733599326,-0.08395922652003862,0.27258168438949143,Subj_936,HCPya,26.0
0.135,0.5554170636735627,0.5554170636735627,0.5558212014231738,0.630630418042617,1.4007137578864388,-0.12469977128140708,0.29186002950890566,Subj_937,HCPya,31.0
0.135,0.5781542895042833,0.5781542895042833,0.5832855334256047,0.6165383317774108,1.4221906767927337,-0.1412418422280146,0.345037676927592,Subj_938,HCPya,24.0
0.135,0.5717549247399331,0.5717549247399331,0.591881259574879,0.5899146093773061,1.3920134414935499,-0.13340468668645367,0.33189454769441257,Subj_939,HCPya,28.0
0.135,0.5633371304230792,0.5633371304230792,0.5651189251678631,0.5961086031854107,1.379322217082658,-0.08929337519503622,0.2973305399444549,Subj_940,HCPya,26.0
0.135,0.547259101040065,0.547259101040065,0.5512236407907375,0.617581259880423,1.2634991804324374,-0.09232228560915179,0.3438584689779862,Subj_941,HCPya,25.0
0.135,0.5443080835840439,0.5443080835840439,0.5375439640278716,0.6003254356410402,1.3482359911853228,-0.056425508341454655,0.36757534108996337,Subj_942,HCPya,28.0
0.135,0.5485167770793518,0.5485167770793518,0.5355717890280127,0.6255811033692597,1.3548227806661637,-0.07813625823988468,0.33978635555759296,Subj_943,HCPya,35.0
0.135,0.5919842211612045,0.5919842211612045,0.5919450932525293,0.5740589961987629,1.4084584832595772,-0.1442473894279862,0.2725332001681307,Subj_944,HCPya,34.0
0.135,0.5339597014067345,0.5339597014067345,0.5358509346842509,0.6078805412891237,1.5044893578969918,-0.10297955626082356,0.32022447259059933,Subj_945,HCPya,34.0
0.135,0.5495148254186245,0.5495148254186245,0.5535585580545522,0.6174721932438814,1.2728083597201472,-0.1414369533734019,0.28049061431320316,Subj_946,HCPya,32.0
0.135,0.5695017621518724,0.5695017621518724,0.572088580032911,0.6059531612247611,1.4268336278025218,-0.0702625826272264,0.3089410628691627,Subj_947,HCPya,28.0
0.135,0.5446051905053867,0.5446051905053867,0.5410801788673014,0.5736532924379327,1.3279573667496158,-0.12193806471413093,0.3461139712376095,Subj_948,HCPya,24.0
0.135,0.5472675566165857,0.5472675566165857,0.5484849503213737,0.6092927040490181,1.277681562164893,-0.09211642748289095,0.3688287320271102,Subj_949,HCPya,29.0
0.135,0.5448411005818162,0.5448411005818162,0.545637127936719,0.6105492330567496,1.2097025735310665,-0.1410106273365096,0.2827105287922912,Subj_950,HCPya,24.0
0.135,0.49003237071163736,0.49003237071163736,0.47518248108694716,0.5781671749109809,1.5165123857703005,-0.04142599008748782,0.33244588479722076,Subj_951,HCPya,27.0
0.135,0.5328294048816192,0.5328294048816192,0.5273208084781487,0.5776401066297348,1.4252063939395958,-0.09279065215757443,0.3142623112351634,Subj_952,HCPya,27.0
0.135,0.5205457858107211,0.5205457858107211,0.5328282827207373,0.5849677522634628,1.4101879818686238,-0.1246917214408777,0.3240353586665556,Subj_953,HCPya,35.0
0.135,0.5507881824717235,0.5507881824717235,0.5529732559346185,0.5789382964676805,1.4136723541067455,-0.10937909162547588,0.31829779505631334,Subj_954,HCPya,28.0
0.135,0.5633868014672408,0.5633868014672408,0.563268282249343,0.6400271162397037,1.3750468411757837,-0.09337812848439608,0.3279546736974299,Subj_955,HCPya,32.0
0.135,0.5436353266127264,0.5436353266127264,0.5447681215809208,0.6197277326576762,1.2723639029266047,-0.13133786563393413,0.3448698595594491,Subj_956,HCPya,22.0
0.135,0.49005101391709893,0.49005101391709893,0.503968032004621,0.5826470549128847,1.4915681046369205,-0.052414875099848324,0.3288336177246812,Subj_957,HCPya,30.0
0.135,0.5442174203798548,0.5442174203798548,0.5502556489659807,0.6022072990714697,1.5602502201551633,-0.10450096756151994,0.3445103834570154,Subj_958,HCPya,33.0
0.135,0.5162388164050301,0.5162388164050301,0.52244489282447,0.5881625982651663,1.4425780508978712,-0.027606900548098,0.3625741794427055,Subj_959,HCPya,30.0
0.135,0.5750671622981239,0.5750671622981239,0.574226923885014,0.6117913554533587,1.4074250416348537,-0.18745648235669465,0.3539763633467334,Subj_960,HCPya,26.0
0.135,0.5731077990707993,0.5731077990707993,0.570811588489189,0.6301432085739002,1.3445602738466558,-0.14296735044832998,0.3334716131413665,Subj_961,HCPya,25.0
0.135,0.5598165794162433,0.5598165794162433,0.5603403711224828,0.6305683313477909,1.3744321536302098,-0.10964517842369403,0.32467768948241693,Subj_962,HCPya,26.0
0.135,0.5441847624915157,0.5441847624915157,0.5413935841837986,0.6180813480142575,1.383406602873792,-0.10820577409001719,0.34384392002709546,Subj_963,HCPya,32.0
0.135,0.54366719137065,0.54366719137065,0.5430859484146251,0.6155867464799595,1.290493218801703,-0.08981354072601166,0.3756233039158159,Subj_964,HCPya,22.0
0.135,0.5574627343652231,0.5574627343652231,0.5368057239778561,0.6037427783493425,1.3601551102795675,-0.15345307084993454,0.353527545276937,Subj_965,HCPya,28.0
0.135,0.5539668133077448,0.5539668133077448,0.554608370283634,0.6086662464277096,1.3311345802766077,-0.11512925388505524,0.37720797713452064,Subj_966,HCPya,23.0
0.135,0.536646603381587,0.536646603381587,0.5387979967620612,0.5968377442894591,1.326098997740392,-0.08619866015815791,0.29287784458334426,Subj_967,HCPya,33.0
0.135,0.5410992736980993,0.5410992736980993,0.5431212109950941,0.576548986693441,1.463964107994191,-0.048272164549716834,0.3972600337949963,Subj_968,HCPya,29.0
