density,modularity,modularity_louvain,modularity_leiden,efficiency,rich_club,small_worldness,participation,run_id,path
0.135,0.25367648829350214,0.25367648829350214,0.2570456172547562,0.3780662870033792,0.9854294445127348,0.28142565497801875,0.4498199579101458,run_053_l1-0.0001_beta0.003_alpha0.1_trav50_blk1_temp1.0,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_053_l1-0.0001_beta0.003_alpha0.1_trav50_blk1_temp1.0
0.135,0.21986922001416734,0.21986922001416734,0.2347089033735819,0.567274622992754,1.005936866991783,0.7087838894477525,0.722355462510068,run_054_dist-1e-05_beta0.0001_alpha0.01_trav50_blk1_temp0.0001,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_054_dist-1e-05_beta0.0001_alpha0.01_trav50_blk1_temp0.0001
0.135,0.3043067364901916,0.3043067364901916,0.3210766065639603,0.5957414761930409,1.0302343022192082,0.5908622268662592,0.5062458784964776,run_055_dist-1e-05_beta0.0001_alpha0.01_trav50_blk1_temp1.0,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_055_dist-1e-05_beta0.0001_alpha0.01_trav50_blk1_temp1.0
0.135,0.2110516478132575,0.2110516478132575,0.22969492358967167,0.5037383350469705,1.0378883784208959,0.5321398711232183,0.5678250472612196,run_056_dist-1e-05_beta0.0001_alpha0.03_trav50_blk1_temp0.0001,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_056_dist-1e-05_beta0.0001_alpha0.03_trav50_blk1_temp0.0001
0.135,0.28334978323608084,0.28334978323608084,0.2901108680591128,0.5850741253675492,1.0455587405776419,0.6330696146958537,0.5206885842838497,run_057_dist-1e-05_beta0.0001_alpha0.03_trav50_blk1_temp1.0,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_057_dist-1e-05_beta0.0001_alpha0.03_trav50_blk1_temp1.0
0.135,0.2250554863929628,0.2250554863929628,0.22533629684912793,0.5689879579710201,1.0145558650619926,0.7124231639807574,0.7396986581562256,run_058_dist-1e-05_beta0.0001_alpha0.1_trav50_blk1_temp0.0001,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_058_dist-1e-05_beta0.0001_alpha0.1_trav50_blk1_temp0.0001
0.135,0.31412410198686064,0.31412410198686064,0.3219056714570875,0.5749311167288024,1.0368649644090535,0.5745383409034808,0.45250842670093533,run_059_dist-1e-05_beta0.0001_alpha0.1_trav50_blk1_temp1.0,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_059_dist-1e-05_beta0.0001_alpha0.1_trav50_blk1_temp1.0
0.135,0.2899931261383021,0.2899931261383021,0.2963456342254045,0.5841846173936383,1.1681328473002308,0.21325894259710454,0.506992520857033,run_060_dist-1e-05_beta0.001_alpha0.01_trav50_blk1_temp0.0001,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_060_dist-1e-05_beta0.001_alpha0.01_trav50_blk1_temp0.0001
0.135,0.30804193943482183,0.30804193943482183,0.31228580837739406,0.5783158081085529,1.045569502293318,0.6091590152351802,0.5279670096576939,run_061_dist-1e-05_beta0.001_alpha0.01_trav50_blk1_temp1.0,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_061_dist-1e-05_beta0.001_alpha0.01_trav50_blk1_temp1.0
0.135,0.29268926569003195,0.29268926569003195,0.2941485445587368,0.5968436720248744,1.10092169229005,0.2627767387003235,0.5474815328569115,run_062_dist-1e-05_beta0.001_alpha0.03_trav50_blk1_temp0.0001,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_062_dist-1e-05_beta0.001_alpha0.03_trav50_blk1_temp0.0001
0.135,0.32854026504054773,0.32854026504054773,0.3418016425236835,0.5644965733211382,1.0652807018628976,0.500319704055383,0.49715001739853887,run_063_dist-1e-05_beta0.001_alpha0.03_trav50_blk1_temp1.0,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_063_dist-1e-05_beta0.001_alpha0.03_trav50_blk1_temp1.0
0.135,0.2936089478973155,0.2936089478973155,0.29605425605091135,0.5542040732802894,1.1857000885189628,0.23308462227584525,0.5076710641910512,run_064_dist-1e-05_beta0.001_alpha0.1_trav50_blk1_temp0.0001,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_064_dist-1e-05_beta0.001_alpha0.1_trav50_blk1_temp0.0001
0.135,0.32228555605235876,0.32228555605235876,0.33326750167010233,0.5787944211560812,1.0439658121343096,0.5895573299767118,0.5571062186510272,run_065_dist-1e-05_beta0.001_alpha0.1_trav50_blk1_temp1.0,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_065_dist-1e-05_beta0.001_alpha0.1_trav50_blk1_temp1.0
0.135,0.27755248588673165,0.27755248588673165,0.28656148575628637,0.5853510195479755,1.080948250274122,0.3775254506631949,0.5830080174421108,run_066_dist-1e-05_beta0.003_alpha0.01_trav50_blk1_temp0.0001,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_066_dist-1e-05_beta0.003_alpha0.01_trav50_blk1_temp0.0001
0.135,0.27233486779904303,0.27233486779904303,0.28973876102169627,0.5933291623354577,1.0676522105916801,0.5702958579056956,0.5226969082953932,run_067_dist-1e-05_beta0.003_alpha0.01_trav50_blk1_temp1.0,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_067_dist-1e-05_beta0.003_alpha0.01_trav50_blk1_temp1.0
0.135,0.2838262686364227,0.2838262686364227,0.28765826998160626,0.5797039874768779,1.1043669915442216,0.40655023539901636,0.5588832171187286,run_068_dist-1e-05_beta0.003_alpha0.03_trav50_blk1_temp0.0001,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_068_dist-1e-05_beta0.003_alpha0.03_trav50_blk1_temp0.0001
0.135,0.31030148663972124,0.31030148663972124,0.31949019437157966,0.5871184931130408,1.0651214807651617,0.5773796156882482,0.4313771642297982,run_069_dist-1e-05_beta0.003_alpha0.03_trav50_blk1_temp1.0,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_069_dist-1e-05_beta0.003_alpha0.03_trav50_blk1_temp1.0
0.135,0.26883290079175676,0.26883290079175676,0.2737925814881459,0.538464018980286,1.0746369336123496,0.37901115847850997,0.5176339118194551,run_070_dist-1e-05_beta0.003_alpha0.1_trav50_blk1_temp0.0001,/imaging/astle/fp02/logs/sweep/forage_v5.1/forage_v6/run_070_dist-1e-05_beta0.003_alpha0.1_trav50_blk1_temp0.0001
