run_id,reg_type,reg_value,l1,beta,alpha,temp,travel,eps,peak_fraction,pruning_fraction,correlation,age_cap,peak_age,decay_rate,modularity,modularity_louvain,modularity_leiden,efficiency,rich_club,small_worldness,participation,z_mod,z_eff,z_rc,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,beta0,beta1,std_X,mean_accuracy,fraction_solved,n_tasks_solved,n_tasks_total,mean_speed,switch_rate,entropy,dist_synaptic,dist_network,dist_cognitive,norm_dist_synaptic,norm_dist_network,norm_dist_cognitive,grand_distance,human_syn_peak,human_syn_decay,human_syn_corr,human_net_modularity,human_net_efficiency,human_net_rich_club,human_cog_baseline_stay,human_cog_reward_mod,human_cog_timescale_bal,path
run_2126_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.1,Distance,0.0005,,0.001,0.01,0.1,500,0.0,0.832624097752481,0.0362600577253056,0.954118371822776,3,2.49787229325744,0.105875477948227,0.3552407670913675,0.3552407670913675,0.3738431375746636,0.5537919567067217,0.9722058333457146,0.2392599808800303,0.464942205351035,-9.528544941825238,-2.335008635409847,-5.041200434517661,0.493541089068763,0.0193271514837246,0.0212765957446808,5.0,230.0,0.0258370809345179,-1.3133409856196194,0.0294406165303754,0.9663,1.0,20.0,20.0,874.6,111.69,2.9957,0.852586185784357,11.029920029483575,0.5019564372440162,0.5976530083177878,0.48583391724815955,0.6764168507943321,1.0250675438908965,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2126_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.1
run_2127_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.1_eps-0.01,Distance,0.0005,,0.001,0.01,0.1,500,-0.01,0.266898916355197,0.0490465780854897,0.99437546649586,9,2.40209024719677,0.0256562025745218,0.3719437085462252,0.3719437085462252,0.3811861008922766,0.5670140850116241,0.999015523201052,0.329827749946914,0.4370070516871032,-8.722278449996196,-1.6977011895231013,-4.7193612159554945,0.5165001572007916,0.0232608088195241,0.0277777777777777,20.0,700.0,-0.0660246031550304,-5.313455035045214,0.008766561244395,0.9649,0.95,19.0,20.0,1311.3,110.47,2.9957,0.378759127213819,10.061446266558358,0.48218330720474756,0.2655057466113028,0.44317563860821424,0.6497713545736971,0.8301209317707637,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2127_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.1_eps-0.01
run_2128_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp1.0,Distance,0.0005,,0.001,0.01,1.0,500,0.0,0.781776502341619,0.0388562675795599,0.983963614788451,6,4.69065901404971,0.0375215203528972,0.374073195401352,0.374073195401352,0.379905156207323,0.5534016778808835,0.9843539598505048,0.2914456231697254,0.4811842418505122,-8.61948614238263,-2.353820100246896,-4.895367209202761,0.4992039222066606,0.0,0.3333333333333333,1.0,2.0,0.0031843138640614,0.0902742923476809,0.0931363322210099,0.959,0.9,18.0,20.0,1230.1,111.41,2.9957,0.803549778215188,10.188259445851884,0.45307651635200175,0.5632790564646393,0.44876136756093377,0.610548182313088,0.9441605495850107,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2128_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp1.0
run_2129_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.001,0.01,1.0,500,-0.01,0.512422498409074,0.150504488625925,0.834223387230423,33,16.9099424474994,0.0120102498576266,0.3523665867083521,0.3523665867083521,0.3636074340715431,0.5731335218027624,1.0479565865055154,0.3055096849071762,0.4312565665801998,-9.667284297438782,-1.402743937430807,-4.131844028904777,0.5019814638266796,0.0044696078278744,0.3333333333333333,1.0,2.0,-0.007925896798422,-0.1129446687870186,0.0791486280020013,0.9697,1.0,20.0,20.0,1323.8,111.29,2.9957,0.538016624014817,10.606423116239583,0.4479849612105498,0.37714340113500716,0.46718018596508093,0.6036870018621789,0.8514296608618911,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2129_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp1.0_eps-0.01
run_2130_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.0001,Distance,0.0005,,0.001,0.03,0.0001,500,0.0,0.140683346176505,0.978724621605541,0.711861524701277,33,4.64255042382466,0.0707289482798313,0.4906182418515088,0.4906182418515088,0.4934413042026576,0.5147373368119526,1.5105532912281023,0.2625648311538143,0.4189845206777575,-2.9937485442847587,-4.217443859244763,1.4214377420035262,0.9800017027238832,0.308592419289997,0.3333333333333333,1.0,2.0,-3.8919071754009207,-49.40403512506848,0.0625362939871327,0.7621,0.4,8.0,20.0,569.4,34.55,2.3204,0.694445732044086,5.363753192185539,0.18485086324336492,0.4867983879984785,0.23625676501245035,0.24909778917907724,0.59568417651132,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2130_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.0001
run_2131_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.0001_eps-0.01,Distance,0.0005,,0.001,0.03,0.0001,500,-0.01,0.0053333333333333,0.961144938537821,-0.358373012250355,75,0.4,0.51567637567365,0.2273443496037828,0.2273443496037828,0.2361553226713513,0.5693920380819787,1.0062760208638646,0.6912639048581803,0.6902447654440869,-15.702223759051014,-1.583083696578011,-4.632201949780439,0.9938034735986456,0.4411056874762118,0.0066225165562913,1.0,150.0,-5.077550597229535,-9.053375272229546,0.5347259245549724,0.4859,0.15,3.0,20.0,230.4,7.4,0.7927,1.48816693472129,16.447591917153918,0.33946281803579337,1.0,0.7244656342974579,0.45744680872757953,1.3168553595946157,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2131_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.0001_eps-0.01
run_2132_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.001,Distance,0.0005,,0.001,0.03,0.001,500,0.0,0.170545651395996,0.264141926561774,0.987716896172071,18,3.06982172512793,0.0390535729955991,0.3969508454468087,0.3969508454468087,0.3932711884544186,0.6094531721330219,1.083656175149395,0.1962274389373266,0.4191254165175754,-7.515160733993056,0.34786557517656025,-3.703285258768554,0.8695751118141752,0.9978576874117056,0.0001428367376089,1.0,7000.0,-1.897207223526764,-49.43500400575029,0.1631085383039987,0.9354,0.9,18.0,20.0,671.9,80.48,2.9683,0.156792850509358,8.385283121276016,0.7268773138573175,0.10990996611495686,0.3693458279982779,0.9795114218531147,1.0525868927798003,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2132_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.001
run_2133_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.001_eps-0.01,Distance,0.0005,,0.001,0.03,0.001,500,-0.01,0.0053333333333333,0.741944237953101,-0.375263066942658,75,0.4,0.476558965104965,0.2139511021540656,0.2139511021540656,0.2235532325249863,0.5666849287485936,1.0127329382425858,0.7267931653398516,0.7039267698941803,-16.348728248375032,-1.7135665428499058,-4.554689331965713,0.9946901299278154,0.9698660936706794,0.0043290043290043,1.0,230.0,-5.232863895007481,-26.573984710874463,0.3275534815097566,0.5412,0.15,3.0,20.0,245.7,9.14,1.1052,1.42929943374273,17.057620600385995,0.7211943598562419,1.0,0.7513355140441974,0.9718532954433364,1.583983548692388,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2133_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.001_eps-0.01
run_2134_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.01,Distance,0.0005,,0.001,0.03,0.01,500,0.0,0.214159796539283,0.0977332617468033,0.986135213164661,9,1.92743816885355,0.0941145200951046,0.3784894210604557,0.3784894210604557,0.3875859268799526,0.5941461967328366,1.0246757279977083,0.3324698211275019,0.4811379820346506,-8.406310829584333,-0.3899316365572184,-4.411321089252691,0.5694895839201306,0.9450456767959624,0.0001428367376089,1.0,7000.0,-0.2797689739693367,-19.399021232832297,0.1857374233646184,0.9636,0.9,18.0,20.0,1343.0,106.36,2.9956,0.308887758274671,9.501466318272174,0.7165307935050546,0.21652672896120234,0.4185102510869018,0.9655688559368718,1.0744104756445272,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2134_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.01
run_2135_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.01_eps-0.01,Distance,0.0005,,0.001,0.03,0.01,500,-0.01,0.571143382192808,0.0662565093643928,0.870694045766112,21,11.994011026049,0.0092013968995548,0.4231432350926728,0.4231432350926728,0.4177399195490532,0.5686957119394017,1.0035286190562496,0.3245400230219205,0.4189547253922108,-6.250829767530355,-1.6166466620247586,-4.665183370140402,0.761833110110129,0.9919418889961904,0.0001428367376089,1.0,7000.0,-1.1627558701380665,-19.466808476103203,0.3118286815851512,0.959,0.9,18.0,20.0,1821.1,92.97,2.9923,0.615423790955925,7.965573117454508,0.7203325899188578,0.4314049256108583,0.35085889838140105,0.9706920080010336,1.118684562694864,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2135_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.01_eps-0.01
run_2136_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.1,Distance,0.0005,,0.001,0.03,0.1,500,0.0,0.258062968000995,0.0983459817242447,0.970144612543956,15,3.87094452001492,0.0245380513216605,0.3918752598878897,0.3918752598878897,0.3988501816053607,0.5447233096756893,1.0139249826071348,0.303842487162593,0.4221929982192431,-7.760163961336443,-2.7721180132437295,-4.540379333273151,0.480045457678813,0.0966685856691509,0.0140845070422535,5.0,350.0,0.0798605862257706,-4.662771809934147,0.0416600326022889,0.9685,1.0,20.0,20.0,1550.0,112.23,2.9957,0.33578948976188,9.408497620565635,0.472292900507364,0.23538453010830462,0.4144152670373808,0.6364434295687884,0.7951139098325801,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2136_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.1
run_2137_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.1_eps-0.01,Distance,0.0005,,0.001,0.03,0.1,500,-0.01,0.781776502341619,0.0323760912470722,0.986644239820924,6,4.69065901404971,0.0340521564082615,0.390758109589731,0.390758109589731,0.3868845819218916,0.5711858470713692,1.0790406756637572,0.3033735603389818,0.4755893908095055,-7.8140898434438855,-1.4966219863998331,-3.7586924177378327,0.5033513849656255,0.1117650813079499,0.0042674253200568,3.0,700.0,-0.013405740625368,-3.1827498467306112,0.070529571099465,0.9619,1.0,20.0,20.0,1434.2,111.07,2.9957,0.806068237045394,8.799298048296134,0.4546349402571502,0.5650444668375653,0.38758190706827383,0.612648253378838,0.9191479024393024,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2137_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.1_eps-0.01
run_2138_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp1.0,Distance,0.0005,,0.001,0.03,1.0,500,0.0,0.292020314306203,0.0566076109347987,0.982601549176309,6,1.75212188583722,0.0680355254275713,0.3531290895373551,0.3531290895373551,0.3620592356528273,0.553333782496868,1.0844232289748938,0.2707428839704977,0.4343285755235844,-9.630477577939013,-2.35709266218069,-3.6940770954094937,0.4974846892381762,0.0034394050669552,0.0001428367376089,1.0,7000.0,0.0100613279223897,-0.0430504558755,0.1597895122368422,0.9627,0.95,19.0,20.0,1325.2,111.51,2.9957,0.388650648179412,10.58055715849223,0.5198203625101796,0.2724395878586677,0.4660408703995845,0.7004895773793474,0.884365914049439,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2138_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp1.0
run_2139_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.001,0.03,1.0,500,-0.01,0.470930589951018,0.112723546283753,0.959047414786749,3,1.41279176985305,0.131380036930414,0.3897773015793918,0.3897773015793918,0.3938015843004522,0.6023894524066664,1.0523235469946826,0.2695285114748771,0.4440279389116736,-7.861434356731636,0.00739382407471457,-4.0794204776101095,0.4998621554017867,0.0112877568195146,0.0196078431372549,7.0,350.0,0.0005513784068221,-0.9731775571847244,0.0231987205927186,0.9693,1.0,20.0,20.0,1703.8,111.39,2.9957,0.493216565954373,8.856854760409007,0.5037867461365383,0.3457390810567928,0.39011710250350595,0.6788833034288638,0.8559260514262977,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2139_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01
run_2140_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.0001,Distance,0.0005,,0.001,0.1,0.0001,500,0.0,0.236857709966472,0.9102206085362,0.943900944279551,21,4.97401190929592,0.0685793626480957,0.4515078871211682,0.4515078871211682,0.4532564513146622,0.63938866942742,1.072817443527064,0.1937628854311825,0.352489473582669,-4.881641679026619,1.7907584954463465,-3.833399741045622,0.9147210861206316,0.9985920434700748,0.0099009900990099,1.0,100.0,-2.3726919704950724,-61.94325477333449,0.1444156788954544,0.908,0.85,17.0,20.0,570.5,70.94,2.7919,0.591258370986221,6.460046056033327,0.7292424158060739,0.4144652470388092,0.2845450803466198,0.9826985406811328,1.1038314027102298,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2140_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.0001
run_2141_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.0001_eps-0.01,Distance,0.0005,,0.001,0.1,0.0001,500,-0.01,0.0053333333333333,0.980027376512782,-0.358373012249031,75,0.4,0.526251985832408,0.2161626892245325,0.2161626892245325,0.2252776184452229,0.5688822906422504,1.0019978553312257,0.7364425401805632,0.7181007264950111,-16.241972887141262,-1.6076535563894687,-4.683559554412707,0.9888805831827387,0.9999999945829776,0.0043290043290043,1.0,230.0,-4.487880736363774,-28.709139248427867,0.8359859116364916,0.4254,0.1,2.0,20.0,332.4,15.99,1.3414,1.49596394316661,16.98004603420539,0.7468747090486892,1.0,0.7479185939517936,1.0,1.5998069330949993,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2141_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.0001_eps-0.01
run_2142_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.001,Distance,0.0005,,0.001,0.1,0.001,500,0.0,0.235349442241811,0.031257385382633,0.989308254466309,9,2.1181449801763,0.0693602810750538,0.3665817260607067,0.3665817260607067,0.3702356361051913,0.5525943041724467,1.039649580569865,0.2192074672236211,0.4525919986430499,-8.98110632289103,-2.3927355656042515,-4.231566193291874,0.7961999376950718,0.9998099374712988,0.0001428367376089,1.0,7000.0,-1.3627109058087383,-65.90695080711043,0.1516404821992462,0.945,0.9,18.0,20.0,1173.8,91.52,2.9877,0.376285409573799,10.212326214834277,0.7262358774314543,0.2637716992927591,0.4498214344171728,0.9786470472281984,1.1089025544462345,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2142_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.001
run_2143_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.001_eps-0.01,Distance,0.0005,,0.001,0.1,0.001,500,-0.01,0.0305257131347555,0.805368814870175,0.135762569933509,75,2.28942848510666,0.0963385470901463,0.2226131389480823,0.2226131389480823,0.2359688319486274,0.5685380040797593,1.0008182954396625,0.7114365461706749,0.7477137985434158,-15.930603690082048,-1.6242481911362034,-4.697719682179808,0.9907594132371464,0.9371933195353268,0.3333333333333333,1.0,2.0,-4.674866347037195,-37.3988255929785,0.1972734008722584,0.4826,0.1,2.0,20.0,296.5,14.55,1.3096,0.974866700690908,16.688046210662424,0.6431663341177666,0.6833702282435544,0.735056903411115,0.8667057815803737,1.3260778378084868,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2143_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.001_eps-0.01
run_2144_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.01,Distance,0.0005,,0.001,0.1,0.01,500,0.0,0.630391871242854,0.0427031559840275,0.930835093555493,18,11.3470536823714,0.0082673478224665,0.3749181513806791,0.3749181513806791,0.3833062935705534,0.5954985913379599,1.002694075168643,0.2732624272520921,0.449971880981335,-8.578699332763305,-0.32474612846450435,-4.675201723731674,0.6481867107793243,0.9998189979906662,0.0001428367376089,1.0,7000.0,-0.6110781822475192,-55.16486639516261,0.171960183373906,0.9621,0.95,19.0,20.0,1582.2,101.89,2.9949,0.668609073436547,9.775328815313062,0.7436426396044663,0.46868719056279673,0.43057304840266497,1.0,1.1853526195223136,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2144_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.01
run_2145_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.01_eps-0.01,Distance,0.0005,,0.001,0.1,0.01,500,-0.01,0.41679536968269,0.060499809512594,0.951820200308572,3,1.25038610904807,0.241711725150668,0.3770321848879047,0.3770321848879047,0.3887746964605156,0.5657232156599372,1.0359830018303111,0.2245265290598749,0.4039777976630524,-8.476652972600549,-1.7599211763910259,-4.275581951874016,0.7788916408058212,0.999834755908747,0.0001428367376089,1.0,7000.0,-1.2592190413683615,-54.1844668738698,0.1853790748889761,0.953,0.9,18.0,20.0,1467.8,92.97,2.9913,0.47799678681051,9.655649599700588,0.7267601551412061,0.33507019274623,0.4253015485206375,0.9793535433522824,1.1190562113306546,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2145_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.01_eps-0.01
run_2146_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.1,Distance,0.0005,,0.001,0.1,0.1,500,0.0,0.506546255747711,0.10339582584913,0.867899868339821,21,10.6374713707019,0.0124739831163518,0.3807694819207983,0.3807694819207983,0.3821816968480213,0.6293746891089144,1.044734102266381,0.3123059323896121,0.4541389121022615,-8.296250174938951,1.3080839915557214,-4.1705286170125895,0.4672690905666954,0.3746868297569729,0.1176470588235294,2.0,15.0,0.1311111335440417,-9.73474165512845,0.0812504098298993,0.9647,0.95,19.0,20.0,1218.0,112.1,2.9957,0.543493168846999,9.377214919124967,0.3755520827607775,0.3809823954193559,0.4130373606389301,0.5060792895197118,0.756216697900688,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2146_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.1
run_2147_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.1_eps-0.01,Distance,0.0005,,0.001,0.1,0.1,500,-0.01,0.41679536968269,0.0132071864180406,0.952846002496137,3,1.25038610904807,0.279873696519896,0.3995665793539791,0.3995665793539791,0.4028096168099778,0.5665119168701075,1.025824126554033,0.2503209155692671,0.439692657335309,-7.388896829722519,-1.7219057266668665,-4.397535040403942,0.4878001010347249,0.3872463306000515,0.1176470588235294,2.0,15.0,0.0488092836039556,-10.807511751831202,0.0756487098834254,0.9675,1.0,20.0,20.0,1431.0,111.18,2.9957,0.508355793019137,8.769211488120932,0.3589919408078275,0.3563515032960041,0.38625668699891996,0.4837634903040995,0.7142882728310106,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2147_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.1_eps-0.01
run_2148_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp1.0,Distance,0.0005,,0.001,0.1,1.0,500,0.0,0.594457068546773,0.0315990028107958,0.875310694448229,21,12.4835984394822,0.0046301852324151,0.3453598430396362,0.3453598430396362,0.3423781765383769,0.5492958325471183,1.0757964398080953,0.2325745666208205,0.4253846724954326,-10.005506319720846,-2.5517221128826124,-3.7976381249896356,0.4916352308349193,0.0337732411939239,0.08,20.0,230.0,0.0334621986649888,-8.626260787493052,0.0078355029550316,0.9659,0.95,19.0,20.0,1310.5,111.79,2.9957,0.651093942872434,11.001976994328006,0.4682799544096518,0.45640928758095256,0.4846031128367817,0.6310357404539214,0.9172544469728561,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2148_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp1.0
run_2149_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.001,0.1,1.0,500,-0.01,0.408398259859207,0.0148580302112807,0.947962212972471,3,1.22519477957762,0.362002735676305,0.3793508752379763,0.3793508752379763,0.3786041514432675,0.5983986537335796,1.088162542908266,0.2592767414536766,0.3879894120108809,-8.364727636620497,-0.18496293201954922,-3.649188180962186,0.4939676333682808,0.0439392133849392,0.0196078431372549,10.0,500.0,0.0241306373730639,-5.17839182222632,0.0169836201918059,0.9656,1.0,20.0,20.0,1226.9,111.67,2.9957,0.501576110798837,9.127949063241868,0.4879716421153316,0.3515990248463641,0.4020579694125033,0.6575714881730531,0.847155680556498,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2149_dist-0.0005_beta0.001_alpha0.1_trav500_blk1_temp1.0_eps-0.01
run_2150_dist-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.0001,Distance,0.0005,,0.001,0.2,0.0001,500,0.0,0.111701869490051,0.596140876593525,0.968281822785013,24,2.68084486776121,0.0547319633617841,0.4048523686696344,0.4048523686696344,0.4215168071091254,0.5327445905265266,1.073853855300288,0.1343325930979252,0.3783369666498933,-7.1337468718783335,-3.349493056799841,-3.820958047128129,0.8449021636845572,0.9999999958776928,0.0028490028490028,1.0,350.0,-1.6951647182018788,-81.48750970314308,0.2677076991198233,0.9279,0.9,18.0,20.0,429.2,85.11,2.9416,0.253239266876764,8.7583770510008,0.7262300707708259,0.17751778318323536,0.3857794635001835,0.9786392223995788,1.0668050831448226,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2150_dist-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.0001
run_2151_dist-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.0001_eps-0.01,Distance,0.0005,,0.001,0.2,0.0001,500,-0.01,0.017991597659215,0.907911124847265,-0.0189635237767644,75,1.34936982444112,0.0477433855986343,0.230808933456136,0.230808933456136,0.2315916196947086,0.5674012515084835,0.9873311084603948,0.7087492991931759,0.7185638485503112,-15.534985079813953,-1.6790397391456369,-4.859627773673271,0.9859575010841332,0.999999845390588,0.0196078431372549,1.0,50.0,-4.251524883104229,-38.19016641493253,0.5223153352512602,0.4313,0.1,2.0,20.0,440.6,20.64,1.4833,1.15982787166952,16.363707341990963,0.7409563385031408,0.8130258596629774,0.7207707777944934,0.9984837644840232,1.4756325391307243,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2151_dist-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.0001_eps-0.01
run_2152_dist-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.001,Distance,0.0005,,0.001,0.2,0.001,500,0.0,0.803456414779542,0.0298860403244464,0.970590456581419,6,4.82073848867725,0.0334585968650957,0.356462762608066,0.356462762608066,0.363523952877869,0.5740475950393357,1.078637985009459,0.2565541907063121,0.4264071884944226,-9.469558083675606,-1.3586855478644377,-3.763526552194477,0.7130122278596595,0.9999998259650345,0.0001428367376089,1.0,7000.0,-0.91005896107135,-76.86659926795781,0.2162736086940108,0.9512,0.9,18.0,20.0,2131.9,98.19,2.9931,0.827373497063833,10.280208598426132,0.7325678286398897,0.57997920652174,0.4528114437957011,0.987179736876147,1.2312343061045665,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2152_dist-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.001
run_2153_dist-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.001_eps-0.01,Distance,0.0005,,0.001,0.2,0.001,500,-0.01,0.0419202121129156,0.843784137919997,0.269307052304766,75,3.14401590846867,0.0382711003976897,0.2372957490829921,0.2372957490829921,0.2301004463841481,0.5677420960973002,1.005395737077648,0.7142754164825746,0.7582462126798313,-15.221860466838315,-1.6626110077542973,-4.642769391902955,0.9864668657229626,0.9999992982883172,0.125,1.0,7.0,-4.288988667949338,-75.23308855433567,0.2453929938762744,0.4412,0.1,2.0,20.0,466.7,27.0,1.6678,0.879394669816346,16.000769327172737,0.7130130730158132,0.6164454440824109,0.7047844789830717,0.9608285134713549,1.3416100698954874,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2153_dist-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.001_eps-0.01
