"dataset","subj_id","nseq","ntrialseq","ntrialsubj","event","D","I","H"
"MPI",123,1,4,20,0,0.00892394016177786,1,1.65774272650489
"MPI",123,1,5,21,0,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",123,1,6,22,0,0.00596978852304345,1,1.68581570915303
"MPI",123,1,7,23,0,0.0411357845828078,3.4594316186373,1.79248125036058
"MPI",123,1,8,24,0,0.00427254791507444,1,1.72724860626392
"MPI",123,1,9,25,1,0.00316769776485714,0.893084796083488,1.66449777920046
"MPI",123,2,0,26,0,0.0780719051126377,2,1.92192809488736
"MPI",123,2,1,27,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",123,2,2,28,0,0.0147718639657485,1,1.66449777920046
"MPI",123,2,3,29,0,0.0573549220576041,2.8073549220576,1.75
"MPI",123,2,4,30,0,0.00892394016177786,1,1.65774272650489
"MPI",123,2,5,31,0,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",123,2,6,32,0,0.00401892619144097,0.736965594166206,1.49111485005519
"MPI",123,2,7,33,0,0.00289916987773836,0.652076696579693,1.41829583405449
"MPI",123,2,8,34,0,0.038368936426218,3.58496250072116,1.54659356429494
"MPI",123,2,9,35,0,0.00232229701068887,0.700439718141092,1.48383170684469
"MPI",123,2,10,36,1,0.00179972207911885,0.637429920615292,1.42560519901694
"MPI",123,3,0,37,0,0.0780719051126377,2,1.92192809488736
"MPI",123,3,1,38,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",123,3,2,39,0,0.0147718639657485,1,1.66449777920046
"MPI",123,3,3,40,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",123,3,4,41,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",123,3,5,42,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",123,3,6,43,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",123,3,7,44,1,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",123,4,0,45,0,0.0780719051126377,2,1.92192809488736
"MPI",123,4,1,46,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",123,4,2,47,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",123,4,3,48,0,0.0148736716970261,1.22239242133645,1.75
"MPI",123,4,4,49,0,0.00892394016177786,1,1.65774272650489
"MPI",123,4,5,50,0,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",123,4,6,51,0,0.0443146580682469,3.32192809488736,1.68581570915303
"MPI",123,4,7,52,0,0.0041980303624025,0.874469117916141,1.61400546285422
"MPI",123,4,8,53,0,0.00307359977538463,0.777607578663552,1.54659356429494
"MPI",123,4,9,54,0,0.00232229701068887,0.700439718141092,1.48383170684469
"MPI",123,4,10,55,0,0.0337976597824188,3.8073549220576,1.60493559474313
"MPI",123,4,11,56,0,0.00189252901167483,0.736965594166206,1.5487949406954
"MPI",123,4,12,57,0,0.00151002705844209,0.678071905112638,1.49606591154385
"MPI",123,4,13,58,0,0.00122509453059963,0.628031222613042,1.44661666762821
"MPI",123,4,14,59,0,0.00100821570710418,0.584962500721156,1.40025823261021
"MPI",123,5,0,60,0,0.0780719051126377,2,1.92192809488736
"MPI",123,5,1,61,0,0.0702989274995393,2.32192809488736,1.91829583405449
"MPI",123,5,2,62,1,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",123,6,0,63,0,0.0780719051126377,2,1.92192809488736
"MPI",123,6,1,64,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",123,6,2,65,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",123,6,3,66,0,0.0148736716970261,1.22239242133645,1.75
"MPI",123,6,4,67,0,0.00892394016177786,1,1.65774272650489
"MPI",123,6,5,68,0,0.00581755005522628,0.84799690655495,1.57095059445467
"MPI",123,6,6,69,0,0.00401892619144097,0.736965594166206,1.49111485005519
"MPI",123,6,7,70,0,0.0411357845828078,3.4594316186373,1.61400546285422
"MPI",123,6,8,71,0,0.00307359977538463,0.777607578663552,1.54659356429494
"MPI",123,6,9,72,1,0.00232229701068887,0.700439718141092,1.48383170684469
"MPI",123,7,0,73,0,0.0780719051126377,2,1.92192809488736
"MPI",123,7,1,74,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",123,7,2,75,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",123,7,3,76,1,0.0573549220576041,2.8073549220576,1.90563906222957
"MPI",123,8,0,77,0,0.0780719051126377,2,1.92192809488736
"MPI",123,8,1,78,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",123,8,2,79,0,0.0147718639657485,1,1.66449777920046
"MPI",123,8,3,80,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",123,8,4,81,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",123,8,5,82,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",123,8,6,83,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",123,8,7,84,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",123,8,8,85,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",123,8,9,86,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",123,8,10,87,0,0.000889032116172858,0.347923303420307,1.03892059503159
"MPI",123,8,11,88,0,0.000715834762216514,0.321928094887362,0.993392729010363
"MPI",123,8,12,89,0,0.000584973739729192,0.299560281858908,0.951994081908783
"MPI",123,8,13,90,0,0.000484234433789274,0.280107919192735,0.914182838435214
"MPI",123,8,14,91,0,0.000405407486289973,0.263034405833794,0.879506460812007
"MPI",123,9,0,92,0,0.0780719051126377,2,1.92192809488736
"MPI",123,9,1,93,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",123,9,2,94,0,0.0633218643778377,2.58496250072116,1.95021206491475
"MPI",123,9,3,95,0,0.0267158598280377,1.8073549220576,1.90563906222957
"MPI",123,9,4,96,0,0.0145361093482848,1.41503749927884,1.83659166810898
"MPI",123,9,5,97,0,0.0479969065549502,3.16992500144231,1.92192809488736
"MPI",123,9,6,98,0,0.0088274284715933,1.32192809488736,1.85855521187031
"MPI",123,9,7,99,0,0.00598632083303802,1.13750352374993,1.79248125036058
"MPI",123,9,8,100,1,0.00427254791507444,1,1.72724860626392
"MPI",123,10,0,101,0,0.0780719051126377,2,1.92192809488736
"MPI",123,10,1,102,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",123,10,2,103,1,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",123,11,0,104,0,0.0780719051126377,2,1.92192809488736
"MPI",123,11,1,105,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",123,11,2,106,1,0.0147718639657485,1,1.66449777920046
"MPI",123,13,0,107,0,0.0780719051126377,2,1.92192809488736
"MPI",123,13,1,108,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",123,13,2,109,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",123,13,3,110,0,0.0573549220576041,2.8073549220576,1.90563906222957
"MPI",123,13,4,111,0,0.0145361093482848,1.41503749927884,1.83659166810898
"MPI",123,13,5,112,0,0.0479969065549502,3.16992500144231,1.92192809488736
"MPI",123,13,6,113,0,0.00882742847159331,1.32192809488736,1.85855521187031
"MPI",123,13,7,114,1,0.00598632083303802,1.13750352374993,1.79248125036058
"MPI",123,14,0,115,0,0.0780719051126377,2,1.92192809488736
"MPI",123,14,1,116,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",123,14,2,117,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",123,14,3,118,1,0.0148736716970261,1.22239242133645,1.75
"MPI",123,15,0,119,0,0.0780719051126377,2,1.92192809488736
"MPI",123,15,1,120,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",123,15,2,121,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",123,15,3,122,0,0.0573549220576041,2.8073549220576,1.90563906222957
"MPI",124,0,0,1,0,0.0780719051126377,2,1.92192809488736
"MPI",124,0,1,2,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",124,0,2,3,0,0.0147718639657485,1,1.66449777920046
"MPI",124,0,3,4,0,0.00855998136220558,0.807354922057604,1.5487949406954
"MPI",124,0,4,5,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",124,0,5,6,1,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",124,1,0,7,0,0.0780719051126377,2,1.92192809488736
"MPI",124,1,1,8,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",124,1,2,9,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",124,1,3,10,0,0.0148736716970261,1.22239242133645,1.75
"MPI",124,1,4,11,0,0.00892394016177786,1,1.65774272650489
"MPI",124,1,5,12,0,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",124,1,6,13,0,0.00596978852304345,1,1.68581570915303
"MPI",124,1,7,14,0,0.0411357845828078,3.4594316186373,1.79248125036058
"MPI",124,1,8,15,0,0.00427254791507444,1,1.72724860626392
"MPI",124,1,9,16,0,0.00316769776485714,0.893084796083488,1.66449777920046
"MPI",124,1,10,17,0,0.0174568265933169,2.8073549220576,1.72323142879762
"MPI",124,1,11,18,0,0.0165710644937353,2.90689059560852,1.78063906222957
"MPI",124,1,12,19,0,0.00249745363088484,1,1.73222166376165
"MPI",124,1,13,20,0,0.00198400283305474,0.917537839808027,1.68497744848673
"MPI",124,1,14,21,0,0.0143599881125936,3.16992500144231,1.74877259474022
"MPI",124,2,0,22,0,0.0780719051126377,2,1.92192809488736
"MPI",124,2,1,23,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",124,2,2,24,0,0.0147718639657485,1,1.66449777920046
"MPI",124,2,3,25,0,0.0573549220576041,2.8073549220576,1.75
"MPI",124,2,4,26,0,0.00892394016177786,1,1.65774272650489
"MPI",124,2,5,27,1,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",124,3,0,28,0,0.0780719051126377,2,1.92192809488736
"MPI",124,3,1,29,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",124,3,2,30,0,0.0147718639657485,1,1.66449777920046
"MPI",124,3,3,31,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",124,3,4,32,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",124,3,5,33,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",124,3,6,34,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",124,3,7,35,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",124,3,8,36,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",124,3,9,37,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",124,3,10,38,0,0.000889032116172859,0.347923303420307,1.03892059503159
"MPI",124,3,11,39,0,0.000715834762216514,0.321928094887362,0.993392729010363
"MPI",124,3,12,40,1,0.000584973739729192,0.299560281858908,0.951994081908783
"MPI",124,4,0,41,0,0.0780719051126377,2,1.92192809488736
"MPI",124,4,1,42,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",124,4,2,43,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",124,4,3,44,0,0.0148736716970261,1.22239242133645,1.75
"MPI",124,4,4,45,0,0.00892394016177786,1,1.65774272650489
"MPI",124,4,5,46,0,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",124,4,6,47,0,0.0443146580682469,3.32192809488736,1.68581570915303
"MPI",124,4,7,48,0,0.0041980303624025,0.874469117916141,1.61400546285422
"MPI",124,4,8,49,0,0.00307359977538463,0.777607578663552,1.54659356429494
"MPI",124,4,9,50,0,0.00232229701068887,0.700439718141092,1.48383170684469
"MPI",124,4,10,51,0,0.0337976597824188,3.8073549220576,1.60493559474313
"MPI",124,4,11,52,0,0.00189252901167483,0.736965594166206,1.5487949406954
"MPI",124,4,12,53,0,0.00151002705844209,0.678071905112638,1.49606591154385
"MPI",124,4,13,54,1,0.00122509453059963,0.628031222613042,1.44661666762821
"MPI",124,5,0,55,0,0.0780719051126377,2,1.92192809488736
"MPI",124,5,1,56,0,0.0702989274995393,2.32192809488736,1.91829583405449
"MPI",124,5,2,57,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",124,5,3,58,0,0.0148736716970261,1.22239242133645,1.75
"MPI",124,5,4,59,0,0.0522972207799098,3,1.83659166810898
"MPI",124,5,5,60,0,0.00896095399863128,1.16992500144231,1.76096404744368
"MPI",124,5,6,61,0,0.00596978852304345,1,1.68581570915303
"MPI",124,5,7,62,0,0.0207097430964302,2.4594316186373,1.72957395851362
"MPI",124,5,8,63,0,0.0383689364262179,3.58496250072116,1.83392721764183
"MPI",124,5,9,64,1,0.0042810067517119,1.11547721741994,1.77832835373141
"MPI",124,6,0,65,0,0.0780719051126377,2,1.92192809488736
"MPI",124,6,1,66,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",124,6,2,67,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",124,6,3,68,0,0.0148736716970261,1.22239242133645,1.75
"MPI",124,6,4,69,0,0.00892394016177786,1,1.65774272650489
"MPI",124,6,5,70,0,0.00581755005522628,0.84799690655495,1.57095059445467
"MPI",124,6,6,71,0,0.00401892619144097,0.736965594166206,1.49111485005519
"MPI",124,6,7,72,1,0.0411357845828078,3.4594316186373,1.61400546285422
"MPI",124,7,0,73,0,0.0780719051126377,2,1.92192809488736
"MPI",124,7,1,74,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",124,8,0,75,0,0.0780719051126377,2,1.92192809488736
"MPI",124,8,1,76,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",124,8,2,77,0,0.0147718639657485,1,1.66449777920046
"MPI",124,8,3,78,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",124,8,4,79,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",124,8,5,80,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",124,8,6,81,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",124,8,7,82,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",124,8,8,83,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",124,8,9,84,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",124,8,10,85,0,0.000889032116172858,0.347923303420307,1.03892059503159
"MPI",124,8,11,86,0,0.000715834762216514,0.321928094887362,0.993392729010363
"MPI",124,8,12,87,0,0.000584973739729192,0.299560281858908,0.951994081908783
"MPI",124,8,13,88,1,0.000484234433789274,0.280107919192735,0.914182838435214
"MPI",124,9,0,89,0,0.0780719051126377,2,1.92192809488736
"MPI",124,9,1,90,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",124,9,2,91,0,0.0633218643778377,2.58496250072116,1.95021206491475
"MPI",124,9,3,92,0,0.0267158598280377,1.8073549220576,1.90563906222957
"MPI",124,9,4,93,1,0.0145361093482848,1.41503749927884,1.83659166810898
"MPI",124,10,1,94,0,0.0780719051126377,2,1.92192809488736
"MPI",124,10,2,95,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",124,10,3,96,0,0.0147718639657485,1,1.66449777920046
"MPI",124,10,4,97,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",124,10,5,98,0,0.0522972207799099,3,1.65774272650489
"MPI",124,10,6,99,1,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",124,11,0,100,0,0.0780719051126377,2,1.92192809488736
"MPI",124,11,1,101,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",124,11,2,102,0,0.0147718639657485,1,1.66449777920046
"MPI",124,11,3,103,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",124,11,4,104,1,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",125,0,0,1,0,0.0780719051126377,2,1.92192809488736
"MPI",125,0,1,2,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",125,0,2,3,0,0.0147718639657485,1,1.66449777920046
"MPI",125,0,3,4,0,0.00855998136220558,0.807354922057604,1.5487949406954
"MPI",125,0,4,5,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",125,0,5,6,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",125,0,6,7,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",125,0,7,8,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",125,0,8,9,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",125,0,9,10,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",125,0,10,11,0,0.000889032116172857,0.347923303420307,1.03892059503159
"MPI",125,0,11,12,0,0.000715834762216514,0.321928094887362,0.993392729010363
"MPI",125,0,12,13,0,0.000584973739729192,0.299560281858908,0.951994081908783
"MPI",125,0,13,14,0,0.000484234433789274,0.280107919192735,0.914182838435214
"MPI",125,0,14,15,0,0.000405407486289974,0.263034405833794,0.879506460812006
"MPI",125,1,0,16,0,0.0780719051126377,2,1.92192809488736
"MPI",125,1,1,17,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",125,1,2,18,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",125,1,3,19,0,0.0148736716970261,1.22239242133645,1.75
"MPI",125,1,4,20,0,0.00892394016177786,1,1.65774272650489
"MPI",125,1,5,21,0,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",125,1,6,22,0,0.00596978852304345,1,1.68581570915303
"MPI",125,1,7,23,0,0.0411357845828078,3.4594316186373,1.79248125036058
"MPI",125,1,8,24,0,0.00427254791507444,1,1.72724860626392
"MPI",125,1,9,25,0,0.00316769776485714,0.893084796083488,1.66449777920046
"MPI",125,1,10,26,0,0.0174568265933169,2.8073549220576,1.72323142879762
"MPI",125,1,11,27,0,0.0165710644937353,2.90689059560852,1.78063906222957
"MPI",125,1,12,28,0,0.00249745363088484,1,1.73222166376165
"MPI",125,1,13,29,0,0.00198400283305474,0.917537839808027,1.68497744848673
"MPI",125,1,14,30,0,0.0143599881125936,3.16992500144231,1.74877259474022
"MPI",125,2,0,31,0,0.0780719051126377,2,1.92192809488736
"MPI",125,2,1,32,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",125,2,2,33,0,0.0147718639657485,1,1.66449777920046
"MPI",125,2,3,34,0,0.0573549220576041,2.8073549220576,1.75
"MPI",125,2,4,35,0,0.00892394016177786,1,1.65774272650489
"MPI",125,2,5,36,0,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",125,2,6,37,0,0.00401892619144097,0.736965594166206,1.49111485005519
"MPI",125,2,7,38,0,0.00289916987773836,0.652076696579693,1.41829583405449
"MPI",125,2,8,39,0,0.038368936426218,3.58496250072116,1.54659356429494
"MPI",125,2,9,40,0,0.00232229701068887,0.700439718141092,1.48383170684469
"MPI",125,2,10,41,0,0.00179972207911885,0.637429920615292,1.42560519901694
"MPI",125,2,11,42,0,0.00142426818659878,0.584962500721156,1.37164076218686
"MPI",125,2,12,43,0,0.0301842175731901,4,1.49606591154385
"MPI",125,2,13,44,0,0.00122509453059963,0.628031222613042,1.44661666762821
"MPI",125,2,14,45,0,0.00100821570710418,0.584962500721156,1.40025823261021
"MPI",125,3,0,46,0,0.0780719051126377,2,1.92192809488736
"MPI",125,3,1,47,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",125,3,2,48,0,0.0147718639657485,1,1.66449777920046
"MPI",125,3,3,49,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",125,3,4,50,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",125,3,5,51,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",125,3,6,52,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",125,3,7,53,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",125,3,8,54,1,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",125,4,0,55,0,0.0780719051126377,2,1.92192809488736
"MPI",125,4,1,56,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",125,4,2,57,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",125,4,3,58,0,0.0148736716970261,1.22239242133645,1.75
"MPI",125,4,4,59,1,0.00892394016177786,1,1.65774272650489
"MPI",125,5,0,60,0,0.0780719051126377,2,1.92192809488736
"MPI",125,5,1,61,0,0.0702989274995393,2.32192809488736,1.91829583405449
"MPI",125,5,2,62,1,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",125,6,0,63,0,0.0780719051126377,2,1.92192809488736
"MPI",125,6,1,64,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",125,6,2,65,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",125,6,3,66,1,0.0148736716970261,1.22239242133645,1.75
"MPI",125,8,0,67,0,0.0780719051126377,2,1.92192809488736
"MPI",125,8,1,68,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",125,8,2,69,1,0.0147718639657485,1,1.66449777920046
"MPI",125,9,0,70,0,0.0780719051126377,2,1.92192809488736
"MPI",125,9,1,71,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",125,9,2,72,0,0.0633218643778377,2.58496250072116,1.95021206491475
"MPI",125,9,3,73,1,0.0267158598280377,1.8073549220576,1.90563906222957
"MPI",125,10,0,74,0,0.0780719051126377,2,1.92192809488736
"MPI",125,10,1,75,1,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",125,12,0,76,0,0.0780719051126377,2,1.92192809488736
"MPI",125,12,1,77,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",125,12,2,78,1,0.0147718639657485,1,1.66449777920046
"MPI",125,13,0,79,0,0.0780719051126377,2,1.92192809488736
"MPI",125,13,1,80,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",125,13,2,81,1,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",125,14,0,82,0,0.0780719051126377,2,1.92192809488736
"MPI",125,14,1,83,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",125,14,2,84,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",125,14,3,85,0,0.0148736716970261,1.22239242133645,1.75
"MPI",125,14,4,86,0,0.00892394016177787,1,1.65774272650489
"MPI",125,14,5,87,0,0.00581755005522628,0.84799690655495,1.57095059445467
"MPI",125,14,6,88,0,0.0443146580682469,3.32192809488736,1.68581570915303
"MPI",125,14,7,89,1,0.0041980303624025,0.874469117916141,1.61400546285422
"MPI",125,15,0,90,0,0.0780719051126377,2,1.92192809488736
"MPI",125,15,1,91,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",125,15,2,92,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",125,15,3,93,0,0.0573549220576041,2.8073549220576,1.90563906222957
"MPI",125,15,4,94,0,0.0145361093482848,1.41503749927884,1.83659166810898
"MPI",125,15,5,95,0,0.00896095399863129,1.16992500144231,1.76096404744368
"MPI",125,15,6,96,0,0.0220317037194712,2.32192809488736,1.78992907531
"MPI",125,15,7,97,0,0.0411357845828078,3.4594316186373,1.88791850267113
"MPI",125,15,8,98,0,0.00592327758027664,1.26303440583379,1.83392721764183
"MPI",125,15,9,99,0,0.00428100675171191,1.11547721741994,1.77832835373141
"MPI",125,15,10,100,0,0.0111409929234439,2.22239242133645,1.79679163198164
"MPI",125,15,11,101,0,0.00321313457971645,1.09953567355091,1.75
"MPI",125,15,12,102,0,0.00249745363088479,1,1.70338489931029
"MPI",125,15,13,103,0,0.00696231061007213,2.08746284125034,1.71776025214133
"MPI",125,15,14,104,0,0.00199911612770046,1,1.67798428063777
"MPI",126,0,0,1,0,0.0780719051126377,2,1.92192809488736
"MPI",126,0,1,2,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",126,0,2,3,0,0.0147718639657485,1,1.66449777920046
"MPI",126,0,3,4,0,0.00855998136220558,0.807354922057604,1.5487949406954
"MPI",126,0,4,5,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",126,0,5,6,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",126,0,6,7,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",126,0,7,8,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",126,0,8,9,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",126,0,9,10,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",126,0,10,11,0,0.000889032116172857,0.347923303420307,1.03892059503159
"MPI",126,0,11,12,0,0.000715834762216514,0.321928094887362,0.993392729010363
"MPI",126,0,12,13,1,0.000584973739729192,0.299560281858908,0.951994081908783
"MPI",126,1,0,14,0,0.0780719051126377,2,1.92192809488736
"MPI",126,1,1,15,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",126,1,2,16,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",126,1,3,17,0,0.0148736716970261,1.22239242133645,1.75
"MPI",126,1,4,18,0,0.00892394016177786,1,1.65774272650489
"MPI",126,1,5,19,0,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",126,1,6,20,0,0.00596978852304345,1,1.68581570915303
"MPI",126,1,7,21,0,0.0411357845828078,3.4594316186373,1.79248125036058
"MPI",126,1,8,22,0,0.00427254791507444,1,1.72724860626392
"MPI",126,1,9,23,1,0.00316769776485714,0.893084796083488,1.66449777920046
"MPI",126,2,1,24,0,0.0780719051126377,2,1.92192809488736
"MPI",126,2,2,25,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",126,2,3,26,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",126,2,4,27,0,0.0148736716970261,1.22239242133645,1.75
"MPI",126,2,5,28,0,0.00892394016177786,1,1.65774272650489
"MPI",126,2,6,29,0,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",126,2,7,30,0,0.00401892619144097,0.736965594166206,1.49111485005519
"MPI",126,2,8,31,0,0.0411357845828078,3.4594316186373,1.61400546285422
"MPI",126,2,9,32,0,0.00307359977538463,0.777607578663552,1.54659356429494
"MPI",126,2,10,33,0,0.00232229701068887,0.700439718141092,1.48383170684469
"MPI",126,2,11,34,0,0.00179972207911885,0.637429920615292,1.42560519901694
"MPI",126,2,12,35,0,0.0318905956085185,3.90689059560852,1.5487949406954
"MPI",126,2,13,36,0,0.00151002705844209,0.678071905112638,1.49606591154385
"MPI",126,2,14,37,0,0.00122509453059963,0.628031222613042,1.44661666762821
"MPI",126,3,0,38,0,0.0780719051126377,2,1.92192809488736
"MPI",126,3,1,39,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",126,3,2,40,0,0.0147718639657485,1,1.66449777920046
"MPI",126,3,3,41,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",126,3,4,42,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",126,4,0,43,0,0.0780719051126377,2,1.92192809488736
"MPI",126,4,1,44,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",126,4,2,45,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",126,4,3,46,0,0.0148736716970261,1.22239242133645,1.75
"MPI",126,4,4,47,0,0.00892394016177786,1,1.65774272650489
"MPI",126,4,5,48,0,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",126,4,6,49,0,0.0443146580682469,3.32192809488736,1.68581570915303
"MPI",126,4,7,50,0,0.0041980303624025,0.874469117916141,1.61400546285422
"MPI",126,4,8,51,0,0.00307359977538463,0.777607578663552,1.54659356429494
"MPI",126,4,9,52,0,0.00232229701068887,0.700439718141092,1.48383170684469
"MPI",126,4,10,53,0,0.0337976597824188,3.8073549220576,1.60493559474313
