run_id,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,fitted_T,fitted_eps,beta0,beta1,std_X,aic,valid_mvt,n_decisions,n_fit,n_steps_total,config_alpha,config_beta,config_temp,config_l1,config_trav
run_1051_l1-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.1_eps-0.01,0.4853509847080886,0.5179897498577076,0.00028563267637817766,2,7000,0.11260270076675649,0.006599963587916119,0.058612835597852866,-8.880781661457522,0.1292754046764097,62962.50104198589,True,600000,50000,14965201,0.1,0.001,0.1,0.0005,50.0
run_1059_l1-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.01_eps-0.01,0.7631516041893979,0.9999983218220764,0.00014283673760891302,1,7000,0.019555887436822503,-0.022881101115007494,-1.1700364500934806,-51.13549580557838,0.28472974423593034,30317.899893640104,True,600000,50000,9472451,0.2,0.001,0.01,0.0005,50.0
run_1066_l1-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.001,0.992219103443464,0.9999999958776927,0.00014283673760891302,1,7000,2.861077312001937,-13.871282117759256,-4.848272383123167,-0.34951869206927705,418.27488143338405,4577.15751990285,True,600000,50000,823551,0.01,0.003,0.001,0.0005,50.0
run_1073_l1-0.0005_beta0.003_alpha0.01_trav50_blk1_temp1.0_eps-0.01,0.5043583473444186,0.0024310287416967613,0.00028563267637817766,2,7000,21.706630748061965,-0.3784297305628716,-0.017433830931898955,-0.04606887230019717,0.10554711391152381,69314.727791169,True,600000,50000,15483901,0.01,0.003,1.0,0.0005,50.0
run_1080_l1-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.1,0.49426139682144415,0.11562901659238017,0.4,20,30,0.017494802113032754,0.0004016005424556152,0.022955420693580916,-57.159834877757774,0.004064523513593585,68714.58055882416,True,600000,50000,15612501,0.03,0.003,0.1,0.0005,50.0
run_1088_l1-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.01,0.7698660113083712,0.9996849995474745,0.00028563267637817766,1,3500,0.024125303753003775,-0.029132626097207275,-1.2075547895880918,-41.4502553102774,0.22571180142016775,31811.38709364855,True,600000,50000,9326751,0.1,0.003,0.01,0.0005,50.0
run_1095_l1-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,0.9228865850166409,0.999967701874018,0.16666666666666666,1,5,0.019180578484724375,-0.047610589886464556,-2.482229090451164,-52.136070911334144,0.24608022495661364,23360.57092168273,True,600000,50000,6783751,0.2,0.003,0.0001,0.0005,50.0
run_1102_l1-0.0005_beta0.003_alpha0.2_trav50_blk1_temp1.0,0.48050378749349576,0.07235720564142378,0.0008688097306689834,2,2300,0.8125123470994453,0.06339579575363628,0.07802440908122854,-1.2307505277548818,0.11796714009872587,69018.89236114817,True,600000,50000,16166251,0.2,0.003,1.0,0.0005,50.0
run_110_l1-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.0001,0.9744358094263402,0.78405767484701,0.3333333333333333,1,2,0.019421264284611175,-0.07070633811141869,-3.6406660799855475,-51.489953761268254,0.09577122199935681,13299.47723446426,True,600000,50000,19518501,0.03,0.0001,0.0001,1e-05,500.0
run_1117_l1-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.001_eps-0.01,0.9923015242121106,0.021765880656747116,0.2857142857142857,2,5,0.04385386075020086,-0.21308611362661714,-4.859004657318367,-22.803009424784104,0.050940637313374164,4830.822762109647,True,600000,50000,896301,0.03,0.01,0.001,0.0005,50.0
run_1124_l1-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.0001,0.8555758293474227,0.9999911809773164,0.00014283673760891302,1,7000,0.02416959832602738,-0.042998201898561475,-1.779020127622818,-41.37429122779983,0.3249773489095865,28057.113484255024,True,600000,50000,7230701,0.1,0.01,0.0001,0.0005,50.0
run_1131_l1-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.1_eps-0.01,0.48728392371755647,0.42100659911814114,0.0625,2,30,0.11766594794630021,0.0059862875347928834,0.0508752756364558,-8.498635479963795,0.105708097904706,64440.78272146382,True,600000,50000,15269951,0.1,0.01,0.1,0.0005,50.0
run_1139_l1-0.0005_beta0.01_alpha0.2_trav50_blk1_temp0.01_eps-0.01,0.7197422715945966,0.9999999958776927,0.00014283673760891302,1,7000,0.019931743673664102,-0.018799292823826884,-0.9431835534121619,-50.17122517591395,0.866260445638505,31076.095367536418,True,600000,50000,10261351,0.2,0.01,0.01,0.0005,50.0
run_1146_dist-1e-05_beta0.0001_alpha0.03_trav50_blk1_temp0.1,0.49899564130016294,0.2666227872558637,0.0033222591362126247,5,1500,0.21669297117290187,0.0008705510540408363,0.004017440202738341,-4.614824350726578,0.1184121735633829,69000.6349841274,True,600000,50000,15615501,0.03,0.0001,0.1,,50.0
run_1153_dist-1e-05_beta0.0001_alpha0.2_trav50_blk1_temp0.001_eps-0.01,0.9928326362722877,0.9641140260095352,0.25,1,3,0.01737143155111459,-0.08565894937136041,-4.931024200240097,-57.56577959954243,0.14282692551614093,3885.1928071081707,True,600000,50000,1075751,0.2,0.0001,0.001,,50.0
run_1160_dist-1e-05_beta0.001_alpha0.01_trav50_blk1_temp0.1,0.5108606379391195,0.03322210023749428,0.027777777777777776,10,350,0.21833137702739625,-0.009486364266938491,-0.043449385956779545,-4.580193711115191,0.014519042193752331,69241.52145104509,True,600000,50000,15286501,0.01,0.001,0.1,,50.0
run_1168_dist-1e-05_beta0.001_alpha0.2_trav50_blk1_temp0.001,0.9862608433569862,0.9272484286981151,0.3333333333333333,1,2,0.012003151628953195,-0.0512975205621108,-4.273670961414365,-83.31145276777703,0.081850303004329,8108.9756664936085,True,600000,50000,1877351,0.2,0.001,0.001,,50.0
run_1175_dist-1e-05_beta0.001_alpha0.2_trav50_blk1_temp1.0_eps-0.01,0.4899698646698347,0.06228543668960396,0.13043478260869565,3,20,0.3549133005483633,0.014241224236455935,0.04012592431574796,-2.8175895308937067,0.04428696484415701,69120.29788980662,True,600000,50000,15869601,0.2,0.001,1.0,,50.0
run_1182_dist-1e-05_beta0.003_alpha0.2_trav50_blk1_temp0.0001,0.9848695118557836,0.9961845184792301,0.0625,1,15,0.010806838158699194,-0.045127166323408026,-4.175797366511125,-92.53400349990703,0.10526833840566942,8203.718759926367,True,600000,50000,1872951,0.2,0.003,0.0001,,50.0
run_118_l1-1e-05_beta0.001_alpha0.1_trav500_blk1_temp0.0001,0.9144065363242609,0.9994712255417482,0.0014265335235378032,1,700,0.012890122823453632,-0.03053240004215987,-2.368666339362263,-77.57877979102696,0.12789346467438015,24609.56553573446,True,600000,50000,41125501,0.1,0.001,0.0001,1e-05,500.0
run_1197_dist-1e-05_beta0.01_alpha0.01_trav50_blk1_temp0.01_eps-0.01,0.9768401312157187,0.0,0.25,1,3,-67.95537703307679,254.28236253932081,-3.7419020192552344,0.014715538985432416,0.28321732329213456,11013.392208782503,False,600000,50000,1258651,0.01,0.01,0.01,,50.0
run_1204_dist-1e-05_beta0.01_alpha0.03_trav50_blk1_temp0.001,0.9807072760953754,0.408633247856627,0.006622516556291391,1,150,0.03394522185630936,-0.1333553654269702,-3.9285459965901977,-29.459227111050126,0.12088701891832514,9768.63219524138,True,600000,50000,1764651,0.03,0.01,0.001,,50.0
run_1211_dist-1e-05_beta0.01_alpha0.03_trav50_blk1_temp1.0_eps-0.01,0.5026258533477166,0.010666054469427977,0.3333333333333333,1,2,3.9976115618294585,-0.0419889528372045,-0.010503509955326618,-0.25014936657386544,0.08528307146328859,69311.7300672369,True,600000,50000,15551551,0.03,0.01,1.0,,50.0
run_1219_dist-1e-05_beta0.01_alpha0.1_trav50_blk1_temp0.1_eps-0.01,0.5053444643559074,0.30672581421395695,0.11764705882352941,2,15,0.1063640099897732,-0.0022739212441295264,-0.021378671642298574,-9.401676376211737,0.0674267448000127,66620.47238404522,True,600000,50000,15115201,0.1,0.01,0.1,,50.0
run_1226_dist-1e-05_beta0.01_alpha0.2_trav50_blk1_temp0.01,0.6879582101897643,0.9999949664345296,0.002849002849002849,1,350,0.011445712744546038,-0.009048877193080989,-0.7905909745457174,-87.36895834438157,0.15082079810078106,40059.067754330215,True,600000,50000,10436601,0.2,0.01,0.01,,50.0
run_1233_dist-0.0001_beta0.0001_alpha0.01_trav50_blk1_temp0.1_eps-0.01,0.5366028690993031,0.03318669973897148,0.4166666666666667,5,7,0.14641566434553965,-0.02147535127188334,-0.14667386421989456,-6.82987031797369,0.009774035838752639,68996.25714758817,True,600000,50000,14518301,0.01,0.0001,0.1,,50.0
run_1240_dist-0.0001_beta0.0001_alpha0.2_trav50_blk1_temp0.001,0.9880899070640801,0.6723032290063202,0.3333333333333333,1,2,0.01207957677557197,-0.053372251104643484,-4.4183875061397835,-82.78435731475781,0.06205676748662253,7073.342679576074,True,600000,50000,1623401,0.2,0.0001,0.001,,50.0
run_1248_dist-0.0001_beta0.001_alpha0.01_trav50_blk1_temp0.1,0.5104229446917978,0.02772792156716619,0.0625,2,30,1.2059876947994914,-0.0502870571105427,-0.04169781941175069,-0.8291958568999005,0.06692528704571792,69258.83764481165,True,600000,50000,15283801,0.01,0.001,0.1,,50.0
run_1255_dist-0.0001_beta0.001_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,0.9931685972468861,0.9999996296753708,0.09090909090909091,1,10,0.019575835193647317,-0.09747533435290101,-4.9793704017560065,-51.083388785604235,0.38748089531621305,3767.785763232903,True,600000,50000,1040101,0.2,0.001,0.0001,,50.0
run_1262_dist-0.0001_beta0.001_alpha0.2_trav50_blk1_temp1.0,0.48769272868147917,0.05653671629956536,0.23076923076923078,3,10,0.32665332463343816,0.016084093218892082,0.04923903112555561,-3.0613495243686066,0.03699763424933129,69144.09606234022,True,600000,50000,15948451,0.2,0.001,1.0,,50.0
run_126_l1-0.0001_beta0.0001_alpha0.01_trav500_blk1_temp0.0001,0.9560847337809656,0.9999989353505605,0.03225806451612903,1,30,0.03309529953267631,-0.10195286786501223,-3.0805845332915056,-30.215771246084664,0.5571777690756129,17611.78787457931,True,600000,50000,26335001,0.01,0.0001,0.0001,0.0001,500.0
run_1277_dist-0.0001_beta0.003_alpha0.2_trav50_blk1_temp0.1_eps-0.01,0.519840573616906,0.9999999958776927,0.00014283673760891302,1,7000,0.08092842863746345,-0.006426040001864598,-0.07940398831480401,-12.356597265464254,7.0432610933443645,59014.365442678005,True,600000,50000,14476701,0.2,0.003,0.1,,50.0
run_1284_dist-0.0001_beta0.01_alpha0.01_trav50_blk1_temp0.01,0.8864425925837037,0.0034526042702003323,0.0196078431372549,3,150,3.322839233027004,-6.828128473323038,-2.054907864772869,-0.3009474518239123,0.05698382836789864,35391.505452747115,True,600000,50000,3984601,0.01,0.01,0.01,,50.0
run_1291_dist-0.0001_beta0.01_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,0.9982010279231504,0.055107834116336685,0.004329004329004329,1,230,0.1918897570264576,-1.2125013400577214,-6.318739253448232,-5.211325583481357,0.6673979734810604,1260.6232817486132,True,600000,50000,671451,0.03,0.01,0.0001,,50.0
run_1299_dist-0.0001_beta0.01_alpha0.03_trav50_blk1_temp1.0_eps-0.01,0.5026558104270954,0.025527228576434358,0.2222222222222222,20,70,1.1254801769274358,-0.011956360401196625,-0.010623341615698221,-0.8885096517026208,0.05747488679234993,69314.8054390677,True,600000,50000,15553101,0.03,0.01,1.0,,50.0
run_1306_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.1,0.4806884536721901,0.3127907390972824,0.09090909090909091,2,20,0.10671322565443862,0.008247292184270432,0.0772846302198475,-9.370909686848231,0.06917216414266215,66158.73893091321,True,600000,50000,15749451,0.1,0.01,0.1,,50.0
run_1313_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.001_eps-0.01,0.9920332629416203,0.9591864958714661,0.3333333333333333,1,2,0.014462949341019972,-0.06977623343890414,-4.82448163190367,-69.1421906017322,0.11543782706275786,4628.087664396416,True,600000,50000,1142601,0.2,0.01,0.001,,50.0
run_1320_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.0001,0.9975450555934574,0.005069517440031701,0.25,1,3,0.1184960488237017,-0.711828658751584,-6.007193200261402,-8.439099952503893,0.1075346346214195,1722.7209579660946,True,600000,50000,693451,0.01,0.0001,0.0001,,50.0
run_1328_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp1.0,0.5014444636316823,0.008592121687532761,0.3333333333333333,1,2,6.380325444266278,-0.03686469480674758,-0.005777870600609611,-0.15673181701078534,0.10964467849461568,69315.10523022115,True,600000,50000,15580451,0.01,0.0001,1.0,,50.0
run_1335_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.01_eps-0.01,0.9135545955356427,0.5970538820996407,0.00014283673760891302,1,7000,0.05570935815713761,-0.131353200782042,-2.3578300868507265,-17.95030553357538,0.1546192011203612,27561.871329691305,True,600000,50000,4121301,0.03,0.0001,0.01,,50.0
run_1342_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.001,0.9911450398764177,0.727954691408071,0.3333333333333333,1,2,0.02021991117320401,-0.09539517746540645,-4.717883112752087,-49.45620143599977,0.11530007822713224,5254.086515141662,True,600000,50000,1266801,0.1,0.0001,0.001,,50.0
run_134_l1-0.0001_beta0.001_alpha0.03_trav500_blk1_temp0.0001,0.9610294859308015,0.7687238918756559,0.25,1,3,0.02398349252509648,-0.07687188497412475,-3.2051997803775047,-41.69534520268863,0.10574549705188006,17968.68994104323,True,600000,50000,29289501,0.03,0.001,0.0001,0.0001,500.0
run_1357_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.1_eps-0.01,0.5216590698063475,0.832923466086445,0.00014283673760891302,1,7000,0.07503620213647302,-0.00650492814673919,-0.0866905301911239,-13.326900503056345,0.17996256469399202,58252.582891509825,True,600000,50000,14351451,0.2,0.0001,0.1,,50.0
run_1364_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.01,0.7905039264567011,0.279854813886225,0.038461538461538464,2,50,0.14114088318977858,-0.18743024137581157,-1.3279656265420428,-7.085119331833826,0.11948254068161697,49689.88318909397,True,600000,50000,6892751,0.01,0.001,0.01,,50.0
run_1371_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,0.997279029199662,0.13603445937676573,0.014084507042253521,1,70,0.1024943249264764,-0.6051307859153272,-5.904041871092996,-9.756637752552088,0.4156984557928816,1826.213226277553,True,600000,50000,711151,0.03,0.001,0.0001,,50.0
run_1379_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp1.0_eps-0.01,0.5011702264121112,0.018329777557768046,0.0021382751247327157,15,7000,0.308274382116236,-0.0014430059313163934,-0.004680914195368666,-3.2438634476702846,0.011302529524309995,69302.22637769152,True,600000,50000,15566951,0.03,0.001,1.0,,50.0
run_1386_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.1,0.48339652235349184,0.3812957397572635,0.16666666666666666,2,10,0.08659902886640569,0.005753495578991139,0.06643833833133306,-11.547473604382755,0.06962489137429159,65552.98841711608,True,600000,50000,15614551,0.1,0.001,0.1,,50.0
run_1393_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.001_eps-0.01,0.9925196552105161,0.9994514579595529,0.3333333333333333,1,2,0.016059067006682307,-0.07849620451966703,-4.887967930328962,-62.27011815716891,0.19906374200863822,4113.905046673148,True,600000,50000,1048751,0.2,0.001,0.001,,50.0
run_1400_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.0001,0.9962754119500411,0.003976546755397603,0.16666666666666666,1,5,0.18783502405908034,-1.0498226250022258,-5.589067482281801,-5.323820757120711,0.09645147684941593,2584.820602327546,True,600000,50000,755301,0.01,0.003,0.0001,,50.0
run_1408_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp1.0,0.5013329898342723,0.007608638111396171,0.2857142857142857,2,5,2.8016208386422172,-0.014938163780387703,-0.0053319719693502,-0.35693623712644923,0.04263416391101625,69315.63053070978,True,600000,50000,15578251,0.01,0.003,1.0,,50.0
run_1415_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.01_eps-0.01,0.9055085402617936,0.5630953770668039,0.0014265335235378032,1,700,0.060683086261250366,-0.1371430013349182,-2.259987251546431,-16.479056383105508,0.15454469025280432,29452.310491324562,True,600000,50000,4399451,0.03,0.003,0.01,,50.0
run_1422_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.001,0.9815671777084352,0.9676052993611823,0.3333333333333333,1,2,0.01948693263569251,-0.07746089940970469,-3.975017559604344,-51.31643951846928,0.14366202358192182,9900.484436343384,True,600000,50000,1949051,0.1,0.003,0.001,,50.0
run_142_l1-0.0001_beta0.003_alpha0.1_trav500_blk1_temp0.0001,0.8217177609000555,0.9999920586622332,0.00014283673760891302,1,7000,0.012797307720836853,-0.019554658241668844,-1.528029072070333,-78.14143582495703,0.17042749504962185,31758.60790170533,True,600000,50000,72027001,0.1,0.003,0.0001,0.0001,500.0
run_1437_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.1_eps-0.01,0.5167519926081996,0.805871429449874,0.004329004329004329,1,230,0.08435387258790217,-0.005654498190790703,-0.06703305986216995,-11.854820286501198,0.18828524881782177,57311.72776161504,True,600000,50000,14392001,0.2,0.003,0.1,,50.0
run_1444_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.01,0.9284213008685439,0.0,0.16666666666666666,1,5,-112.72089598116821,288.86849719994177,-2.5626880862285,0.008871469582419444,0.2912441336847542,25769.49476947898,False,600000,50000,2764601,0.01,0.01,0.01,,50.0
run_1451_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,0.9982497994549253,0.0035511729389706703,0.014084507042253521,1,70,0.5836672154057798,-3.704111587290498,-6.346273166491471,-1.7133050711179236,0.5217422397819136,1303.624187088878,True,600000,50000,663751,0.03,0.01,0.0001,,50.0
run_1459_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp1.0_eps-0.01,0.5021550534004572,0.0012770248368990655,0.000434593654932638,1,2300,73.96118504191784,-0.6375651613456432,-0.00862026698171886,-0.013520605428823855,0.1889041524904112,69317.72289633812,True,600000,50000,15552401,0.03,0.01,1.0,,50.0
run_1466_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.1,0.47815618690739936,0.33092064549191563,0.16666666666666666,2,10,0.09464060148844135,0.008274513390900828,0.08743090450361742,-10.566289565711731,0.06520632136317626,66098.14534005082,True,600000,50000,15770051,0.1,0.01,0.1,,50.0
run_1473_dist-0.0005_beta0.01_alpha0.2_trav50_blk1_temp0.001_eps-0.01,0.9926461105900598,0.9778694902026592,0.09090909090909091,1,10,0.015327195205964586,-0.07518211296274509,-4.9051448717432615,-65.24350910666614,0.13324883058079298,4173.298489960378,True,600000,50000,1138101,0.2,0.01,0.001,,50.0
run_1480_l1-1e-06_beta0.0001_alpha0.01_trav500_blk1_temp0.1,0.493559242441337,0.0291307648446526,0.014084507042253521,5,350,0.5083860466345526,0.01309828960376267,0.025764455359212925,-1.967009139255229,0.029632647014169494,69269.84488923209,True,600000,50000,152770001,0.01,0.0001,0.1,1e-06,500.0
run_1488_l1-1e-06_beta0.0001_alpha0.2_trav500_blk1_temp0.001,0.6996180389496717,0.9999979274441493,0.00014283673760891302,1,7000,0.010234959398712759,-0.008653449983870373,-0.8454796591531872,-97.70434459425105,0.14432719487587867,39766.56441943159,True,600000,50000,96245501,0.2,0.0001,0.001,1e-06,500.0
run_1495_l1-1e-06_beta0.0001_alpha0.2_trav500_blk1_temp1.0_eps-0.01,0.48867348738621164,0.06043582960348859,0.4166666666666667,5,7,0.06845146945052341,0.0031017963734249485,0.04531380258632608,-14.60889018201133,0.008288186168978534,69124.17967292195,True,600000,50000,153850501,0.2,0.0001,1.0,1e-06,500.0
run_1502_l1-1e-06_beta0.001_alpha0.2_trav500_blk1_temp0.0001,0.8248925771200267,0.9999966014161731,0.001996007984031936,1,500,0.010474431429408716,-0.01623383460604584,-1.5498535376790608,-95.47057582451043,0.14859110912985707,33593.85209778074,True,600000,50000,68768001,0.2,0.001,0.0001,1e-06,500.0
run_150_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.0001,0.9906020103298325,0.12302810600859182,0.3333333333333333,1,2,0.018498123891350134,-0.08616087681771135,-4.657817048030522,-54.059536300738465,0.04993845328598193,6033.220873445917,True,600000,50000,8596001,0.01,0.001,0.0001,,500.0
run_1517_l1-1e-06_beta0.003_alpha0.1_trav500_blk1_temp0.1_eps-0.01,0.49199311963702697,0.3323125321421703,0.16666666666666666,2,10,0.08777976639596605,0.0028116087045375214,0.032030259591425955,-11.392146972561953,0.060657726160854256,66111.88124597807,True,600000,50000,148699001,0.1,0.003,0.1,1e-06,500.0
run_1524_l1-1e-06_beta0.003_alpha0.2_trav500_blk1_temp0.1,0.48354456536975554,0.7444340677967659,0.00014283673760891302,1,7000,0.07839105347554813,0.005161699551975837,0.06584551837392877,-12.75655774050698,0.15069256819813112,59805.81347681949,True,600000,50000,149292001,0.2,0.003,0.1,1e-06,500.0
run_1531_l1-1e-06_beta0.01_alpha0.01_trav500_blk1_temp0.001_eps-0.01,0.9999797803227426,0.0,0.001996007984031936,2,1000,-84081.4544535401,908822.4909123029,-10.808834086171526,1.1893229089567645e-05,47.06605153993827,27.639659655661372,False,600000,50000,611501,0.01,0.01,0.001,1e-06,500.0
