run_id,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,fitted_T,fitted_eps,beta0,beta1,std_X,aic,valid_mvt,n_decisions,n_fit,n_steps_total,config_alpha,config_beta,config_temp,config_l1,config_trav
run_005_l1-1e-06_beta0.0001_alpha0.1_trav50_blk1_temp1.0,0.4938497889691211,0.03516044825023068,0.09090909090909091,3,30,0.6592840356588366,0.01621976184609859,0.02460208494187158,-1.5167969280504094,0.04638757907268047,69252.21043808987,True,600000,50000,15811151,0.1,0.0001,1.0,1e-06,50.0
run_013_l1-1e-06_beta0.003_alpha0.01_trav50_blk1_temp1.0,0.501156036770308,0.007244630721675971,0.09090909090909091,5,50,2.014639559934884,-0.009316006240972912,-0.004624155321001449,-0.4963667049366991,0.02919130604593301,69315.88373951182,True,600000,50000,15581451,0.01,0.003,1.0,1e-06,50.0
run_021_l1-1e-05_beta0.0001_alpha0.03_trav50_blk1_temp1.0,0.4995094942196626,0.0,0.3333333333333333,1,2,-11.083019813820776,-0.021745148104815582,0.001962023750755989,0.09022811623534024,0.07596799922663591,69318.10644377007,False,600000,50000,15637001,0.03,0.0001,1.0,1e-05,50.0
run_029_l1-1e-05_beta0.001_alpha0.1_trav50_blk1_temp1.0,0.4940617015496609,0.029393462361231915,0.4166666666666667,5,7,0.1558866646620612,0.0037029802694901292,0.023754310720019784,-6.414916902403739,0.009168030986091156,69271.3625058027,True,600000,50000,15802051,0.1,0.001,1.0,1e-05,50.0
run_037_l1-0.0001_beta0.0001_alpha0.01_trav50_blk1_temp1.0,0.5013699629164596,0.0026299787273501574,0.00028563267637817766,2,7000,14.996405875711522,-0.08217828536278456,-0.005479865378669308,-0.06668264438078593,0.07888123092219013,69318.0131163864,True,600000,50000,15578251,0.01,0.0001,1.0,0.0001,50.0
run_045_l1-0.0001_beta0.001_alpha0.03_trav50_blk1_temp1.0,0.49892753455415356,0.0161343376013926,0.03225806451612903,5,150,1.0014881564722042,0.0042962523576017255,0.004289868362233563,-0.998514054846693,0.03231964935323909,69305.64259131839,True,600000,50000,15643751,0.03,0.001,1.0,0.0001,50.0
run_053_l1-0.0001_beta0.003_alpha0.1_trav50_blk1_temp1.0,0.4926467269296791,0.03177731113338261,0.16666666666666666,20,100,0.1123010543323263,0.0033033594410446883,0.02941521306887502,-8.904635899862127,0.007141198933740923,69259.88295823974,True,600000,50000,15824151,0.1,0.003,1.0,0.0001,50.0
run_061_dist-1e-05_beta0.001_alpha0.01_trav50_blk1_temp1.0,0.5011453495129939,9.909004465846749e-06,0.005681818181818182,2,350,3757.278525346726,-17.21361862514777,-0.004581406065327371,-0.0002661500852955049,0.07446217010211532,69318.43800230458,True,600000,50000,15584801,0.01,0.001,1.0,,50.0
run_069_dist-1e-05_beta0.003_alpha0.03_trav50_blk1_temp1.0,0.4992428918445764,1.3318305815968046e-05,0.000434593654932638,1,2300,5439.229693764992,16.472353231046196,0.0030284349362793986,-0.00018384956258536085,0.14488298113400797,69318.59562968128,True,600000,50000,15639451,0.03,0.003,1.0,,50.0
run_077_dist-0.0001_beta0.0001_alpha0.1_trav50_blk1_temp1.0,0.4935009697496743,0.033341034764931776,0.0014265335235378032,10,7000,0.25134253453035177,0.00653429894601954,0.02599758516094086,-3.978634184892575,0.016769086879487572,69257.9743494688,True,600000,50000,15800601,0.1,0.0001,1.0,,50.0
run_085_dist-0.0001_beta0.003_alpha0.01_trav50_blk1_temp1.0,0.5011972196645933,0.005055577687639978,0.3333333333333333,1,2,8.018153932947472,-0.03839803963215599,-0.0047888878104939145,-0.12471698702252279,0.08107395577971184,69317.19782711286,True,600000,50000,15581651,0.01,0.003,1.0,,50.0
run_093_l1-1e-06_beta0.0001_alpha0.03_trav500_blk1_temp1.0,0.49788975469670727,0.0,0.00028563267637817766,2,7000,-6855.581048263011,-57.868174428466645,0.008441031332147787,0.00014586655645379155,0.06858930672007318,69317.768009261,False,600000,50000,151445501,0.03,0.0001,1.0,1e-06,500.0
run_1001_l1-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.1_eps-0.01,0.5194407166252705,0.12063523970224138,0.25925925925925924,7,20,0.08141762566538974,-0.006334461317420419,-0.07780208849928634,-12.282352768549174,0.019769541840907186,68573.87426781266,True,600000,50000,14885401,0.03,0.0001,0.1,0.0005,50.0
run_1009_l1-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.01_eps-0.01,0.8262853175589039,0.9988148691753573,0.00014283673760891302,1,7000,0.03402957012194135,-0.053069997243503204,-1.5595259373930528,-29.386207243188974,0.2837926147053322,30866.913270038396,True,600000,50000,7981401,0.1,0.0001,0.01,0.0005,50.0
run_1016_l1-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.001,0.8895260828723681,0.9999823782694095,0.16666666666666666,1,5,0.02121800794568788,-0.0442588418146661,-2.0859093807465934,-47.12977780759241,0.2768435807703953,27890.84897878788,True,600000,50000,8287601,0.2,0.0001,0.001,0.0005,50.0
run_1023_l1-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp1.0_eps-0.01,0.48285588062308177,0.08183077626575203,0.3,3,7,0.2324974675056514,0.015950110071347834,0.0686033712214957,-4.301122118569712,0.03818096058252417,68964.579733133,True,600000,50000,16078151,0.2,0.0001,1.0,0.0005,50.0
run_1030_l1-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.1,0.5170887699033802,0.04409786063337834,0.3,30,70,0.05478668126712827,-0.003746407145781413,-0.06838171356857198,-18.252611344063926,0.004840737444712301,69159.86945158169,True,600000,50000,15066751,0.01,0.001,0.1,0.0005,50.0
run_1038_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.01,0.8433733460909082,0.8843883694802512,0.00014283673760891302,1,7000,0.07610453831219217,-0.1281253970720447,-1.683544765050084,-13.139820859274526,0.28622698302620947,36008.43179382795,True,600000,50000,6730751,0.03,0.001,0.01,0.0005,50.0
run_1045_l1-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.0001_eps-0.01,0.9215205768690036,0.9960457363170012,0.25,1,3,0.028892074016743312,-0.07116662855919881,-2.4631886419077036,-34.611568536771976,0.2311213033626765,26484.188489505217,True,600000,50000,6714401,0.1,0.001,0.0001,0.0005,50.0
run_1052_l1-0.0005_beta0.001_alpha0.1_trav50_blk1_temp1.0,0.48954382499188304,0.0601470176424459,0.000999000999000999,7,7000,0.4064212300987013,0.017000924642421797,0.04183079864773069,-2.46050138610413,0.048970524244548945,69213.99908914205,True,600000,50000,15898151,0.1,0.001,1.0,0.0005,50.0
run_105_l1-1e-06_beta0.003_alpha0.03_trav500_blk1_temp1.0,0.49737191034605693,0.012037581191741364,0.0196078431372549,7,350,0.9090937921449779,0.00955680796903431,0.01051245542716261,-1.09999651151564,0.021888242592472615,69310.20592169561,True,600000,50000,151481501,0.03,0.003,1.0,1e-06,500.0
run_1067_l1-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.001_eps-0.01,0.9956396036792206,0.0015634793912371325,0.3333333333333333,10,20,32.68542935391351,-177.50876175538346,-5.4308223959166035,-0.030594672297926152,5.855024658155753,2808.6227882752873,True,600000,50000,727801,0.01,0.003,0.001,0.0005,50.0
run_1074_l1-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.0001,0.9554551442362078,0.9999999715174166,0.00014283673760891302,1,7000,0.055377078370115386,-0.16976901860650923,-3.06569114159201,-18.058012979963507,1.1360486651588617,17725.15240794348,True,600000,50000,3374751,0.03,0.003,0.0001,0.0005,50.0
