run_id,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,fitted_T,fitted_eps,beta0,beta1,std_X,aic,valid_mvt,n_decisions,n_fit,n_steps_total,config_alpha,config_beta,config_temp,config_l1,config_trav
run_001_l1-1e-06_beta0.0001_alpha0.01_trav50_blk1_temp1.0,0.5012349326761638,0.011963058559302076,0.004267425320056899,3,700,1.93464035829302,-0.009556621812903164,-0.004939740749198059,-0.5168919358646711,0.04629092254264952,69311.53346896553,True,600000,50000,15586451,0.01,0.0001,1.0,1e-06,50.0
run_009_l1-1e-06_beta0.001_alpha0.03_trav50_blk1_temp1.0,0.4997780378776588,0.010955167427009027,0.12280701754385964,7,50,0.8523686185445416,0.0007567742400691823,0.0008878485476875121,-1.1732013336055775,0.018676432710534846,69312.80510496379,True,600000,50000,15636301,0.03,0.001,1.0,1e-06,50.0
run_017_l1-1e-06_beta0.003_alpha0.1_trav50_blk1_temp1.0,0.49332161856514184,0.03415727069927199,0.0021382751247327157,15,7000,0.14775055222805822,0.003947172920441717,0.02671511450156285,-6.768164212722972,0.010099240432744279,69255.5578678244,True,600000,50000,15792201,0.1,0.003,1.0,1e-06,50.0
run_025_l1-1e-05_beta0.001_alpha0.01_trav50_blk1_temp1.0,0.5005660127767376,0.0,0.00014283673760891302,1,7000,-4655.333113124212,10.539916590229883,-0.002264052074064471,0.00021480739953513148,0.13582564291079224,69318.6496413644,False,600000,50000,15582851,0.01,0.001,1.0,1e-05,50.0
run_033_l1-1e-05_beta0.003_alpha0.03_trav50_blk1_temp1.0,0.4993473589206534,0.008980176110115867,0.02127659574468085,5,230,1.6403451595973624,0.004282228973809094,0.0026105657999809053,-0.6096277933635986,0.029462019013770272,69314.76034752802,True,600000,50000,15636251,0.03,0.003,1.0,1e-05,50.0
run_041_l1-0.0001_beta0.0001_alpha0.1_trav50_blk1_temp1.0,0.4927804863906305,0.028497744581365836,0.0021382751247327157,15,7000,0.2679529272223619,0.007738497037070678,0.02888006157383327,-3.731998789362527,0.015279429120798447,69278.40698820812,True,600000,50000,15839351,0.1,0.0001,1.0,0.0001,50.0
run_049_l1-0.0001_beta0.003_alpha0.01_trav50_blk1_temp1.0,0.501445353690555,0.010792413684235447,0.2857142857142857,2,5,2.4448095346113026,-0.014134497304483719,-0.0057814308658326406,-0.40902981841445935,0.05277328170995314,69312.72387231684,True,600000,50000,15573601,0.01,0.003,1.0,0.0001,50.0
run_057_dist-1e-05_beta0.0001_alpha0.03_trav50_blk1_temp1.0,0.4988240207988113,0.009178750139552327,0.006951340615690168,7,1000,1.2488609193189462,0.005874548697298317,0.004703925478348656,-0.8007296765642566,0.022926735361295664,69314.2833763106,True,600000,50000,15643101,0.03,0.0001,1.0,,50.0
run_065_dist-1e-05_beta0.001_alpha0.1_trav50_blk1_temp1.0,0.49498293824634887,0.017610627670139156,0.2857142857142857,2,5,1.2737548211087066,0.025562884330456188,0.02006892056997723,-0.7850804436049759,0.044872399983037214,69298.58881320174,True,600000,50000,15788851,0.1,0.001,1.0,,50.0
run_073_dist-0.0001_beta0.0001_alpha0.01_trav50_blk1_temp1.0,0.5009647476107493,0.004462826107191176,0.3333333333333333,1,2,9.780065876452353,-0.037741227585416495,-0.003858995231953064,-0.10224880002165615,0.08729437118046365,69317.54883621992,True,600000,50000,15581101,0.01,0.0001,1.0,,50.0
run_081_dist-0.0001_beta0.001_alpha0.03_trav50_blk1_temp1.0,0.4995309290950485,0.014736156822735491,0.25925925925925924,7,20,0.5658266762672489,0.0010616516357863193,0.0018762841702516062,-1.7673256527899794,0.016677443210632005,69309.49581469549,True,600000,50000,15639601,0.03,0.001,1.0,,50.0
run_089_dist-0.0001_beta0.003_alpha0.1_trav50_blk1_temp1.0,0.49239330685401617,0.0417975239216859,0.17647058823529413,15,70,0.12084390158192314,0.003677173619517575,0.030429120306288075,-8.275138314051162,0.010110179330855397,69234.20444069551,True,600000,50000,15794601,0.1,0.003,1.0,,50.0
run_097_l1-1e-06_beta0.001_alpha0.01_trav500_blk1_temp1.0,0.4995367018619558,0.0,0.25,1,3,-2683.554350091904,-4.973144358234228,0.0018531930825488635,0.0003726401143937155,0.09485528908171495,69318.67229149828,False,600000,50000,150928501,0.01,0.001,1.0,1e-06,500.0
run_1005_l1-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.0001_eps-0.01,0.8910839297554768,0.9960724169283027,0.125,1,7,0.032738103834860484,-0.06881094472578078,-2.1018610324190155,-30.545446524461536,0.25053163629148917,27735.811260639257,True,600000,50000,7614601,0.1,0.0001,0.0001,0.0005,50.0
run_1012_l1-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp1.0,0.4900428104895641,0.04296215077201382,0.4,10,15,0.09066682107211808,0.003611624365060669,0.03983402442430308,-11.02939298163527,0.007798372467182607,69215.33794611934,True,600000,50000,15892651,0.1,0.0001,1.0,0.0005,50.0
