"subj_global","dataset","alpha_hl","beta_hl","T","eps","beta0","beta1","aic","signal_sd","tau_ratio","R_noise","stickiness","valid_mvt"
"51","MPI",4,6,0.000900302876236279,-0.00193237617448786,-2.14636232482803,-1110.73731562483,36.6057037502691,0.00201565011626723,1.5,0.446656326398325,-2.14636232482803,TRUE
"52","MPI",1,1,NA,NA,-1.84582669049742,NA,72.10205202973,0,1,NA,-1.84582669049742,NA
"53","MPI",1,4,0.0173688923453499,-0.0136022162431121,-0.783136654465692,-57.5741952979358,44.9233437708147,0.0162768571572096,4,1.06709128043534,-0.783136654465692,TRUE
"55","MPI",1,2,0.0110399513102235,-0.0220503239576658,-1.99732076148254,-90.5801096309141,40.6317354562578,0.0110906316834994,2,0.99543034385036,-1.99732076148254,TRUE
"57","MPI",2,4,0.00456719922976012,0.00111281311648519,0.24365328957713,-218.952568016728,27.9754909163999,0.00514686919103391,2,0.887374258066709,0.24365328957713,TRUE
"58","MPI",1,4,0.015907448944334,-0.0175791173670285,-1.10508714681683,-62.8636309630392,64.1257377345174,0.0152922937721366,4,1.04022648147907,-1.10508714681683,TRUE
"59","MPI",1,3,0.021484216010811,-0.0322185137836724,-1.4996364664859,-46.5457989947966,51.7322630169204,0.0151340322177876,3,1.41959629143381,-1.4996364664859,TRUE
"6","MPI",4,13,0.00402313637070359,-0.00483693927848467,-1.20228071653429,-248.562292663501,69.2085564239259,0.0048736767796123,3.25,0.825482803359731,-1.20228071653429,TRUE
"60","MPI",1,2,0.00882457016607613,-0.0136454787077458,-1.54630519684715,-113.319966998988,56.5733963255103,0.0101753222832632,2,0.86725215383017,-1.54630519684715,TRUE
"61","MPI",1,1,NA,NA,-1.791759469228,NA,42.1913991922641,0,1,NA,-1.791759469228,NA
"62","MPI",1,2,0.0114614642512064,-0.0252526861044204,-2.2032687578956,-87.2488870603722,43.8310231236587,0.0100137096973541,2,1.14457724435879,-2.2032687578956,TRUE
"63","MPI",10,20,-0.00413819236191253,0.0133674257372253,-3.230257215749,241.651405382672,48.6820955053062,0.00318240024212124,2,1.30033686748157,-3.230257215749,FALSE
"64","MPI",1,3,0.00880345251143758,-0.0154398812369427,-1.753843871695,-113.591798070221,64.980262718434,0.0134447413083095,3,0.654787794689411,-1.753843871695,TRUE
"65","MPI",1,1,NA,NA,-3.3019907315785,NA,53.8420865502577,0,1,NA,-3.3019907315785,NA
"66","MPI",4,5,0.00203803594832246,-0.00296725606183584,-1.45593902025047,-490.668479534483,67.7870580179111,0.00161547914515989,1.25,1.2615674763915,-1.45593902025047,TRUE
"67","MPI",1,6,0.0108580229445682,-0.00681011869443308,-0.627196933474884,-92.0977976474309,54.6923252861077,0.0162088719182393,6,0.669881469810985,-0.627196933474884,TRUE
"68","MPI",1,20,0.027109830062378,-0.0370843008740068,-1.36792819389418,-36.8869888781694,41.1440004260972,0.020740754850963,20,1.30708020306789,-1.36792819389418,TRUE
"69","MPI",4,5,0.00206037609627883,-0.00377172664953915,-1.83060105208516,-485.348282678131,68.5982614902328,0.00130646074166684,1.25,1.57706697994623,-1.83060105208516,TRUE
"7","MPI",1,15,0.0376475601204383,-0.0397753703612304,-1.05651920692829,-26.5621463064512,45.9961118930833,0.0218791101559419,15,1.72070801107119,-1.05651920692829,TRUE
"70","MPI",1,3,0.010231178277786,-0.0227652951524153,-2.2250902617779,-97.7404530396273,70.2913539120199,0.0136701810691014,3,0.748430340905397,-2.2250902617779,TRUE
"71","MPI",1,2,0.00650485318096139,-0.0123960370373711,-1.90565977317554,-153.731371359285,53.2595192544557,0.01096581143751,2,0.593193966358992,-1.90565977317554,TRUE
"72","MPI",1,2,0.0171125707714768,-0.0172158761227128,-1.00603681075249,-58.4365735197893,53.7977191239489,0.00984741879082399,2,1.73777221574273,-1.00603681075249,TRUE
"73","MPI",1,1,NA,NA,-1.90954250487249,NA,49.6833220497723,0,1,NA,-1.90954250487249,NA
"74","MPI",10,17,0.00293218599597215,-0.0071840253874428,-2.45005787399274,-341.042485495009,73.1021773526555,0.0021134250119163,1.7,1.387409526924,-2.45005787399274,TRUE
"75","MPI",1,2,0.0109367689456595,-0.0117931602705769,-1.07830386919322,-91.4346828545618,61.5255365606142,0.0104137853014553,2,1.05022032133995,-1.07830386919322,TRUE
"76","MPI",10,12,0.000519642504679875,-0.000481255763924536,-0.926128558750238,-1924.39993071015,68.910387702418,0.000587407426597326,1.2,0.884637274148895,-0.926128558750238,TRUE
"77","MPI",1,2,0.0150205480270525,-0.0250631293508229,-1.66858954185182,-66.5754670334907,70.0680008446736,0.00977906039571845,2,1.5359909254297,-1.66858954185182,TRUE
"78","MPI",1,2,0.0089500594846725,-0.00678809352224935,-0.758441162751416,-111.731100973414,43.0127135279758,0.0105964718029382,2,0.844626367258468,-0.758441162751416,TRUE
"79","MPI",3,4,0.00133553319275776,-0.000269009097786996,-0.201424494161403,-748.764617324923,31.0743058071999,0.00178133323541803,1.33333333333333,0.749737986247333,-0.201424494161403,TRUE
"8","MPI",2,10,0.00729957820749994,0.000307449819188445,0.0421188472057955,-136.994216867565,57.2469035168579,0.00878544237831747,5,0.830872014540253,0.0421188472057955,TRUE
"80","MPI",1,3,0.0193643828973233,-0.0582763695726723,-3.00946174642765,-51.6412015452467,72.0573224252994,0.0132715441032738,3,1.45909042283531,-3.00946174642765,TRUE
"81","MPI",1,1,NA,NA,-1.6784307832026,NA,79.4604515526471,0,1,NA,-1.6784307832026,NA
"82","MPI",1,1,NA,NA,-2.42774823594788,NA,43.64747225953,0,1,NA,-2.42774823594788,NA
"83","MPI",10,20,-0.00492643459566874,0.0147428644272087,-2.99260329979219,202.986557637279,69.5111605819913,0.00334330084101455,2,1.47352416965677,-2.99260329979219,FALSE
"84","MPI",1,4,0.016563639150435,-0.0305583049194123,-1.84490284060612,-60.3732060882126,75.2846505064388,0.0153893815830817,4,1.07630310295537,-1.84490284060612,TRUE
"85","MPI",1,1,NA,NA,-1.70474808419335,NA,35.4871957105881,0,1,NA,-1.70474808419335,NA
"86","MPI",1,2,0.0193233082186244,-0.0226795638036934,-1.17368949183526,-51.7509729020504,61.3771221056506,0.011025225183381,2,1.75264522014042,-1.17368949183526,TRUE
"87","MPI",1,2,0.0184098974558617,-0.01402635129915,-0.761891875431608,-54.3186078248144,60.0528074538627,0.0115612721995507,2,1.59237643903732,-0.761891875431608,TRUE
"88","MPI",10,14,-0.0018163523666877,0.00725902551454435,-3.99648528979093,550.553966477109,36.8849240610559,0.00206688521519694,1.4,0.878787246303194,-3.99648528979093,FALSE
"9","MPI",1,1,NA,NA,-2.58189891576824,NA,67.138313810826,0,1,NA,-2.58189891576824,NA
"91","MPI",1,1,NA,NA,-0.780158557548963,NA,45.5740844459934,0,1,NA,-0.780158557548963,NA
"92","MPI",1,2,0.00485371003484218,-0.00730091463891088,-1.50419258392066,-206.027964757173,44.2223153342946,0.0093394815759738,2,0.519698014858614,-1.50419258392066,TRUE
"93","MPI",1,4,0.0200614209961049,-0.0277810521325672,-1.38479981741877,-49.8469176333101,68.8625481892901,0.0152648402274192,4,1.31422410567193,-1.38479981741877,TRUE
"95","MPI",1,4,0.022685581426853,-0.0363931419958069,-1.6042410953033,-44.08086269353,68.1861176395178,0.0166798880387127,4,1.36005597724646,-1.6042410953033,TRUE
"96","MPI",8,9,0.000486718955238538,-0.000183850889295869,-0.377735215193672,-2054.57377247596,70.5176021481406,0.000412320420580076,1.125,1.18043863690717,-0.377735215193672,TRUE
"97","MPI",1,2,0.019510475599292,-0.0310122626869639,-1.58951853988066,-51.2545168317827,59.6659216643808,0.0109187103727857,2,1.7868846166962,-1.58951853988066,TRUE
"98","MPI",1,1,NA,NA,-1.65822807658741,NA,67.9504819102014,0,1,NA,-1.65822807658741,NA
"99","MPI",6,7,0.000850702512015482,-0.000457326367367745,-0.537586713226283,-1175.49905622214,69.1072024572743,0.000655931138903143,1.16666666666667,1.29693875097627,-0.537586713226283,TRUE
