run_id,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,fitted_T,fitted_eps,beta0,beta1,std_X,aic,valid_mvt,n_decisions,n_fit,n_steps_total,config_alpha,config_beta,config_temp,config_l1,config_trav
run_1035_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,0.9587040968933636,0.9432489601926555,0.03225806451612903,1,30,0.09104434520780472,-0.286318002748519,-3.144819176797974,-10.983658542631549,0.5424019870530802,18258.6302864487,True,600000,50000,2988251,0.03,0.001,0.0001,0.0005,50.0
run_1042_l1-0.0005_beta0.001_alpha0.03_trav50_blk1_temp1.0,0.4990079415800186,0.017591265009657575,0.004267425320056899,3,700,1.9332097674845712,0.007671438176470902,0.003968238887212289,-0.5172744400630497,0.0680224955669892,69303.14434825396,True,600000,50000,15652501,0.03,0.001,1.0,0.0005,50.0
run_104_l1-1e-06_beta0.003_alpha0.03_trav500_blk1_temp0.0001,0.9394253772165938,0.9971524819228792,0.0014265335235378032,1,700,0.016588453311883605,-0.04547545897588202,-2.7413923480921754,-60.28289565029078,0.14272740033825074,20438.983794179392,True,600000,50000,31497501,0.03,0.003,0.0001,1e-06,500.0
run_1057_l1-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.001_eps-0.01,0.9113367202654036,0.9999010299892696,0.16666666666666666,1,5,0.0199808998801246,-0.046556827931458364,-2.330066624164879,-50.04779594510254,0.2309808780223318,25498.82653648883,True,600000,50000,7192501,0.2,0.001,0.001,0.0005,50.0
run_1064_l1-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.0001,0.9936572418597805,3.990350250304697e-05,0.014084507042253521,100,7000,110.40979831967388,-558.019799839714,-5.054078608350113,-0.009057167164680984,0.3495209296350505,3834.4595397124613,True,600000,50000,790801,0.01,0.003,0.0001,0.0005,50.0
run_1071_l1-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.1_eps-0.01,0.5453990470790117,0.028649691385530307,0.3333333333333333,15,30,0.13393181202801044,-0.024388677019489585,-0.1820977156225509,-7.466486004018675,0.007740104819509189,68858.86021352647,True,600000,50000,14249501,0.01,0.003,0.1,0.0005,50.0
run_1079_l1-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.01_eps-0.01,0.8850875850341207,0.5012636946923115,0.00014283673760891302,1,7000,0.13202893244158398,-0.26953922782417594,-2.0415163770519253,-7.574097445970403,0.2784047038185675,33029.45843380883,True,600000,50000,5231251,0.03,0.003,0.01,0.0005,50.0
run_1086_l1-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.001,0.9007619362433672,0.9994026725752791,0.00014283673760891302,1,7000,0.025573237264149135,-0.05640738435423581,-2.2057193530720007,-39.10337943025657,0.24653229289727827,25168.773703369247,True,600000,50000,5924401,0.1,0.003,0.001,0.0005,50.0
run_1093_l1-0.0005_beta0.003_alpha0.1_trav50_blk1_temp1.0_eps-0.01,0.4918933944524076,0.04672577948664047,0.3333333333333333,15,30,0.08482911572429186,0.0027509457828123634,0.032429263930480845,-11.788405330666883,0.00793527439485597,69205.5676990878,True,600000,50000,15828051,0.1,0.003,1.0,0.0005,50.0
run_1100_l1-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.1,0.49149023033052897,0.8419337373181416,0.00014283673760891302,1,7000,0.08699088226440949,0.0029613754430757597,0.03404236588927372,-11.495457615437122,0.21365349636981493,54036.60982523548,True,600000,50000,14871301,0.2,0.003,0.1,0.0005,50.0
run_1108_l1-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.01,0.9904223259816596,0.00034418202826602684,0.00028563267637817766,2,7000,19.890684378436557,-92.26685153233439,-4.638696677142022,-0.05027479100136432,0.3608319479521889,5409.867560954888,True,600000,50000,889651,0.01,0.01,0.01,0.0005,50.0
run_1115_l1-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.0001_eps-0.01,0.9851028398053356,0.03261509008431396,0.2857142857142857,2,5,0.05717709088577545,-0.2396620897611824,-4.191575437791391,-17.48952219338568,0.055398945694181606,8251.710712813718,True,600000,50000,1183951,0.03,0.01,0.0001,0.0005,50.0
run_1122_l1-0.0005_beta0.01_alpha0.03_trav50_blk1_temp1.0,0.4994526163128263,0.02131856427975909,0.23076923076923078,15,50,0.24559411014160365,0.0005377370530586914,0.002189535623426169,-4.071758884703807,0.010473026986082342,69296.82203238372,True,600000,50000,15634001,0.03,0.01,1.0,0.0005,50.0
run_112_l1-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.0001,0.9040216285741233,0.9989488245749415,0.0006662225183211193,1,1500,0.013846125758337607,-0.03105312739697228,-2.2427304170824303,-72.22236872995597,0.12614868474679602,26182.01176841381,True,600000,50000,44635001,0.1,0.0001,0.0001,1e-05,500.0
run_1137_l1-0.0005_beta0.01_alpha0.2_trav50_blk1_temp0.001_eps-0.01,0.8751657308439532,0.9999959251662183,0.09090909090909091,1,10,0.01753791618754908,-0.0341537986040768,-1.9474262642630285,-57.019316850763765,0.25216445754498884,25963.934944615114,True,600000,50000,8643351,0.2,0.01,0.001,0.0005,50.0
run_1144_dist-1e-05_beta0.0001_alpha0.01_trav50_blk1_temp0.1,0.5104388202547394,0.032521041141782,0.0625,2,30,1.0429686281563437,-0.04355577720249541,-0.04176134931257615,-0.9588016101382653,0.06789036300700607,69245.26578357538,True,600000,50000,15290651,0.01,0.0001,0.1,,50.0
run_1151_dist-1e-05_beta0.0001_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,0.993288299419335,0.9999361267005025,0.0625,1,15,0.013899420589699812,-0.0694577480600167,-4.997168595033989,-71.94544503107213,0.20370656555183833,3785.585559305923,True,600000,50000,1046501,0.2,0.0001,0.0001,,50.0
run_1159_dist-1e-05_beta0.0001_alpha0.2_trav50_blk1_temp1.0_eps-0.01,0.4908587171971508,0.05708161352554597,0.09090909090909091,3,30,0.4025188699763134,0.014719795483322317,0.03656920602054884,-2.484355578308281,0.046018225463359784,69155.85856791459,True,600000,50000,15861901,0.2,0.0001,1.0,,50.0
run_1166_dist-1e-05_beta0.001_alpha0.2_trav50_blk1_temp0.0001,0.9919440940869739,0.6801236109827611,0.25,1,3,0.011486693403852083,-0.055288456512133426,-4.813261272699448,-87.05725528154588,0.06395496556668198,5159.1278877147515,True,600000,50000,1417301,0.2,0.001,0.0001,,50.0
run_1173_dist-1e-05_beta0.001_alpha0.2_trav50_blk1_temp0.1_eps-0.01,0.5207061029494141,0.7865557800589141,0.00014283673760891302,1,7000,0.07788435338113202,-0.006454417158263878,-0.08287180772598546,-12.839549365023764,0.16568875679229525,58020.784331946474,True,600000,50000,14369801,0.2,0.001,0.1,,50.0
run_1180_dist-1e-05_beta0.003_alpha0.1_trav50_blk1_temp0.1,0.4816129613891672,0.33237731120281744,0.09090909090909091,2,20,0.09969680580007619,0.00733582408891843,0.07358133522982764,-10.030411626279363,0.06897991614524424,65984.28350372093,True,600000,50000,15680151,0.1,0.003,0.1,,50.0
run_1188_dist-1e-05_beta0.003_alpha0.2_trav50_blk1_temp0.1,0.49751887897473296,0.7300775842259395,0.0014265335235378032,1,700,0.08147926996191539,0.0008086463566751183,0.009924565561928715,-12.27306038047978,0.151374055173997,59930.978143501234,True,600000,50000,15055651,0.2,0.003,0.1,,50.0
run_1195_dist-1e-05_beta0.01_alpha0.01_trav50_blk1_temp0.001_eps-0.01,0.9999799553810387,0.0,0.0006662225183211193,1,1500,-13929.85998497484,150686.6751685257,-10.817529776398384,7.178823054062493e-05,1137.9836709425738,27.639113391545443,False,600000,50000,601151,0.01,0.01,0.001,,50.0
run_1202_dist-1e-05_beta0.01_alpha0.03_trav50_blk1_temp0.0001,0.9901889013274405,0.1448427125666416,0.09090909090909091,1,10,0.03593658844259611,-0.16582512787202608,-4.614381471878153,-27.826792785224068,0.10218180739690175,6141.286362942539,True,600000,50000,1298501,0.03,0.01,0.0001,,50.0
run_120_l1-1e-05_beta0.003_alpha0.01_trav500_blk1_temp0.0001,0.9646674698138172,0.9747516595597996,0.000999000999000999,1,1000,0.019559584261541745,-0.06468314176547099,-3.3069793764815163,-51.12583103139929,0.13617015803184598,14501.072039925204,True,600000,50000,21120501,0.01,0.003,0.0001,1e-05,500.0
run_1217_dist-1e-05_beta0.01_alpha0.1_trav50_blk1_temp0.01_eps-0.01,0.8496377341057272,0.9997108542769009,0.002849002849002849,1,350,0.013876561233383383,-0.024030909414930753,-1.7317625750909136,-72.06396333943752,0.13752933437605677,33364.231760311115,True,600000,50000,6663401,0.1,0.01,0.01,,50.0
run_1224_dist-1e-05_beta0.01_alpha0.2_trav50_blk1_temp0.001,0.9562897689768595,0.9983055967962641,0.03225806451612903,1,30,0.01244700291193134,-0.03840496334101536,-3.085478778525991,-80.3406255365642,0.11782708549736572,17103.63693183736,True,600000,50000,3160651,0.2,0.01,0.001,,50.0
run_1231_dist-1e-05_beta0.01_alpha0.2_trav50_blk1_temp1.0_eps-0.01,0.49193531561325793,0.050024895157975646,0.0625,2,30,0.7088950669034337,0.022870043312942935,0.03226153542419602,-1.4106460133347505,0.0710025110052323,69194.05793966062,True,600000,50000,15855901,0.2,0.01,1.0,,50.0
run_1239_dist-0.0001_beta0.0001_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,0.9937799789873771,0.9999999958776927,0.16666666666666666,1,5,0.013958165418879237,-0.07082013777873078,-5.073742548067412,-71.64265288384112,0.39258732136695523,3700.1228692221093,True,600000,50000,1079251,0.2,0.0001,0.0001,,50.0
run_1246_dist-0.0001_beta0.0001_alpha0.2_trav50_blk1_temp1.0,0.48746838231153206,0.06010225172046385,0.3,3,7,0.24759370046013815,0.012413598086296534,0.0501369706225425,-4.038874971946215,0.029816498876634377,69120.03111083263,True,600000,50000,15963001,0.2,0.0001,1.0,,50.0
run_1253_dist-0.0001_beta0.001_alpha0.1_trav50_blk1_temp0.1_eps-0.01,0.5087903664527792,0.35734985104913636,0.16666666666666666,2,10,0.0855245070509684,-0.003007476908723916,-0.035165089077118065,-11.692554970285292,0.0639646267906414,65666.78518620614,True,600000,50000,14910101,0.1,0.001,0.1,,50.0
run_1260_dist-0.0001_beta0.001_alpha0.2_trav50_blk1_temp0.1,0.5029221077103009,0.782319756690495,0.00014283673760891302,1,7000,0.07939005323789892,-0.0009279557115774469,-0.011688563916146397,-12.596036395181855,0.16693324721117378,58479.262704477966,True,600000,50000,14930501,0.2,0.001,0.1,,50.0
run_1268_dist-0.0001_beta0.003_alpha0.1_trav50_blk1_temp0.1,0.4834782481939014,0.33487912760961147,0.16666666666666666,2,10,0.08614412170399333,0.0056950805657391985,0.06611107587013909,-11.608453138987006,0.06007339916410025,66008.9482887448,True,600000,50000,15682251,0.1,0.003,0.1,,50.0
run_1275_dist-0.0001_beta0.003_alpha0.2_trav50_blk1_temp0.01_eps-0.01,0.842804957222351,0.9999861341834588,0.002849002849002849,1,350,0.012702121650312552,-0.021330015155724576,-1.6792482187571967,-78.72700541923984,0.1638512133052767,32686.6787349598,True,600000,50000,6951701,0.2,0.003,0.01,,50.0
run_1282_dist-0.0001_beta0.01_alpha0.01_trav50_blk1_temp0.001,0.9944246985510022,0.00010306743775456706,0.014084507042253521,100,7000,76.1913147394491,-394.9619080339268,-5.183817990076366,-0.013124855548426916,0.7081914021077924,3434.8989948169256,True,600000,50000,743051,0.01,0.01,0.001,,50.0
run_128_l1-0.0001_beta0.0001_alpha0.03_trav500_blk1_temp0.0001,0.9639938706041316,0.6777647281105725,0.3333333333333333,1,2,0.020681806459024395,-0.0679892826833537,-3.2873957513361676,-48.351675758171275,0.08342919724902655,17028.664720747005,True,600000,50000,28220501,0.03,0.0001,0.0001,0.0001,500.0
run_1297_dist-0.0001_beta0.01_alpha0.03_trav50_blk1_temp0.1_eps-0.01,0.5234471982992824,0.06080382475989948,0.2857142857142857,20,50,0.04179179092600956,-0.003922478611792522,-0.09385763387688001,-23.928144208283722,0.0050996792684326,69022.45210412004,True,600000,50000,14843351,0.03,0.01,0.1,,50.0
run_1304_dist-0.0001_beta0.01_alpha0.1_trav50_blk1_temp0.01,0.7429866207933258,0.9995365898550078,0.000999000999000999,1,1000,0.0183760458017853,-0.01950708948842102,-1.0615498948378674,-54.41867150237765,0.1626481846599984,39313.35397998504,True,600000,50000,9224301,0.1,0.01,0.01,,50.0
run_1311_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,0.9920089004983876,0.9226236076059525,0.25,1,3,0.019200997363045837,-0.09257576010423557,-4.821403719496702,-52.08062795345184,0.14016765669842324,4287.312441812153,True,600000,50000,1121901,0.2,0.01,0.0001,,50.0
run_1319_dist-0.0001_beta0.01_alpha0.2_trav50_blk1_temp1.0_eps-0.01,0.48846599856031586,0.053822206055614163,0.0196078431372549,3,150,0.49007674497558473,0.02261419534915161,0.04614419186586426,-2.0404967390358815,0.05283313868061537,69162.16525837252,True,600000,50000,15914051,0.2,0.01,1.0,,50.0
run_1326_dist-0.0005_beta0.0001_alpha0.01_trav50_blk1_temp0.1,0.5126238938247755,0.02838497636147186,0.002849002849002849,20,7000,0.16422077886553008,-0.008294185382879989,-0.05050630888598798,-6.089363397909811,0.009331257497198875,69245.6852078706,True,600000,50000,15246051,0.01,0.0001,0.1,,50.0
run_1333_dist-0.0005_beta0.0001_alpha0.03_trav50_blk1_temp0.001_eps-0.01,0.9979660033947604,0.9999309769759038,0.002849002849002849,1,350,0.03295770184146074,-0.20419657981622807,-6.195716582378601,-30.3419214364638,0.5199653515950823,1552.469453147955,True,600000,50000,740351,0.03,0.0001,0.001,,50.0
run_1340_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp0.0001,0.9950773373986757,0.5106650474936043,0.09090909090909091,1,10,0.016428423793725694,-0.08721802380309755,-5.3089708969163345,-60.87011222475997,0.08792051135688479,3211.4128100194953,True,600000,50000,1024751,0.1,0.0001,0.0001,,50.0
run_1348_dist-0.0005_beta0.0001_alpha0.1_trav50_blk1_temp1.0,0.49332475619329136,0.04239523797955663,0.05405405405405406,20,350,0.11585654857869682,0.003093666642630185,0.026702561750566723,-8.631363632593795,0.009831174927967106,69255.3621861453,True,600000,50000,15798551,0.1,0.0001,1.0,,50.0
run_1355_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp0.01_eps-0.01,0.8441809485750777,0.9997250036098256,0.00014283673760891302,1,7000,0.01574487228275375,-0.02660366131252099,-1.6896714584126213,-63.512741293897726,0.15621540892811336,32706.43840082641,True,600000,50000,6868551,0.2,0.0001,0.01,,50.0
run_1362_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp0.001,0.9936177126169105,0.017788041910233532,0.3333333333333333,1,2,0.08839245925539271,-0.4461897523212028,-5.047825980630597,-11.313182237759623,0.10138449344289766,4052.6539192527857,True,600000,50000,875951,0.01,0.001,0.001,,50.0
run_136_l1-0.0001_beta0.001_alpha0.1_trav500_blk1_temp0.0001,0.8831419464476626,0.9999946777208844,0.000999000999000999,1,1000,0.016407467497092244,-0.033184528978387244,-2.022525961685937,-60.9478580516598,0.23271510265507075,27752.778020519552,True,600000,50000,53626501,0.1,0.001,0.0001,0.0001,500.0
run_1377_dist-0.0005_beta0.001_alpha0.03_trav50_blk1_temp0.1_eps-0.01,0.5228306541915773,0.4215778406147673,0.000999000999000999,7,7000,0.13991212359194447,-0.012786032290722747,-0.09138616413266214,-7.147343449067453,0.12605797859248566,68816.2211425293,True,600000,50000,14863901,0.03,0.001,0.1,,50.0
run_1384_dist-0.0005_beta0.001_alpha0.1_trav50_blk1_temp0.01,0.7900327104603889,0.9998482691921206,0.00028563267637817766,1,3500,0.017588230326173054,-0.023306561424679205,-1.3251225957620478,-56.85620335048146,0.17916502439792895,35504.780864363456,True,600000,50000,8335051,0.1,0.001,0.01,,50.0
run_1391_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,0.9929051127658708,0.7081688848479263,0.16666666666666666,1,5,0.02682857452310288,-0.13256698056789468,-4.941260686576445,-37.273691121340434,0.1563534400420229,3672.123940965391,True,600000,50000,1015401,0.2,0.001,0.0001,,50.0
run_1399_dist-0.0005_beta0.001_alpha0.2_trav50_blk1_temp1.0_eps-0.01,0.4882764653382664,0.06533130873334025,0.16666666666666666,3,15,0.3213752867882125,0.015073379933962098,0.04690273506903321,-3.1116269393141103,0.04207473061971056,69105.12409798619,True,600000,50000,15925001,0.2,0.001,1.0,,50.0
run_1406_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp0.1,0.5126372262771886,0.025646084238877376,0.13043478260869565,15,100,0.20707866573873177,-0.01046982957292871,-0.05055967274841507,-4.829082689095968,0.010630632732532013,69256.5423241971,True,600000,50000,15219851,0.01,0.003,0.1,,50.0
run_1413_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp0.001_eps-0.01,0.9983791934889159,0.13492392156796507,0.004329004329004329,1,230,0.05436658247847136,-0.34920793741483425,-6.423209285835047,-18.393652026886006,0.24819691291816082,1193.9308331717943,True,600000,50000,697701,0.03,0.003,0.001,,50.0
run_1420_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp0.0001,0.9884968210140209,0.31878480656776087,0.3333333333333333,1,2,0.020633756810304677,-0.09189371516309777,-4.453561995903977,-48.464271881918826,0.07625266987645074,6570.71409031505,True,600000,50000,1380401,0.1,0.003,0.0001,,50.0
run_1428_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp1.0,0.49338432113623243,0.03410120966698904,0.0029910269192422734,15,5000,0.17195605300877997,0.00455068967524885,0.02646425988282305,-5.8154393666441075,0.011734421607680966,69254.82661981032,True,600000,50000,15801201,0.1,0.003,1.0,,50.0
run_1435_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp0.01_eps-0.01,0.8357364132327482,0.999979941052414,0.002849002849002849,1,350,0.012810137958549716,-0.020840056291374278,-1.6268408942048318,-78.06317178126736,0.15989052727862557,33221.78203147494,True,600000,50000,7169901,0.2,0.003,0.01,,50.0
run_1442_dist-0.0005_beta0.01_alpha0.01_trav50_blk1_temp0.001,0.9953446007043836,0.00012380459015570722,0.00014283673760891302,1,7000,19.47159805218995,-104.46631764038318,-5.365061324724396,-0.05135685305950176,0.2601149943312081,2938.193349746376,True,600000,50000,729651,0.01,0.01,0.001,,50.0
run_144_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.0001,0.9925055893507895,0.398837679782596,0.03225806451612903,1,30,0.021231184749877716,-0.10373716417316212,-4.886075148197258,-47.10052744493025,0.09503339333851837,4609.808701815708,True,600000,50000,6132001,0.01,0.0001,0.0001,,500.0
run_1457_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp0.1_eps-0.01,0.5233004345554267,0.09149709575931786,0.4,20,30,0.02085199931728472,-0.0019448512375467419,-0.09326929317202731,-47.95703207083247,0.0038348012376552315,68964.61162858288,True,600000,50000,14841601,0.03,0.01,0.1,,50.0
run_1464_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp0.01,0.7427031588932458,0.9999951723888869,0.00014283673760891302,1,7000,0.018339220920991797,-0.019440784671054215,-1.060066005792074,-54.527943379282846,0.24601264700020825,38689.96741928118,True,600000,50000,9342351,0.1,0.01,0.01,,50.0
run_1471_dist-0.0005_beta0.01_alpha0.2_trav50_blk1_temp0.0001_eps-0.01,0.990275222534979,0.9991639388508857,0.3333333333333333,1,2,0.019961488271340703,-0.09228806650935105,-4.623305900585166,-50.096465073485,0.2337365494725832,5238.599726945507,True,600000,50000,1175351,0.2,0.01,0.0001,,50.0
run_1479_dist-0.0005_beta0.01_alpha0.2_trav50_blk1_temp1.0_eps-0.01,0.4878065289622268,0.06662228454280222,0.3333333333333333,5,10,0.1299033789921814,0.006337148839703999,0.048783556585432764,-7.698029164123496,0.017344896995704604,69099.15820178112,True,600000,50000,15913001,0.2,0.01,1.0,,50.0
run_1486_l1-1e-06_beta0.0001_alpha0.2_trav500_blk1_temp0.0001,0.8416415486556577,0.9999713153303931,0.006622516556291391,1,150,0.011577272529792931,-0.019339753490701366,-1.6704930665605808,-86.37613025231995,0.1408306179489664,33204.7884506765,True,600000,50000,64196001,0.2,0.0001,0.0001,1e-06,500.0
run_1493_l1-1e-06_beta0.0001_alpha0.2_trav500_blk1_temp0.1_eps-0.01,0.5043642301393073,0.7666668079778931,0.00014283673760891302,1,7000,0.07444718870909185,-0.0012996516647696239,-0.017457363901921312,-13.432340661076907,0.15071827937055093,59795.10144687133,True,600000,50000,143792501,0.2,0.0001,0.1,1e-06,500.0
run_1500_l1-1e-06_beta0.001_alpha0.1_trav500_blk1_temp0.1,0.47456801122357883,0.36790526402721335,0.00014283673760891302,1,7000,0.1997463456947421,0.020337337945768946,0.10181581983406611,-5.006349410407877,0.154584591337942,65817.83518231518,True,600000,50000,155633001,0.1,0.001,0.1,1e-06,500.0
run_1508_l1-1e-06_beta0.001_alpha0.2_trav500_blk1_temp0.1,0.4859897607439227,0.7700933954373141,0.00014283673760891302,1,7000,0.08136485315723711,0.004560958163634418,0.05605563073800911,-12.29031899151229,0.1661733997207769,59218.39500406401,True,600000,50000,148047501,0.2,0.001,0.1,1e-06,500.0
run_1515_l1-1e-06_beta0.003_alpha0.03_trav500_blk1_temp0.1_eps-0.01,0.5065387260117055,0.09029331620691355,0.4,10,15,0.030460161180093766,-0.0007967280137298893,-0.026156395201564615,-32.82976718631144,0.005516661220973185,68958.73384699771,True,600000,50000,148421501,0.03,0.003,0.1,1e-06,500.0
run_1522_l1-1e-06_beta0.003_alpha0.2_trav500_blk1_temp0.01,0.5869262174996209,0.9999994557793712,0.00014283673760891302,1,7000,0.011007109545909026,-0.003866499187259237,-0.35127289059245215,-90.85037228249142,0.16706068843125052,39412.85675955356,True,600000,50000,117042001,0.2,0.003,0.01,1e-06,500.0
run_152_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp0.0001,0.9834703236786481,0.5308974833817783,0.16666666666666666,1,5,0.0205905943515582,-0.0841317299137563,-4.085930132822495,-48.565863759261745,0.08670037892794277,9275.466280151873,True,600000,50000,12648501,0.03,0.001,0.0001,,500.0
