run_id,reg_type,reg_value,l1,beta,alpha,temp,travel,eps,peak_fraction,pruning_fraction,correlation,age_cap,peak_age,decay_rate,modularity,efficiency,rich_club,z_mod,z_eff,z_rc,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,beta0,beta1,std_X,mean_accuracy,fraction_solved,n_tasks_solved,n_tasks_total,mean_speed,switch_rate,entropy,dist_synaptic,dist_network,dist_cognitive,norm_dist_synaptic,norm_dist_network,norm_dist_cognitive,grand_distance,human_syn_peak,human_syn_decay,human_syn_corr,human_net_modularity,human_net_efficiency,human_net_rich_club,human_cog_baseline_stay,human_cog_reward_mod,human_cog_timescale_bal,path,probe_acc_poli_go,probe_solved_at_poli_go,probe_acc_poli_rtgo,probe_solved_at_poli_rtgo,probe_acc_poli_dlygo,probe_solved_at_poli_dlygo,probe_acc_poli_antigo,probe_solved_at_poli_antigo,probe_acc_poli_ctxgo,probe_solved_at_poli_ctxgo,probe_acc_poli_dlyantigo,probe_solved_at_poli_dlyantigo,probe_acc_poli_dlyctxgo,probe_solved_at_poli_dlyctxgo,probe_acc_poli_antictxgo,probe_solved_at_poli_antictxgo,probe_acc_poli_dlyantictxgo,probe_solved_at_poli_dlyantictxgo,probe_acc_poli_rtantictxgo,probe_solved_at_poli_rtantictxgo,probe_acc_poli_dm1,probe_solved_at_poli_dm1,probe_acc_poli_dm2,probe_solved_at_poli_dm2,probe_acc_poli_dlydm1,probe_solved_at_poli_dlydm1,probe_acc_poli_multidm,probe_solved_at_poli_multidm,probe_acc_poli_antidm1,probe_solved_at_poli_antidm1,probe_acc_poli_antidlydm1,probe_solved_at_poli_antidlydm1,probe_acc_poli_dlyms,probe_solved_at_poli_dlyms,probe_acc_poli_dlynms,probe_solved_at_poli_dlynms,probe_acc_poli_catdlyms,probe_solved_at_poli_catdlyms,probe_acc_poli_catdlynms,probe_solved_at_poli_catdlynms,probe_acc_poli_ctxdm1,probe_solved_at_poli_ctxdm1,probe_acc_poli_ctxdm2,probe_solved_at_poli_ctxdm2,probe_acc_poli_ctxdlydm1,probe_solved_at_poli_ctxdlydm1,probe_acc_poli_ctxdlydm2,probe_solved_at_poli_ctxdlydm2,probe_acc_poli_antictxdm1,probe_solved_at_poli_antictxdm1,probe_acc_poli_antictxdm2,probe_solved_at_poli_antictxdm2,probe_acc_poli_antictxdlydm1,probe_solved_at_poli_antictxdlydm1,probe_acc_poli_antictxdlydm2,probe_solved_at_poli_antictxdlydm2,probe_acc_poli_antidlyms,probe_solved_at_poli_antidlyms,probe_acc_poli_antidlynms,probe_solved_at_poli_antidlynms,probe_acc_poli_antictxdlyms,probe_solved_at_poli_antictxdlyms,probe_acc_poli_antictxcatdlyms,probe_solved_at_poli_antictxcatdlyms,probe_mean_acc,probe_mean_acc_training,probe_mean_acc_heldout,probe_frac_solved,probe_frac_solved_training,probe_frac_solved_heldout,cohort
run_1438_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp1.0,Distance,0.0005,,0.003,0.2,1.0,50,0.0,0.867215399835643,0.0154124989805345,0.965607794405851,3,2.60164619950693,0.0491710693872209,0.2966274363627922,0.5938383838383816,1.134453781512605,-11.139681156229283,5.7677614051607415,-0.5429471348033897,0.487244478141994,0.0598597056342515,0.1304347826086956,3.0,20.0,0.0510331603747704,-2.3307424669545407,0.0514602874275577,0.9672,0.95,19.0,20.0,1232.0,225.72,2.9957,0.891913522559722,12.55604872085573,0.4375100303122127,0.6252210143737391,0.5615166435636579,0.5895713949193857,1.0265459987359131,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1438_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,200,1.0,100,1.0,400,1.0,100,1.0,100,1.0,300,0.74,,1.0,100,1.0,100,0.8,,1.0,100,1.0,200,1.0,100,1.0,200,1.0,300,1.0,300.0,0.76,,0.46,,1.0,100,0.86,3700.0,0.76,,0.44,,1.0,100,1.0,200,1.0,100,1.0,100,0.9318750000000001,0.977,0.8566666666666668,0.8125,0.9,0.6666666666666666,C-temp
run_1439_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.003,0.2,1.0,50,-0.01,0.35421952306087,0.0958538142474743,0.996941986144506,9,3.18797570754783,0.0225180347797125,0.2832891547606602,0.6166835016834982,1.0244755244755244,-11.722456559073745,7.454946623268712,-0.6764230651817715,0.4890996023620292,0.0728172214172678,0.0014265335235378,5.0,3500.0,0.0436085000996048,-4.411712865361782,0.033085089598745,0.9597,1.0,20.0,20.0,1262.8,225.37,2.9957,0.404678394076457,13.908621969780704,0.4849174533987329,0.2836748514738171,0.6220048120787115,0.6534557829840608,0.9457091878178394,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1439_dist-0.0005_beta0.003_alpha0.2_trav50_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,500,1.0,100,1.0,100,1.0,400,1.0,100,1.0,100,1.0,100,0.82,4500.0,1.0,100,1.0,100,0.72,3300.0,1.0,200,1.0,200,1.0,200,1.0,200,1.0,100,0.96,400.0,0.84,2300.0,0.48,,1.0,100,0.84,1500.0,0.82,1600.0,0.54,,1.0,400,1.0,300,1.0,200,1.0,300,0.938125,0.977,0.8733333333333334,0.9375,1.0,0.8333333333333334,C-temp
run_1458_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp1.0,Distance,0.0005,,0.01,0.03,1.0,50,0.0,0.363455078501464,0.105503480425955,0.99123613642861,6,2.18073047100878,0.0386476898275769,0.2802673842995139,0.5829966329966288,1.2,-11.85448357352188,4.967063335549993,-0.4633964787819914,0.4998827444245665,0.0122798145805221,0.0196078431372549,1.0,50.0,0.0004690223103319,-0.1472495633871079,0.1667975411184152,0.9629,0.95,19.0,20.0,1273.3,223.37,2.9957,0.405916417577175,12.861385433568682,0.5031587970853765,0.2845426915607305,0.5751715480555906,0.6780371038622675,0.9335529804072292,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1458_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp1.0,1.0,100,1.0,200,1.0,200,1.0,100,1.0,100,1.0,200,1.0,300,1.0,100,1.0,200,1.0,100,1.0,200,1.0,500,0.72,,1.0,200,1.0,100,0.86,2600.0,1.0,100,1.0,200,1.0,100,1.0,100,1.0,200,1.0,500.0,0.86,2700.0,0.56,,1.0,100,0.8,,0.94,3200.0,0.36,,1.0,1400,1.0,1500,1.0,600,1.0,800,0.9406249999999999,0.9789999999999999,0.8766666666666666,0.875,0.95,0.75,C-temp
run_1459_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.01,0.03,1.0,50,-0.01,1.0,0.0,0.987861304559045,9,9.0,0.0,0.2659203879187269,0.5972895622895622,1.5,-12.481331682208133,6.0226420018537175,-0.0992992454532838,0.5021550534004572,0.001277024836899,0.0004345936549326,1.0,2300.0,-0.0086202669817188,-0.0135206054288238,0.1889041524904112,0.9557,1.0,20.0,20.0,1148.2,222.9,2.9957,1.02063042876248,13.858777636715752,0.5182329999880567,0.7154500698007457,0.6197757332318915,0.6983505097658737,1.1763010653617876,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1459_dist-0.0005_beta0.01_alpha0.03_trav50_blk1_temp1.0_eps-0.01,1.0,300,1.0,100,1.0,100,1.0,200,1.0,200,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,0.84,4400.0,1.0,300,1.0,100,0.86,1100.0,1.0,200,1.0,600,1.0,500,1.0,300,1.0,200,1.0,600.0,0.78,3800.0,0.48,,1.0,100,0.84,,0.84,4700.0,0.62,,1.0,200,1.0,400,1.0,100,1.0,200,0.945625,0.985,0.8799999999999999,0.90625,1.0,0.75,C-temp
run_1468_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp1.0,Distance,0.0005,,0.01,0.1,1.0,50,0.0,0.600158842708742,0.0441932256703604,0.858901916742731,27,16.204288753136,0.0052484913459568,0.2921940277074365,0.5996363636363597,1.125,-11.333385382318353,6.1959608076045525,-0.5544207871141683,0.4924287425676512,0.0334768991554251,0.054054054054054,20.0,350.0,0.030287344790837,-7.500152629256242,0.0089323759078682,0.9675,1.0,20.0,20.0,886.6,224.58,2.9957,0.653170488714463,12.92837719757214,0.4788279766322041,0.457864922084644,0.5781674738683941,0.6452498424048025,0.9799312597516012,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1468_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,0.7,,1.0,100,1.0,100,0.8,2500.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,300.0,0.62,,0.6,,1.0,100,0.82,700.0,0.88,3400.0,0.46,,1.0,200,1.0,200,1.0,100,1.0,200,0.9337500000000001,0.975,0.8650000000000001,0.875,0.95,0.75,C-temp
run_1469_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.01,0.1,1.0,50,-0.01,0.88504628617572,0.0103274752020211,0.956075903237449,3,2.65513885852716,0.0372251078685272,0.2842031184176798,0.6181144781144755,1.08,-11.682523713577387,7.560628821897508,-0.6090353721134744,0.4955806341298824,0.0,0.4,100.0,150.0,0.0176779238419296,0.2161735401106701,0.0697999216614725,0.9583,0.95,19.0,20.0,1068.3,224.08,2.9957,0.910737059329779,13.928940827833634,0.4700720997256552,0.6384160949009416,0.6229134878276337,0.6334507653462659,1.0940092301548126,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1469_dist-0.0005_beta0.01_alpha0.1_trav50_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,400,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,0.56,,1.0,100,1.0,100,0.84,2600.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,300.0,0.66,,0.74,,1.0,100,0.9,700.0,0.82,2300.0,0.44,,1.0,100,1.0,500,1.0,100,1.0,200,0.9362499999999999,0.97,0.8800000000000002,0.875,0.95,0.75,C-temp
run_1478_dist-0.0005_beta0.01_alpha0.2_trav50_blk1_temp1.0,Distance,0.0005,,0.01,0.2,1.0,50,0.0,0.445983259925223,0.11674180862204,0.864133143138222,18,8.02769867865401,0.0140936367505679,0.3022890594226687,0.5865151515151484,1.0253968253968255,-10.892313859759431,5.226917212178359,-0.675304921460075,0.487282371608692,0.0618102306487066,0.0909090909090909,5.0,50.0,0.0508814880905843,-3.9279185930243554,0.0315328027287912,0.9698,1.0,20.0,20.0,1158.3,225.75,2.9957,0.48722533902411,12.100380221274948,0.450150526568965,0.3415393006028178,0.5411387801011426,0.6066052329899061,0.881731354708651,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1478_dist-0.0005_beta0.01_alpha0.2_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,0.84,1300.0,1.0,100,1.0,100,0.78,,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200.0,0.86,1400.0,0.62,,1.0,100,0.68,,0.8,1200.0,0.42,,1.0,200,1.0,400,1.0,100,1.0,100,0.9375,0.9809999999999999,0.8649999999999999,0.875,0.95,0.75,C-temp
run_1919_dist-1e-05_beta0.0001_alpha0.2_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.0001,0.2,1.0,500,-0.01,1.0,0.0,0.997397511691996,3,3.0,0.0,0.1663136275821878,0.6304040404040401,1.4,-16.833344303675002,8.468252410120881,-0.2206649898961865,0.4883653115374046,0.0663463621230865,0.1176470588235294,2.0,15.0,0.0465471562654055,-2.08236630964446,0.0638503532793281,0.9743,1.0,20.0,20.0,1048.8,111.93,2.9957,1.02056155969852,18.844666947583647,0.436965405887354,0.7154017933872382,0.8427487316058302,0.5888374803582911,1.2524993927661654,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1919_dist-1e-05_beta0.0001_alpha0.2_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,300,1.0,100,1.0,300,1.0,100,1.0,200,1.0,200,1.0,100,1.0,200,1.0,100,0.86,1800.0,1.0,200,1.0,100,0.64,,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,200.0,0.94,2500.0,0.7,,1.0,100,1.0,2500.0,0.8,,0.52,,1.0,800,1.0,700,1.0,100,1.0,100,0.951875,0.975,0.9133333333333332,0.875,0.95,0.75,C-both
run_1926_dist-1e-05_beta0.001_alpha0.2_trav500_blk1_temp0.0001,Distance,1e-05,,0.001,0.2,0.0001,500,0.0,1.0,0.0,0.995802715427209,3,3.0,0.0,0.1671648379058092,0.6306734006733996,1.018018018018018,-16.796153273072193,8.488145529862704,-0.6842602659663726,0.8642833930286143,0.9999812732251364,0.0028490028490028,1.0,350.0,-1.851331776821266,-87.8739383226807,0.1452219973991708,0.9545,0.9,18.0,20.0,1027.6,82.16,2.919,1.02056687256969,18.83155839064421,0.7274395259534965,0.7154055176481873,0.8421625063483279,0.980269036871788,1.4771493243507614,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1926_dist-1e-05_beta0.001_alpha0.2_trav500_blk1_temp0.0001,1.0,100,1.0,100,1.0,100,1.0,300,1.0,100,1.0,200,1.0,100,1.0,300,1.0,200,1.0,200,1.0,100,0.94,100,0.74,,1.0,100,1.0,100,0.76,,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,0.94,300.0,0.86,,0.48,,1.0,200,1.0,1400.0,0.74,,0.48,,1.0,600,1.0,500,1.0,400,1.0,400,0.9356249999999999,0.9719999999999999,0.875,0.8125,0.9,0.6666666666666666,C-reg
run_1934_dist-1e-05_beta0.001_alpha0.2_trav500_blk1_temp1.0,Distance,1e-05,,0.001,0.2,1.0,500,0.0,1.0,0.0,0.996984659863292,3,3.0,0.0,0.182100469615235,0.6295286195286192,1.3333333333333333,-16.143586544775964,8.403599770959772,-0.3015754861914548,0.4853988585367059,0.0639932701357168,0.1666666666666666,3.0,15.0,0.0584211763049751,-3.196934184332021,0.040123101455177,0.9688,1.0,20.0,20.0,1025.8,112.01,2.9957,1.02056269599914,18.20238510231608,0.4265363336692707,0.7154025899207679,0.8140253685483525,0.574783670778331,1.226708781455092,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1934_dist-1e-05_beta0.001_alpha0.2_trav500_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,400,1.0,100,1.0,100,1.0,300,1.0,100,1.0,100,1.0,100,0.82,2200.0,1.0,100,1.0,200,0.92,1700.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100.0,0.78,,0.74,,1.0,100,0.92,2800.0,0.86,1200.0,0.46,,1.0,200,1.0,200,1.0,100,1.0,100,0.9531250000000001,0.9870000000000001,0.8966666666666668,0.90625,1.0,0.75,C-both
run_1935_dist-1e-05_beta0.001_alpha0.2_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.001,0.2,1.0,500,-0.01,1.0,0.0,0.997832087817276,3,3.0,0.0,0.1644811627082666,0.6251851851851851,1.0,-16.913408249462968,8.082823215122001,-0.7061279676677965,0.4896581557516363,0.0628106211837952,0.4117647058823529,7.0,10.0,0.0413732777025558,-19.370361591277504,0.006496553959928,0.98,1.0,20.0,20.0,1007.5,111.85,2.9957,1.02056054403064,18.75883862201069,0.4373097319790819,0.7154010814158573,0.8389104195404775,0.5893014807243222,1.2501382461505754,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1935_dist-1e-05_beta0.001_alpha0.2_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,300,1.0,100,1.0,200,1.0,300,1.0,100,1.0,200,1.0,600,0.78,4100.0,1.0,200,1.0,100,0.84,3000.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,500,0.92,1400.0,0.8,4100.0,0.74,,1.0,200,0.86,1000.0,0.94,2400.0,0.44,,1.0,500,1.0,200,1.0,300,1.0,300,0.9475,0.9809999999999999,0.8916666666666666,0.9375,1.0,0.8333333333333334,C-both
run_1951_dist-1e-05_beta0.003_alpha0.2_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.003,0.2,1.0,500,-0.01,1.0,0.0,0.997894792646186,3,3.0,0.0,0.1487470698283121,0.637104377104377,1.0182926829268293,-17.600861295516665,8.963093763700119,-0.6839269168550705,0.4870448894818669,0.0566933109083934,0.0002856326763781,2.0,7000.0,0.0518320431166601,-1.511137238295911,0.0751649191637709,0.9696,1.0,20.0,20.0,1160.6,111.92,2.9957,1.02056041275707,19.763479556710035,0.4954078766387339,0.7154009893946103,0.8838387738484709,0.6675922668001886,1.3185783967880598,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1951_dist-1e-05_beta0.003_alpha0.2_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,300,1.0,100,1.0,500,1.0,100,1.0,400,1.0,500,1.0,200,1.0,100,1.0,300,0.82,3300.0,1.0,100,1.0,200,0.86,1400.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100.0,0.86,1900.0,0.62,,1.0,200,1.0,1000.0,0.88,1200.0,0.4,,1.0,700,1.0,600,1.0,500,1.0,300,0.9512499999999999,0.984,0.8966666666666668,0.9375,1.0,0.8333333333333334,C-both
run_2089_dist-0.0005_beta0.0001_alpha0.01_trav500_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.0001,0.01,1.0,500,-0.01,0.618178883746784,0.116583051346133,0.946808287212904,12,7.4181466049614,0.0337978217122351,0.288733422293812,0.6189730639730606,1.101123595505618,-11.484585947291308,7.62403814107469,-0.5833985631749736,0.5018347095798552,0.0045358281312162,0.3333333333333333,1.0,2.0,-0.0073388712579513,-0.0972609259067027,0.093273229094369,0.9637,0.95,19.0,20.0,1336.3,111.29,2.9957,0.62472023559949,13.797174560061102,0.4480381840108295,0.4379216252718725,0.6170207938711626,0.6037587228249648,0.9679951473728526,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2089_dist-0.0005_beta0.0001_alpha0.01_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,0.88,,1.0,100,1.0,100,0.76,,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200.0,0.78,4700.0,0.54,,1.0,100,0.84,1600.0,0.78,3600.0,0.56,,1.0,100,1.0,100,1.0,100,1.0,100,0.941875,0.982,0.875,0.875,0.9,0.8333333333333334,C-temp
run_2109_dist-0.0005_beta0.0001_alpha0.1_trav500_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.0001,0.1,1.0,500,-0.01,0.30045913665299,0.0176601068792514,0.978755265177815,12,3.60550963983588,0.0194648893981163,0.3103162545395671,0.5921885521885484,2.0,-10.54159013030887,5.645916046741619,0.5075294767612288,0.4937078228896821,0.0475876399550664,0.0384615384615384,20.0,500.0,0.0251700371898492,-5.996600220939159,0.0158860509632682,0.9613,1.0,20.0,20.0,1339.0,111.68,2.9957,0.424490046975516,11.969088380159176,0.476777993291138,0.2975625899245375,0.535267302888079,0.6424873650803594,0.8876061033767062,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2109_dist-0.0005_beta0.0001_alpha0.1_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,100,0.86,1300.0,1.0,100,1.0,100,0.9,1000.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100.0,0.84,2000.0,0.74,,1.0,100,0.56,,0.9,600.0,0.36,,1.0,200,1.0,200,1.0,100,1.0,200,0.9424999999999998,0.9879999999999999,0.8666666666666668,0.90625,1.0,0.75,C-temp
run_2119_dist-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.0001,0.2,1.0,500,-0.01,1.0,0.0,0.992104377152796,9,9.0,0.0,0.2770845339086375,0.5936195286195229,1.1842105263157896,-11.99354848263582,5.751598245370211,-0.4825594910624495,0.486485138074714,0.0606993965606016,0.0099009900990099,5.0,500.0,0.0540726188604839,-3.5387362556165334,0.0343729989111717,0.9582,0.9,18.0,20.0,1609.2,111.94,2.9957,1.02058878352108,13.310107108656045,0.4885155140985168,0.7154208769704843,0.5952387439140139,0.6583043887731954,1.1399565174775748,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2119_dist-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,300,1.0,200,0.78,,1.0,100,1.0,100,0.88,4600.0,1.0,200,1.0,200,1.0,100,1.0,200,1.0,100,1.0,700.0,0.84,,0.48,,1.0,100,1.0,800.0,0.82,,0.46,,1.0,100,1.0,100,1.0,100,1.0,100,0.945625,0.983,0.8833333333333334,0.84375,0.95,0.6666666666666666,C-temp
run_2122_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.001,Distance,0.0005,,0.001,0.01,0.001,500,0.0,0.332625603417176,0.154807213273548,0.998810901516941,9,2.99363043075458,0.0320408083610602,0.3378611051533117,0.5961279461279416,1.0980392156862746,-9.338102163002082,5.9368529229665405,-0.5871419437041664,0.8983452442848787,0.9999999958776928,0.0001428367376089,1.0,7000.0,-2.178972129355846,-42.96968891102632,1.7874517626157624,0.9431,0.9,18.0,20.0,494.1,72.99,2.9501,0.35180014188448,11.081115029529167,0.7318329061416147,0.2466078111862151,0.4955564172022391,0.9861893840786204,1.1309116130086136,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2122_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.001,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,200,1.0,100,1.0,200,1.0,100,0.72,,1.0,100,1.0,100,0.6,,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100.0,0.74,,0.52,,1.0,100,0.92,2200.0,0.72,,0.48,,1.0,400,1.0,200,1.0,100,1.0,200,0.928125,0.966,0.8649999999999999,0.8125,0.9,0.6666666666666666,H-100
run_2128_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp1.0,Distance,0.0005,,0.001,0.01,1.0,500,0.0,0.781776502341619,0.0388562675795599,0.983963614788451,6,4.69065901404971,0.0375215203528972,0.2639302426340714,0.5808080808080782,1.125748502994012,-12.568284991081049,4.805431737647345,-0.5535123608833082,0.4992039222066606,0.0,0.3333333333333333,1.0,2.0,0.0031843138640614,0.0902742923476809,0.0931363322210099,0.959,0.9,18.0,20.0,1230.1,111.41,2.9957,0.803549778215188,13.46700923501102,0.4530765163520017,0.5632790564646393,0.6022555337750238,0.610548182313088,1.0260429359145498,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2128_dist-0.0005_beta0.001_alpha0.01_trav500_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,400,1.0,100,1.0,100,1.0,300,1.0,100,1.0,100,1.0,100,0.82,4500.0,1.0,100,1.0,100,0.76,1900.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,600.0,0.74,,0.62,,1.0,100,0.86,1500.0,0.8,1900.0,0.46,,1.0,600,1.0,1600,1.0,300,1.0,300,0.939375,0.9789999999999999,0.8733333333333334,0.90625,1.0,0.75,C-temp
run_2139_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,Distance,0.0005,,0.001,0.03,1.0,500,-0.01,0.470930589951018,0.112723546283753,0.959047414786749,3,1.41279176985305,0.131380036930414,0.2945253481831831,0.6121548821548771,1.1923076923076923,-11.231525467380315,7.120493547608269,-0.4727323052775993,0.4998621554017867,0.0112877568195146,0.0196078431372549,7.0,350.0,0.0005513784068221,-0.9731775571847244,0.0231987205927186,0.9693,1.0,20.0,20.0,1703.8,111.39,2.9957,0.493216565954373,13.30684292078315,0.5037867461365383,0.3457390810567928,0.5950927667950096,0.6788833034288638,0.9667230487250328,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2139_dist-0.0005_beta0.001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,200,0.82,3100.0,1.0,100,1.0,100,0.98,2100.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,300.0,0.84,2700.0,0.64,,1.0,100,0.92,900.0,0.86,1600.0,0.64,,1.0,100,1.0,100,1.0,100,1.0,100,0.9593750000000001,0.99,0.9083333333333333,0.9375,1.0,0.8333333333333334,C-temp
